frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,
3,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
4,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
5,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
6,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
7,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
8,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
9,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
10,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
11,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
12,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
13,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
14,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
15,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
16,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
17,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
18,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
19,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
20,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
21,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
22,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
23,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
24,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
25,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
26,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
27,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
28,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
29,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
30,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
31,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
32,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
33,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
34,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
35,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
36,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
37,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
38,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
39,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
40,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
41,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
42,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
43,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
44,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
45,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
46,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
47,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
48,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
49,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
50,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
51,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
52,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
53,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
54,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
55,69.0,192.0,manual,69.0,192.0,523,217,False,10.5544933078,26.5437788018,10.5544933078,26.5437788018,0.0
