frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,,214.0,133.0,manual,214.0,133.0,537,228,False,31.8808193669,17.5,31.8808193669,17.5,
3,,214.0,133.0,manual,214.0,133.0,537,228,False,31.8808193669,17.5,31.8808193669,17.5,0.0
4,,214.0,133.0,manual,214.0,133.0,537,228,False,31.8808193669,17.5,31.8808193669,17.5,0.0
5,,214.0,133.0,manual,214.0,133.0,537,228,False,31.8808193669,17.5,31.8808193669,17.5,0.0
6,,214.0,133.0,manual,214.0,133.0,537,228,False,31.8808193669,17.5,31.8808193669,17.5,0.0
7,,214.0,133.0,272,214.0,133.0,537,228,False,31.8808193669,17.5,31.8808193669,17.5,0.0
8,,224.0,143.0,272,222.333333333,141.333333333,537,228,False,33.1222842954,18.596491228,33.1222842954,18.596491228,1.65635991922
9,,222.0,145.0,272,222.01242236,144.863354037,537,228,False,33.0744763292,19.0609676364,33.0744763292,19.0609676364,0.466930332716
10,,228.0,145.0,272,227.869629233,145.011778878,537,228,False,33.9470583587,19.0804972208,33.9470583587,19.0804972208,0.872800551596
11,,219.0,152.0,272,219.219970925,151.878880085,537,228,False,32.6584686667,19.9840631691,32.6584686667,19.9840631691,1.57381536954
12,,223.0,152.0,272,222.862076559,152.074187261,537,228,False,33.201054236,20.0097614817,33.201054236,20.0097614817,0.543193799023
13,,230.0,160.0,272,229.8845208,159.89059121,537,228,False,34.2472284246,21.0382356855,34.2472284246,21.0382356855,1.46705133544
14,,219.0,151.0,272,219.274972596,151.255904293,537,228,False,32.6666625841,19.9020926701,32.6666625841,19.9020926701,1.9465377796
15,,225.0,159.0,272,224.814484309,158.806356453,537,228,False,33.4919157257,20.8955732175,33.4919157257,20.8955732175,1.2915286856
16,,230.0,166.0,272,229.93490941,165.931831182,537,228,False,34.2547351076,21.8331356818,34.2547351076,21.8331356818,1.20868390572
17,,238.0,173.0,272,237.922424746,172.9747841,537,228,False,35.4446815264,22.7598400132,35.4446815264,22.7598400132,1.50822856266
18,,249.0,178.0,272,248.915026135,178.026283476,537,228,False,37.0823130182,23.4245109837,37.0823130182,23.4245109837,1.76737783231
19,,262.0,177.0,272,261.929973507,177.118521778,537,228,False,39.0212251035,23.305068655,39.0212251035,23.305068655,1.94258758981
20,,268.0,171.0,272,268.096918843,171.138559592,537,228,False,39.9399506656,22.5182315253,39.9399506656,22.5182315253,1.20961536337
21,,276.0,162.0,272,276.00633756,162.109669057,537,228,False,41.1182625788,21.3302196128,41.1182625788,21.3302196128,1.67325768156
22,,279.0,160.0,272,279.090118352,159.918797875,537,228,False,41.5776712629,21.0419470888,41.5776712629,21.0419470888,0.542362781804
23,,279.0,159.0,272,279.091297058,158.946056367,537,228,False,41.5778468615,20.9139547851,41.5778468615,20.9139547851,0.12799242414
24,,282.0,170.0,272,281.98328048,169.764725319,537,228,False,42.0086823806,22.3374638578,42.0086823806,22.3374638578,1.48727849591
25,,293.0,168.0,272,292.848649239,168.133884841,537,228,False,43.6273592907,22.1228795843,43.6273592907,22.1228795843,1.63283843342
26,,305.0,166.0,272,304.918808233,166.060504442,537,228,False,45.4255207796,21.8500663739,45.4255207796,21.8500663739,1.81873906534
27,,316.0,164.0,272,315.986389013,164.023058365,537,228,False,47.0743223855,21.5819813638,47.0743223855,21.5819813638,1.67045392288
28,,330.0,163.0,272,329.942214801,162.990782162,537,228,False,49.1534025774,21.4461555476,49.1534025774,21.4461555476,2.08351220218
29,,342.0,166.0,272,342.011612679,165.924366663,537,228,False,50.9514506784,21.8321535083,50.9514506784,21.8321535083,1.83901370282
30,,353.0,172.0,272,353.023750953,171.914846284,537,228,False,52.5919926932,22.6203745111,52.5919926932,22.6203745111,1.82007429831
31,,367.0,179.0,272,366.956272838,178.947699559,537,228,False,54.6676011677,23.545749942,54.6676011677,23.545749942,2.27254707927
32,,380.0,183.0,272,379.999022347,183.033031793,537,228,False,56.6106550982,24.083293657,56.6106550982,24.083293657,2.01603864612
33,,392.0,180.0,272,392.018205087,180.139679336,537,228,False,58.4012223593,23.7025893863,58.4012223593,23.7025893863,1.83059194201
34,,398.0,171.0,272,398.114691925,171.165173798,537,228,False,59.309451311,22.5217333945,59.309451311,22.5217333945,1.48973175508
35,,400.0,159.0,272,400.119256631,159.120484832,537,228,False,59.6080829245,20.9369058989,59.6080829245,20.9369058989,1.61271790193
36,,395.0,148.0,272,395.172964423,148.029889936,537,228,False,58.8712051282,19.4776170968,58.8712051282,19.4776170968,1.63478215512
37,,392.0,145.0,272,392.034943966,144.867731196,537,228,False,58.4037160471,19.0615435784,58.4037160471,19.0615435784,0.62583001981
38,,386.0,139.0,272,386.065120332,138.997347508,537,228,False,57.5143568465,18.2891246721,57.5143568465,18.2891246721,1.17796042146
