frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,,488.0,160.0,manual,488.0,160.0,558,249,False,69.9641577061,19.2771084337,69.9641577061,19.2771084337,
3,,488.0,160.0,manual,488.0,160.0,558,249,False,69.9641577061,19.2771084337,69.9641577061,19.2771084337,0.0
4,,488.0,160.0,14,488.0,160.0,558,249,False,69.9641577061,19.2771084337,69.9641577061,19.2771084337,0.0
5,,488.0,159.0,14,488.0,159.166666667,558,249,False,69.9641577061,19.1767068273,69.9641577061,19.1767068273,0.100401606386
6,,488.0,157.0,14,488.0,157.080745342,558,249,False,69.9641577061,18.9253910051,69.9641577061,18.9253910051,0.251315822289
7,,489.0,156.0,14,488.978450007,156.014589747,558,249,False,70.104437277,18.7969385237,70.104437277,18.7969385237,0.190206198557
8,,489.0,156.0,14,489.00920963,155.986345445,558,249,False,70.1088472588,18.7935355958,70.1088472588,18.7935355958,0.00557026552796
9,,489.0,155.0,14,489.004262817,155.011902745,558,249,False,70.1081380383,18.6761328608,70.1081380383,18.6761328608,0.117404877092
10,,489.0,153.0,14,489.001628648,153.023097029,558,249,False,70.1077603796,18.4365177143,70.1077603796,18.4365177143,0.239615444121
11,,489.0,152.0,14,489.000608932,151.991663964,558,249,False,70.1076141838,18.3122486704,70.1076141838,18.3122486704,0.124269129972
12,,490.0,151.0,14,489.982390519,150.996082132,558,249,False,70.2483714006,18.192299052,70.2483714006,18.192299052,0.184933785468
13,,490.0,149.0,14,490.010419466,149.0163373,558,249,False,70.2523898876,17.9537755783,70.2523898876,17.9537755783,0.23855732175
14,,491.0,148.0,14,490.986859876,147.989104535,558,249,False,70.3923813442,17.8300125946,70.3923813442,17.8300125946,0.186855248983
15,,491.0,147.0,14,491.012124136,146.995126292,558,249,False,70.3960034604,17.7102561798,70.3960034604,17.7102561798,0.119811179009
16,,492.0,145.0,14,491.987497097,145.015980925,558,249,False,70.5358418777,17.4718049307,70.5358418777,17.4718049307,0.276430427293
17,,492.0,143.0,14,492.012361726,143.006808034,558,249,False,70.5394066991,17.2297359077,70.5394066991,17.2297359077,0.2420952702
18,,492.0,141.0,14,492.005421982,141.002578217,558,249,False,70.5384117537,16.9882624358,70.5384117537,16.9882624358,0.24147552166
19,,493.0,140.0,14,492.98422351,139.983126564,558,249,False,70.6787417219,16.8654369354,70.6787417219,16.8654369354,0.186490223621
20,,493.0,138.0,14,493.011104494,138.010693873,558,249,False,70.6825956264,16.6277944425,70.6825956264,16.6277944425,0.237673740678
21,,493.0,137.0,14,493.004951617,136.986962159,558,249,False,70.6817134935,16.5044532722,70.6817134935,16.5044532722,0.123344324817
22,,493.0,136.0,14,493.00188444,135.99432593,558,249,False,70.6812737548,16.3848585458,70.6812737548,16.3848585458,0.119595534822
23,,493.0,135.0,14,493.000704221,134.997846201,558,249,False,70.6811045478,16.2648007471,70.6811045478,16.2648007471,0.120057917913
24,,493.0,133.0,14,493.000262563,133.017031708,558,249,False,70.6810412277,16.0261483986,70.6810412277,16.0261483986,0.238652356954
25,,494.0,133.0,14,493.982261538,132.971528793,558,249,False,70.8218296112,16.0206661196,70.8218296112,16.0206661196,0.140895082647
26,,495.0,132.0,14,494.992535044,132.005558397,558,249,False,70.9666716909,15.9042841442,70.9666716909,15.9042841442,0.185806329975
