frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,90.0,77.0,16,90.0,77.0,521,212,False,13.8195777351,10.8962264151,13.8195777351,10.8962264151,
3,87.0,83.0,16,87.5,82.0,521,212,False,13.4357005758,11.6037735849,13.4357005758,11.6037735849,0.804974950509
4,88.0,82.0,16,87.9813664596,82.0,521,212,False,13.5096148115,11.6037735849,13.5096148115,11.6037735849,0.0739142356392
5,89.0,82.0,16,88.9800562174,82.0,521,212,False,13.6629644864,11.6037735849,13.6629644864,11.6037735849,0.153349674902
6,89.0,81.0,16,89.0102353818,81.0183774423,521,212,False,13.6675985231,11.4648647324,13.6675985231,11.4648647324,0.138986127368
7,90.0,81.0,16,89.9867538484,80.9898240335,521,212,False,13.8175437771,11.4608241557,13.8175437771,11.4608241557,0.149999684846
8,90.0,81.0,16,90.0120926291,80.9953918416,521,212,False,13.8214345688,11.4616120531,13.8214345688,11.4616120531,0.00396976599164
9,90.0,80.0,16,90.0053221599,80.016081222,521,212,False,13.8203949574,11.3230303616,13.8203949574,11.3230303616,0.138585590874
10,90.0,81.0,16,90.0020226572,80.9711724326,521,212,False,13.8198883159,11.4581847782,13.8198883159,11.4581847782,0.135155366192
11,69.0,83.0,16,69.375319214,82.9697527879,521,212,False,10.6526401864,11.741002753,10.6526401864,11.741002753,3.17985010976
12,53.0,84.0,16,53.0686304353,84.0056294261,521,212,False,8.14873403997,11.8875890697,8.14873403997,11.8875890697,2.50819328171
13,37.0,101.0,16,37.0221696152,100.717525819,521,212,False,5.68478612134,14.2524800687,5.68478612134,14.2524800687,3.41522309416
14,30.0,130.0,16,29.8475728206,129.667063372,521,212,False,4.58312058666,18.3491127413,4.58312058666,18.3491127413,4.24217705954
15,39.0,157.0,16,38.6501169693,156.900687656,521,212,False,5.93475884365,22.2029274985,5.93475884365,22.2029274985,4.08397039171
16,44.0,166.0,16,43.9269135947,166.285224428,521,212,False,6.74501552318,23.5309279851,6.74501552318,23.5309279851,1.55566743848
17,72.0,159.0,16,71.5652671127,159.40710957,521,212,False,10.9889085778,22.5576098448,10.9889085778,22.5576098448,4.35407584465
