frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,,415.0,91.0,198,415.0,91.0,557,247,False,59.60502693,11.0526315789,59.60502693,11.0526315789,
3,,417.0,92.0,198,416.666666667,91.8333333333,557,247,False,59.8444045482,11.1538461538,59.8444045482,11.1538461538,0.25989619906
4,,417.0,92.0,198,416.98757764,91.9937888199,557,247,False,59.8904958908,11.1733346745,59.8904958908,11.1733346745,0.0500421252681
5,,416.0,92.0,198,416.0226208,92.0005354036,557,247,False,59.7519024488,11.1741540976,59.7519024488,11.1741540976,0.138595864378
6,,415.0,93.0,198,415.009851647,92.981964475,557,247,False,59.6064418883,11.2933560091,59.6064418883,11.2933560091,0.188063474363
7,,415.0,93.0,198,414.985829898,93.0103103072,557,247,False,59.6029917268,11.2967988227,59.6029917268,11.2967988227,0.00487407217942
8,,414.0,93.0,198,414.011710849,93.0046585621,557,247,False,59.4630823482,11.296112376,59.4630823482,11.296112376,0.139911062641
9,,413.0,93.0,198,413.005178073,93.0017753695,557,247,False,59.318517497,11.2957621906,59.318517497,11.2957621906,0.144565275265
10,,412.0,93.0,198,412.001968868,93.0006635769,557,247,False,59.174429999,11.2956271551,59.174429999,11.2956271551,0.144087561301
11,,411.0,92.0,198,411.00073569,92.0180837706,557,247,False,59.030626311,11.1762854782,59.030626311,11.1762854782,0.18687411949
12,,411.0,91.0,198,410.982437961,91.0075936637,557,247,False,59.0279982709,11.0535538863,59.0279982709,11.0535538863,0.122759725694
13,,410.0,91.0,198,410.010437132,90.9850347942,557,247,False,58.8883931249,11.0508139426,58.8883931249,11.0508139426,0.139632030996
14,,409.0,91.0,198,409.004702791,90.9935706339,557,247,False,58.7439429502,11.0518506843,58.7439429502,11.0518506843,0.144453895031
15,,409.0,90.0,198,408.983955367,90.0153992506,557,247,False,58.7409630689,10.9330444434,58.7409630689,10.9330444434,0.118843605493
16,,409.0,90.0,198,408.993168221,89.9887548182,557,247,False,58.7422862795,10.9298082775,58.7422862795,10.9298082775,0.00349623454025
17,,408.0,90.0,198,408.015249261,89.994995943,557,247,False,58.6018311326,10.9305663089,58.6018311326,10.9305663089,0.140457192377
18,,408.0,90.0,198,407.988698914,89.9980960143,557,247,False,58.5980177973,10.9309428357,58.5980177973,10.9309428357,0.00383187924807
19,,408.0,90.0,198,407.994975107,89.9992884939,557,247,False,58.5989192254,10.9310876713,58.5989192254,10.9310876713,0.000912989554442
