frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,383.0,18.0,25,383.0,18.0,561,237,False,54.6167557932,2.27848101266,54.6167557932,2.27848101266,
3,382.0,17.0,25,382.166666667,17.1666666667,561,237,False,54.4979203803,2.17299578059,54.4979203803,2.17299578059,0.158899306304
4,382.0,17.0,25,382.00621118,17.0062111801,561,237,False,54.4750390275,2.15268495951,54.4750390275,2.15268495951,0.0305955186661
5,382.0,16.0,25,381.999464596,16.0210145897,561,237,False,54.4740769477,2.02797653034,54.4740769477,2.02797653034,0.124712140155
6,382.0,16.0,25,381.999658083,15.9904484529,561,237,False,54.4741045395,2.0241073991,54.4741045395,2.0241073991,0.00386922962097
7,382.0,16.0,25,381.999865659,15.9956028425,561,237,False,54.4741341403,2.02475985348,54.4741341403,2.02475985348,0.000653125507314
8,382.0,16.0,25,381.999949596,15.9983209482,561,237,False,54.4741461099,2.02510391749,54.4741461099,2.02510391749,0.000344272155053
9,382.0,16.0,25,381.999981198,15.9993722655,561,237,False,54.4741506165,2.02523699563,54.4741506165,2.02523699563,0.000133154421267
10,382.0,16.0,25,381.999992991,15.9997659414,561,237,False,54.4741522982,2.02528682803,54.4741522982,2.02528682803,4.98607609799e-05
11,382.0,16.0,25,381.999997388,15.9999127583,561,237,False,54.4741529252,2.02530541244,54.4741529252,2.02530541244,1.85949923393e-05
12,383.0,16.0,25,382.982162695,15.9999674835,561,237,False,54.614212149,2.02531233968,54.614212149,2.02531233968,0.140059223986
13,383.0,16.0,25,383.010334532,15.9999878806,561,237,False,54.6182295233,2.02531492159,54.6182295233,2.02531492159,0.00401737508992
14,383.0,16.0,25,383.00466455,15.9999954829,561,237,False,54.6174209697,2.02531588391,54.6174209697,2.02531588391,0.000808554155545
15,383.0,16.0,25,383.001777442,15.9999983164,561,237,False,54.6170092609,2.02531624258,54.6170092609,2.02531624258,0.000411708961933
16,383.0,16.0,25,383.000664341,15.9999993725,561,237,False,54.6168505299,2.02531637627,54.6168505299,2.02531637627,0.000158731036689
17,383.0,15.0,25,383.000247699,15.0178360937,561,237,False,54.6167911157,1.90099191059,54.6167911157,1.90099191059,0.124324479868
18,383.0,15.0,25,383.000092326,14.9896650172,561,237,False,54.6167689591,1.89742595154,54.6167689591,1.89742595154,0.00356602788333
19,383.0,15.0,25,383.000034411,14.9953352814,561,237,False,54.6167607003,1.89814370651,54.6167607003,1.89814370651,0.000717802475391
20,383.0,15.0,25,383.000012826,14.9982224954,561,237,False,54.6167576222,1.89850917663,54.6167576222,1.89850917663,0.000365483088486
21,384.0,15.0,25,383.982168453,14.9993356356,561,237,False,54.7568154657,1.89865008046,54.7568154657,1.89865008046,0.1400579143
22,384.0,15.0,25,384.010336677,14.9997522921,561,237,False,54.7608323247,1.89870282178,54.7608323247,1.89870282178,0.00401720526913
23,383.0,15.0,25,383.022501678,14.9999076712,561,237,False,54.6199645887,1.89872249003,54.6199645887,1.89872249003,0.140867737416
24,383.0,15.0,25,382.991442844,14.9999655874,561,237,False,54.6155355214,1.89872982119,54.6155355214,1.89872982119,0.00442907330449
25,383.0,15.0,25,382.995999766,14.9999871739,561,237,False,54.6161853499,1.89873255366,54.6161853499,1.89873255366,0.000649834194061
26,383.0,15.0,25,382.998470248,14.9999952195,561,237,False,54.6165376468,1.89873357209,54.6165376468,1.89873357209,0.000352298370457
27,383.0,15.0,25,382.999427981,14.9999982182,561,237,False,54.6166742219,1.89873395167,54.6166742219,1.89873395167,0.000136575643337
28,383.0,15.0,25,382.999786711,14.9999993359,561,237,False,54.6167253777,1.89873409315,54.6167253777,1.89873409315,5.11559888758e-05
29,383.0,16.0,25,382.9999205,15.9821634249,561,237,False,54.6167444563,2.02305866138,54.6167444563,2.02305866138,0.124324569692
30,383.0,15.0,25,382.999970369,15.028171131,561,237,False,54.6167515678,1.90230014316,54.6167515678,1.90230014316,0.120758518425
31,383.0,15.0,25,382.999988956,14.9943297561,561,237,False,54.6167542183,1.89801642482,54.6167542183,1.89801642482,0.00428371916179
32,383.0,15.0,25,382.999995884,14.9971127936,561,237,False,54.6167552063,1.89836870805,54.6167552063,1.89836870805,0.000352284613159
33,383.0,15.0,25,382.999998466,14.9988868627,561,237,False,54.6167555745,1.89859327376,54.6167555745,1.89859327376,0.000224566010712
34,383.0,15.0,25,382.999999428,14.9995833445,561,237,False,54.6167557117,1.89868143601,54.6167557117,1.89868143601,8.81623598962e-05
35,383.0,15.0,25,382.999999787,14.9998446213,561,237,False,54.6167557629,1.89871450903,54.6167557629,1.89871450903,3.30730522803e-05
36,383.0,15.0,25,382.999999921,14.9999420839,561,237,False,54.616755782,1.89872684606,54.616755782,1.89872684606,1.23370527732e-05
