frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,
3,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
4,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
5,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
6,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
7,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
8,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
9,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
10,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
11,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
12,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
13,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
14,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
15,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
16,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
17,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
18,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
19,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
20,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
21,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
22,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
23,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
24,,40.0,34.0,manual,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
25,,40.0,34.0,16,40.0,34.0,541,231,False,5.91497227357,4.41558441558,5.91497227357,4.41558441558,0.0
26,,34.0,33.0,16,35.0,33.1666666667,541,231,False,5.17560073937,4.30735930736,5.17560073937,4.30735930736,0.747250252344
27,,29.0,34.0,16,29.2236024845,33.9689440994,541,231,False,4.32141996074,4.41155118174,4.32141996074,4.41155118174,0.860511911173
28,,27.0,38.0,16,27.0238254584,37.9164770446,541,231,False,3.9961294578,4.924217798,3.9961294578,4.924217798,0.607158110155
29,,46.0,38.0,16,45.6201003122,38.0385481058,541,231,False,6.7460407116,4.94007118257,6.7460407116,4.94007118257,2.74995695122
30,,72.0,37.0,16,71.714269714,37.0356349609,541,231,False,10.6046979244,4.80982272219,10.6046979244,4.80982272219,3.86085484674
