frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,,59.0,116.0,30,59.0,115.5,550,231,False,8.58181818182,15.0,8.58181818182,15.0,
3,,58.0,119.0,30,58.0372670807,118.869565217,550,231,False,8.44178430265,15.4376058723,8.44178430265,15.4376058723,0.459465327114
4,,57.0,133.0,30,57.0183375719,132.709543568,550,231,False,8.29357637409,17.2350056582,8.29357637409,17.2350056582,1.80349981432
5,,48.0,142.0,30,48.154135847,141.9707181,550,231,False,7.00423794138,18.4377555974,7.00423794138,18.4377555974,1.76323594858
6,,34.0,157.0,30,34.1541153064,156.885404432,550,231,False,4.96787131729,20.3747278483,4.96787131729,20.3747278483,2.81045379405
7,,33.0,163.0,30,32.8300635744,163.112943437,550,231,False,4.77528197446,21.1834991477,4.77528197446,21.1834991477,0.831385391757
8,,36.0,179.0,30,35.854428468,178.871167616,550,231,False,5.21518959535,23.2300217683,5.21518959535,23.2300217683,2.09326862866
9,,36.0,193.0,30,35.9953174602,192.97947534,550,231,False,5.23568253967,25.0622695247,5.23568253967,25.0622695247,1.83236235539
10,,31.0,199.0,30,31.0898089063,199.136356679,550,231,False,4.52215402273,25.8618645038,4.52215402273,25.8618645038,1.0716692937
11,,46.0,199.0,30,45.6811278609,199.164731663,550,231,False,6.64452768886,25.8655495666,6.64452768886,25.8655495666,2.1223768653
12,,42.0,202.0,30,42.2031801801,202.01334018,550,231,False,6.13864438983,26.2354987247,6.13864438983,26.2354987247,0.626721861575
13,,47.0,198.0,30,46.9306121347,198.127526571,550,231,False,6.82627085596,25.7308476066,6.82627085596,25.7308476066,0.85293781008
14,,49.0,196.0,30,49.0207025102,196.01772331,550,231,False,7.13028400148,25.4568471831,7.13028400148,25.4568471831,0.409267913151
15,,51.0,193.0,30,51.0099444883,193.023015622,550,231,False,7.41962828921,25.0679241068,7.41962828921,25.0679241068,0.484748673197
16,,52.0,190.0,30,52.0216494286,190.009363571,550,231,False,7.56678537143,24.6765407235,7.56678537143,24.6765407235,0.418134140595
17,,54.0,189.0,30,53.9910914087,188.967854872,550,231,False,7.85324965945,24.5412798535,7.85324965945,24.5412798535,0.316792189394
