frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,427.0,82.0,0,429.166666667,84.3333333333,548,239,False,62.6520681266,10.5857740586,62.6520681266,10.5857740586,
3,442.0,84.0,0,441.52173913,84.0124223602,548,239,False,64.4557283401,10.5454923465,64.4557283401,10.5454923465,1.80410996959
4,431.0,76.0,0,431.278276001,76.1713291393,548,239,False,62.9603322629,9.56125470368,62.9603322629,9.56125470368,1.7902327126
5,421.0,70.0,0,421.108796131,70.035903781,548,239,False,61.4757366615,8.79111762941,61.4757366615,8.79111762941,1.67246381516
6,432.0,60.0,0,431.66466169,60.0836928897,548,239,False,63.0167389328,7.54188613678,63.0167389328,7.54188613678,1.9837508217
7,408.0,43.0,0,408.481649191,43.1594897715,548,239,False,59.6323575461,5.41750917634,59.6323575461,5.41750917634,3.99587472787
8,394.0,45.0,0,394.030174223,44.7266667888,548,239,False,57.5226531712,5.61422595675,57.5226531712,5.61422595675,2.11885583302
9,371.0,51.0,0,371.164628237,50.8108530301,548,239,False,54.1846172609,6.37793134269,54.1846172609,6.37793134269,3.42428527658
10,360.0,53.0,0,359.854663321,52.9966710463,548,239,False,52.5335274921,6.65230180497,52.5335274921,6.65230180497,1.673731333
11,360.0,47.0,0,359.739739677,47.1446642807,548,239,False,52.5167503178,5.91774028628,52.5167503178,5.91774028628,0.734753086638
12,353.0,38.0,0,353.017988773,38.1144098799,548,239,False,51.5354728136,4.78423554978,51.5354728136,4.78423554978,1.49924598648
13,345.0,39.0,0,345.030043962,38.8671738562,548,239,False,50.3693494835,4.87872475182,50.3693494835,4.87872475182,1.16994522532
14,331.0,39.0,0,331.119332714,38.959932927,548,239,False,48.3385887174,4.89036814983,48.3385887174,4.89036814983,2.03079414466
15,337.0,48.0,0,336.692925385,47.8249911561,548,239,False,49.152251881,6.0031369652,49.152251881,6.0031369652,1.37851448318
16,330.0,63.0,0,330.100597298,62.820093139,548,239,False,48.1898682187,7.88536733962,48.1898682187,7.88536733962,2.11399467737
17,329.0,61.0,0,328.940767367,61.2306755783,548,239,False,48.0205499806,7.6858588592,48.0205499806,7.6858588592,0.261672122158
18,310.0,66.0,0,310.294348116,65.9753699118,548,239,False,45.2984449804,8.28142718558,45.2984449804,8.28142718558,2.78649551645
19,309.0,58.0,0,308.80379671,58.2173991668,548,239,False,45.080846235,7.30762332638,45.080846235,7.30762332638,0.997819207173
20,309.0,44.0,0,308.894396281,44.1988889371,548,239,False,45.0940724498,5.54797769085,45.0940724498,5.54797769085,1.75969534164
21,316.0,46.0,0,315.834231451,45.7943879615,548,239,False,46.1071870731,5.74824953492,46.1071870731,5.74824953492,1.03271973526
22,320.0,41.0,0,319.985675215,41.0348325014,548,239,False,46.7132372577,5.15081579515,46.7132372577,5.15081579515,0.851013454399
23,330.0,54.0,0,329.889914156,53.697262987,548,239,False,48.1591115556,6.74024221594,48.1591115556,6.74024221594,2.14868071909
24,341.0,49.0,0,340.936120323,49.193110377,548,239,False,49.7716963975,6.17486741134,49.7716963975,6.17486741134,1.70882373052
25,346.0,58.0,0,346.08211559,57.8369076445,548,239,False,50.5229365825,7.25986288425,50.5229365825,7.25986288425,1.31968821762
26,349.0,53.0,0,349.071347423,53.1776723843,548,239,False,50.9593207917,6.6750216382,50.9593207917,6.6750216382,0.729705735977
27,355.0,39.0,0,354.975032993,39.2381596682,548,239,False,51.8211726997,4.92529200856,51.8211726997,4.92529200856,1.95047237566
28,359.0,50.0,0,359.023899694,49.6510857013,548,239,False,52.4122481305,6.23235385372,52.4122481305,6.23235385372,1.43449671731
29,362.0,60.0,0,362.028333152,59.866845397,548,239,False,52.850851555,7.51466678623,52.850851555,7.51466678623,1.35524884095
30,364.0,70.0,0,364.029326131,69.950222461,548,239,False,53.1429673184,8.78036265201,53.1429673184,8.78036265201,1.29896791486
31,366.0,51.0,0,366.011828344,51.4986935285,548,239,False,53.4323836999,6.46427115421,53.4323836999,6.46427115421,2.33410403968
32,372.0,44.0,0,371.933106271,43.9965876692,548,239,False,54.2968038352,5.52258422626,54.2968038352,5.52258422626,1.27827870225
33,359.0,48.0,0,359.310545726,47.7934704098,548,239,False,52.4540942666,5.99918038617,52.4540942666,5.99918038617,1.90334506958
34,346.0,57.0,0,346.131799488,56.8240189868,548,239,False,50.5301897063,7.13272204855,50.5301897063,7.13272204855,2.23300816332
35,344.0,48.0,0,343.853692369,48.2507252158,548,239,False,50.1976193239,6.05657638692,50.1976193239,6.05657638692,1.1263625279
36,342.0,45.0,0,341.936116518,45.0015685013,548,239,False,49.9176812435,5.64873244786,49.9176812435,5.64873244786,0.494673637367
37,331.0,36.0,0,331.136269036,36.1032056138,548,239,False,48.3410611731,4.53178313144,48.3410611731,4.53178313144,1.93217665386
