frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,,170.0,8.0,28,170.666666667,7.33333333333,526,205,False,25.9569074779,1.07317073171,25.9569074779,1.07317073171,
3,,158.0,19.0,28,158.472049689,18.5652173913,526,205,False,24.1022128805,2.71686108165,24.1022128805,2.71686108165,2.47822719221
4,,150.0,34.0,28,150.131709276,33.7142283496,526,205,False,22.833720042,4.93378951458,22.833720042,4.93378951458,2.55418201348
5,,144.0,49.0,28,144.010601898,48.886417026,526,205,False,21.9027531404,7.15410980868,21.9027531404,7.15410980868,2.40759663987
6,,135.0,67.0,28,135.055839688,66.9035697703,526,205,False,20.5408121198,9.79076630785,20.5408121198,9.79076630785,2.96763219385
7,,123.0,82.0,28,123.076838424,82.0150074998,526,205,False,18.7189107869,12.0021962195,18.7189107869,12.0021962195,2.86526555855
8,,112.0,93.0,28,112.013482604,93.0793830634,526,205,False,17.0362711185,13.6213731312,17.0362711185,13.6213731312,2.33516811501
9,,99.0,105.0,28,99.0399729267,105.015282026,526,205,False,15.0631137531,15.3680900526,15.0631137531,15.3680900526,2.63521725705
10,,86.0,119.0,28,86.0165709553,118.969338554,526,205,False,13.0823682061,17.4101471055,13.0823682061,17.4101471055,2.84488135589
11,,78.0,127.0,28,77.9170746261,127.093850116,526,205,False,11.8505056466,18.599100017,11.8505056466,18.599100017,1.71204392218
12,,75.0,130.0,28,74.8756468339,130.129199112,526,205,False,11.3879310774,19.043297431,11.3879310774,19.043297431,0.641316282872
13,,72.0,132.0,28,71.9491798195,132.070499712,526,205,False,10.9428410372,19.3273902018,10.9428410372,19.3273902018,0.528028262765
14,,70.0,134.0,28,69.963008211,134.027345657,526,205,False,10.6407617051,19.613757901,10.6407617051,19.613757901,0.416243176594
15,,77.0,136.0,28,76.8248218444,136.010243319,526,205,False,11.6843835505,19.9039380467,11.6843835505,19.9039380467,1.08321330914
16,,76.0,134.0,28,76.0696756662,134.075165601,526,205,False,11.5695324207,19.6207559416,11.5695324207,19.6207559416,0.305586136207
17,,75.0,133.0,28,75.0324280599,133.013593398,526,205,False,11.4117761308,19.4654039119,11.4117761308,19.4654039119,0.221407543113
18,,70.0,138.0,28,70.0837408355,137.897358338,526,205,False,10.6591240814,20.1801012202,10.6591240814,20.1801012202,1.03791972226
19,,61.0,145.0,28,61.1059858321,144.92091684,526,205,False,9.29368605811,21.2079390498,9.29368605811,21.2079390498,1.70905576253
20,,58.0,148.0,28,57.9360629125,148.039916022,526,205,False,8.8115685038,21.6643779544,8.8115685038,21.6643779544,0.663907982994
21,,56.0,149.0,28,55.953383226,149.053870707,526,205,False,8.51002026251,21.8127615669,8.51002026251,21.8127615669,0.336078916725
22,1.0,55.4166666667,149.666666667,28,55.3739346238,149.716048148,526,205,False,8.42189119754,21.9096655826,8.42189119754,21.9096655826,0.130985191387
23,1.0,54.8333333333,150.333333333,28,54.7944860216,150.378225589,526,205,False,8.33376213256,22.0065695984,8.33376213256,22.0065695984,0.130985191387
24,1.0,54.25,151.0,28,54.2150374195,151.04040303,526,205,False,8.2456330676,22.1034736141,8.2456330676,22.1034736141,0.130985191377
25,1.0,53.6666666667,151.666666667,28,53.6355888173,151.702580471,526,205,False,8.15750400263,22.2003776299,8.15750400263,22.2003776299,0.130985191387
26,1.0,53.0833333333,152.333333333,28,53.0561402151,152.364757912,526,205,False,8.06937493766,22.2972816457,8.06937493766,22.2972816457,0.130985191387
27,1.0,52.5,153.0,28,52.476691613,153.026935353,526,205,False,7.9812458727,22.3941856614,7.9812458727,22.3941856614,0.130985191377
28,1.0,51.9166666667,153.666666667,28,51.8972430108,153.689112795,526,205,False,7.89311680773,22.4910896773,7.89311680773,22.4910896773,0.130985191495
29,1.0,51.3333333333,154.333333333,28,51.3177944087,154.351290236,526,205,False,7.80498774277,22.5879936931,7.80498774277,22.5879936931,0.130985191377
30,1.0,50.75,155.0,28,50.7383458065,155.013467677,526,205,False,7.71685867779,22.6848977088,7.71685867779,22.6848977088,0.130985191387
31,1.0,50.1666666667,155.666666667,28,50.1588972043,155.675645118,526,205,False,7.62872961282,22.7818017246,7.62872961282,22.7818017246,0.130985191387
32,1.0,49.5833333333,156.333333333,28,49.5794486022,156.337822559,526,205,False,7.54060054786,22.8787057403,7.54060054786,22.8787057403,0.130985191377
33,,49.0,157.0,28,49.0,157.0,526,205,False,7.45247148289,22.9756097561,7.45247148289,22.9756097561,0.130985191387
34,,47.0,161.0,28,47.3333333333,160.333333333,526,205,False,7.1989860583,23.4634146341,7.1989860583,23.4634146341,0.549734899276
35,,46.0,162.0,28,46.049689441,161.937888199,526,205,False,7.00375504806,23.6982275413,7.00375504806,23.6982275413,0.305372311703
