frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,,442.0,48.0,154,442.166666667,48.0,536,210,False,65.9950248757,6.85714285714,65.9950248757,6.85714285714,
3,,442.0,47.0,154,442.00621118,47.0372670807,536,210,False,65.9710762955,6.71960958296,65.9710762955,6.71960958296,0.13960277934
4,,440.0,46.0,154,440.042564583,46.0183375719,536,210,False,65.6779947139,6.57404822456,65.6779947139,6.57404822456,0.327238326846
5,,440.0,45.0,154,439.981238823,45.0071163085,536,210,False,65.6688416154,6.42958804407,65.6688416154,6.42958804407,0.144749863414
6,,440.0,44.0,154,439.991340026,44.002667163,536,210,False,65.6703492576,6.286095309,65.6703492576,6.286095309,0.143500655063
7,,439.0,44.0,154,439.014539148,43.9831480012,536,210,False,65.5245580818,6.28330685731,65.5245580818,6.28330685731,0.145817839821
8,,438.0,43.0,154,438.006269301,43.0107026551,536,210,False,65.3740700449,6.14438609359,65.3740700449,6.14438609359,0.204806317858
9,,438.0,41.0,154,437.98454083,41.0226383414,536,210,False,65.3708269896,5.86037690591,65.3708269896,5.86037690591,0.284027703033
10,,436.0,41.0,154,436.029059218,40.9736574117,536,210,False,65.0789640624,5.85337963024,65.0789640624,5.85337963024,0.291946793303
11,,436.0,40.0,154,435.97682452,40.0063536324,536,210,False,65.0711678388,5.71519337606,65.0711678388,5.71519337606,0.138406004017
12,,436.0,37.0,154,435.989734769,37.0388146613,536,210,False,65.0730947416,5.29125923733,65.0730947416,5.29125923733,0.42393851787
13,,434.0,38.0,154,434.031768768,37.9448656626,536,210,False,64.7808610101,5.42069509466,64.7808610101,5.42069509466,0.319615698902
14,,433.0,37.0,154,432.995707771,37.0117924722,536,210,False,64.6262250404,5.2873989246,64.6262250404,5.2873989246,0.204157174935
15,,432.0,36.0,154,431.997628177,36.0059429592,536,210,False,64.4772579369,5.14370613703,64.4772579369,5.14370613703,0.20697539745
16,,431.0,36.0,154,430.999079039,35.9844527709,536,210,False,64.3282207521,5.14063611013,64.3282207521,5.14063611013,0.149068801267
17,,430.0,34.0,154,429.999654976,34.0290279498,536,210,False,64.1790529815,4.86128970711,64.1790529815,4.86128970711,0.316678759411
18,,428.0,35.0,154,428.017707647,34.95897662,536,210,False,63.8832399473,4.99413951714,63.8832399473,4.99413951714,0.324275227569
19,,428.0,34.0,154,427.971780812,34.0179016826,536,210,False,63.8763851958,4.85970024037,63.8763851958,4.85970024037,0.134613917397
20,,426.0,34.0,154,426.02348866,33.9904242972,536,210,False,63.5855953224,4.8557748996,63.5855953224,4.8557748996,0.290816366099
21,,424.0,26.0,154,424.010381962,26.1383440631,536,210,False,63.2851316361,3.73404915187,63.2851316361,3.73404915187,1.16126959828
22,,423.0,25.0,154,422.986111067,24.9334999243,536,210,False,63.1322553831,3.56192856061,63.1322553831,3.56192856061,0.230210005563
23,,423.0,24.0,154,422.976137222,23.9695644845,536,210,False,63.1307667496,3.42422349779,63.1307667496,3.42422349779,0.137713108884
24,,423.0,23.0,154,422.990211749,22.9883858393,536,210,False,63.1328674252,3.2840551199,63.1328674252,3.2840551199,0.140184118207
25,,422.0,22.0,154,422.014145303,21.9956582853,536,210,False,62.9871858661,3.1422368979,62.9871858661,3.1422368979,0.203311398486
26,,422.0,21.0,154,421.988287355,20.9983811571,536,210,False,62.9833264709,2.99976873673,62.9833264709,2.99976873673,0.142520426182
27,,421.0,20.0,154,421.012658035,19.9993966028,536,210,False,62.8377101545,2.85705665754,62.8377101545,2.85705665754,0.203889306126
28,,422.0,20.0,154,421.969859851,19.9819387756,536,210,False,62.9805760972,2.85456268223,62.9805760972,2.85456268223,0.142887709383
29,,422.0,19.0,154,422.004934499,19.0102510731,536,210,False,62.9858111193,2.7157501533,62.9858111193,2.7157501533,0.138911207769
30,,422.0,19.0,154,422.002612894,18.9867971165,536,210,False,62.985464611,2.71239958807,62.985464611,2.71239958807,0.00336843513961
31,,422.0,18.0,154,422.001010893,18.0121007437,536,210,False,62.9852255064,2.5731572491,62.9852255064,2.5731572491,0.139242544265
32,,422.0,17.0,154,422.000378547,17.0053247059,536,210,False,62.9851311264,2.42933210084,62.9851311264,2.42933210084,0.143825179224
33,,422.0,16.0,154,422.000141175,16.002023581,536,210,False,62.9850956978,2.28600336871,62.9850956978,2.28600336871,0.143328736507
