frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,
3,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
4,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
5,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
6,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
7,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
8,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
9,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
10,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
11,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
12,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
13,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
14,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
15,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
16,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
17,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
18,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
19,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
20,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
21,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
22,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
23,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
24,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
25,,400.0,192.0,manual,400.0,192.0,541,221,False,59.1497227357,26.0633484163,59.1497227357,26.0633484163,0.0
