frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,302.0,144.0,manual,302.0,144.0,538,233,False,44.907063197,18.5407725322,44.907063197,18.5407725322,
3,302.0,144.0,manual,302.0,144.0,538,233,False,44.907063197,18.5407725322,44.907063197,18.5407725322,0.0
4,302.0,144.0,manual,302.0,144.0,538,233,False,44.907063197,18.5407725322,44.907063197,18.5407725322,0.0
5,302.0,144.0,0,302.0,144.0,538,233,False,44.907063197,18.5407725322,44.907063197,18.5407725322,0.0
6,295.0,144.0,0,296.166666667,144.0,538,233,False,44.039653036,18.5407725322,44.039653036,18.5407725322,0.867410161041
7,292.0,145.0,0,292.155279503,144.962732919,538,233,False,43.4431642384,18.6647295604,43.4431642384,18.6647295604,0.609232493
8,292.0,146.0,0,291.986614911,145.981662428,538,233,False,43.4180840016,18.795922201,43.4180840016,18.795922201,0.133568436516
9,292.0,146.0,0,291.991452066,146.011261134,538,233,False,43.4188032812,18.7997331932,43.4188032812,18.7997331932,0.00387827597523
10,292.0,146.0,0,291.996641483,146.005068861,538,233,False,43.4195749417,18.7989359048,43.4195749417,18.7989359048,0.00110956239226
11,292.0,146.0,0,291.998739906,146.001931071,538,233,False,43.4198869749,18.7985318976,43.4198869749,18.7985318976,0.000510476824333
12,292.0,145.0,0,291.999529942,145.018559535,538,233,False,43.4200044523,18.6719175367,43.4200044523,18.6719175367,0.126614415358
13,292.0,145.0,0,291.999824783,144.989934634,538,233,False,43.4200482949,18.6682319271,43.4200482949,18.6682319271,0.00368587032812
14,292.0,145.0,0,291.999934693,144.995435769,538,233,False,43.4200646384,18.6689402278,43.4200646384,18.6689402278,0.000708489175484
15,292.0,145.0,0,291.999975659,144.998259948,538,233,False,43.42007073,18.669303856,43.42007073,18.669303856,0.000363679217905
16,292.0,145.0,0,291.999990928,144.999349595,538,233,False,43.4200730004,18.6694441539,43.4200730004,18.6694441539,0.00014031626775
17,292.0,145.0,0,291.999996619,144.999757495,538,233,False,43.4200738467,18.6694966732,43.4200738467,18.6694966732,5.25261306574e-05
18,292.0,145.0,0,291.99999874,144.99990961,538,233,False,43.4200741621,18.6695162588,43.4200741621,18.6695162588,1.95881615369e-05
19,292.0,145.0,0,291.99999953,144.99996631,538,233,False,43.4200742796,18.6695235592,43.4200742796,18.6695235592,7.30137425373e-06
20,293.0,145.0,0,292.982163497,144.999987443,538,233,False,43.5661209661,18.6695262802,43.5661209661,18.6695262802,0.146046686568
21,292.0,145.0,0,292.028171158,144.99999532,538,233,False,43.4242633692,18.6695272944,43.4242633692,18.6695272944,0.141857596881
22,292.0,145.0,0,291.994329766,144.999998256,538,233,False,43.419231192,18.6695276724,43.419231192,18.6695276724,0.00503217726328
23,292.0,144.0,0,291.997112797,144.017835677,538,233,False,43.4196450256,18.5430689713,43.4196450256,18.5430689713,0.126459378288
24,292.0,145.0,0,291.998886864,144.971828534,538,233,False,43.4199088274,18.6659006696,43.4199088274,18.6659006696,0.122831981605
25,292.0,144.0,0,291.999583345,144.023506447,538,233,False,43.4200123933,18.5437991133,43.4200123933,18.5437991133,0.122101600188
26,292.0,144.0,0,291.999844621,143.992552264,538,233,False,43.4200512448,18.5398135962,43.4200512448,18.5398135962,0.003985706485
27,292.0,144.0,0,291.999942084,143.996448434,538,233,False,43.4200657374,18.540315249,43.4200657374,18.540315249,0.000501862090634
28,292.0,144.0,0,291.999978414,143.998639157,538,233,False,43.4200711396,18.5405973164,43.4200711396,18.5405973164,0.000282119066805
29,291.0,144.0,0,291.017828282,143.999491016,538,233,False,43.2740265103,18.5407069978,43.2740265103,18.5407069978,0.14604467048
30,291.0,144.0,0,290.989662106,143.999810209,538,233,False,43.2698382314,18.5407480956,43.2698382314,18.5407480956,0.00418848059198
31,292.0,129.0,0,291.977497869,129.267474172,538,233,False,43.4167283077,16.6438807947,43.4167283077,16.6438807947,1.90254625482
32,292.0,127.0,0,292.008556987,126.880622854,538,233,False,43.4213467639,16.3365608825,43.4213467639,16.3365608825,0.307354613705
33,291.0,126.0,0,291.021836499,125.927186418,538,233,False,43.2746225277,16.2138008264,43.2746225277,16.2138008264,0.191306123404
34,291.0,126.0,0,290.991194833,125.953669683,538,233,False,43.2700661462,16.2172106888,43.2700661462,16.2172106888,0.00569102581576
35,291.0,127.0,0,290.995907324,126.963977238,538,233,False,43.2707668883,16.3472932066,43.2707668883,16.3472932066,0.130084405213
