frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,,436.0,185.0,32,436.0,185.0,541,227,False,64.4731977819,24.449339207,64.4731977819,24.449339207,
3,,439.0,187.0,32,438.5,186.666666667,541,227,False,64.842883549,24.6696035243,64.842883549,24.6696035243,0.430330031298
4,,439.0,189.0,32,438.98136646,188.913043478,541,227,False,64.9140652806,24.9664815169,64.9140652806,24.9664815169,0.305292288521
5,,438.0,189.0,32,438.023156204,189.00749565,541,227,False,64.7723706032,24.9789641828,64.7723706032,24.9789641828,0.142243448197
6,,437.0,190.0,32,437.010193565,189.986409401,541,227,False,64.6225794551,25.1083360442,64.6225794551,25.1083360442,0.197925406558
7,,435.0,194.0,32,435.02178822,193.940408775,541,227,False,64.328545393,25.6308910275,64.328545393,25.6308910275,0.599599650018
8,,447.0,185.0,32,446.759126692,185.20718652,541,227,False,66.0641961837,24.4767206855,66.0641961837,24.4767206855,2.08436869237
9,,447.0,185.0,32,447.112359119,184.927660693,541,227,False,66.116430184,24.4397789462,66.116430184,24.4397789462,0.0639772059861
10,,447.0,184.0,32,447.051551365,183.983717206,541,227,False,66.1074382795,24.3150287056,66.1074382795,24.3150287056,0.12507388564
11,,446.0,184.0,32,446.037513264,183.97660585,541,227,False,65.9574880982,24.3140888789,65.9574880982,24.3140888789,0.149953126491
12,,446.0,185.0,32,445.997021152,184.972615206,541,227,False,65.9515003552,24.4457200713,65.9515003552,24.4457200713,0.131767309621
13,,445.0,185.0,32,445.015914414,185.006736359,541,227,False,65.8064198764,24.4502294748,65.8064198764,24.4502294748,0.145150542726
14,,444.0,186.0,32,444.006746264,185.98548523,541,227,False,65.6571898357,24.5795795458,65.6571898357,24.5795795458,0.197486824673
15,,443.0,187.0,32,443.002553424,186.993775365,541,227,False,65.5086955156,24.7128337487,65.5086955156,24.7128337487,0.199517532305
16,,442.0,188.0,32,442.000953566,187.997640993,541,227,False,65.3605846308,24.8455032149,65.3605846308,24.8455032149,0.198841699481
17,,441.0,189.0,32,441.000355498,188.999118896,541,227,False,65.2126218851,24.9778571228,65.2126218851,24.9778571228,0.198520857989
18,,439.0,190.0,32,439.017968831,189.99967151,541,227,False,64.9194778308,25.1100887458,64.9194778308,25.1100887458,0.32158768427
19,,439.0,192.0,32,438.971878163,191.982041235,541,227,False,64.9126622052,25.3720759341,64.9126622052,25.3720759341,0.262075827956
20,,437.0,192.0,32,437.023524944,192.028125589,541,227,False,64.6245508235,25.3781663774,64.6245508235,25.3781663774,0.288175748088
21,,436.0,192.0,32,435.992559159,192.012149109,541,227,False,64.4720974727,25.3760549483,64.4720974727,25.3760549483,0.152467971432
22,,435.0,193.0,32,434.996451004,192.986771571,541,227,False,64.3247986697,25.504859679,64.3247986697,25.504859679,0.195672164585
23,,434.0,193.0,32,433.998640114,193.012056146,541,227,False,64.177248076,25.5082012528,64.177248076,25.5082012528,0.147588427125
24,,433.0,193.0,32,432.999491373,193.005306405,541,227,False,64.0294996485,25.5073092165,64.0294996485,25.5073092165,0.14775112033
25,,432.0,194.0,32,431.999810342,193.984180352,541,227,False,63.881672509,25.6366758174,63.881672509,25.6366758174,0.19643976332
26,,432.0,194.0,32,431.98209298,194.011088405,541,227,False,63.8790525664,25.6402319478,63.8790525664,25.6402319478,0.00441703095308
27,,432.0,194.0,32,431.99247222,194.00494562,541,227,False,63.8805873893,25.639420126,63.8805873893,25.639420126,0.00173629952553
28,,432.0,194.0,32,431.997153434,194.001882205,541,227,False,63.8812796206,25.6390152694,63.8812796206,25.6390152694,0.000801930802277
29,,432.0,194.0,32,431.998937086,194.000703388,541,227,False,63.8815433769,25.6388594786,63.8815433769,25.6388594786,0.000306330146434
30,,432.0,194.0,32,431.999603742,194.000262253,541,227,False,63.8816419582,25.6388011788,63.8816419582,25.6388011788,0.000114530065154
31,,432.0,194.0,32,431.999852304,194.00009775,541,227,False,63.8816787141,25.6387794383,63.8816787141,25.6387794383,4.27041837997e-05
32,,432.0,194.0,32,431.999944951,194.000036433,541,227,False,63.8816924142,25.6387713348,63.8816924142,25.6387713348,1.59173131448e-05
33,,432.0,194.0,32,431.999979482,194.000013579,541,227,False,63.8816975204,25.6387683144,63.8816975204,25.6387683144,5.93264647912e-06
34,,431.0,194.0,32,431.01782868,194.000005061,541,227,False,63.7364626514,25.6387671887,63.7364626514,25.6387671887,0.145234869062
35,,431.0,194.0,32,430.989662254,194.000001886,541,227,False,63.7322975607,25.6387667691,63.7322975607,25.6387667691,0.00416509074202
36,,431.0,194.0,32,430.995334252,194.000000703,541,227,False,63.7331363034,25.6387666127,63.7331363034,25.6387666127,0.000838742787208
37,,431.0,194.0,32,430.998222112,194.000000262,541,227,False,63.7335633437,25.6387665544,63.7335633437,25.6387665544,0.000427040299732
38,,431.0,194.0,32,430.999335493,194.000000098,541,227,False,63.7337279842,25.6387665328,63.7337279842,25.6387665328,0.000164640445055
39,,431.0,194.0,32,430.999752239,194.000000036,541,227,False,63.7337896102,25.6387665246,63.7337896102,25.6387665246,6.162602642e-05
40,,430.0,194.0,32,430.017743979,194.000000014,541,227,False,63.5885758194,25.6387665217,63.5885758194,25.6387665217,0.145213790758
41,,431.0,194.0,32,430.971794357,194.000000005,541,227,False,63.7296553578,25.6387665205,63.7296553578,25.6387665205,0.141079538336
