frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,453.0,119.0,0,453.0,119.0,536,230,False,67.6119402985,15.5217391304,67.6119402985,15.5217391304,
3,453.0,116.0,0,453.0,116.5,536,230,False,67.6119402985,15.1956521739,67.6119402985,15.1956521739,0.326086956522
4,451.0,115.0,0,451.074534161,115.055900621,536,230,False,67.3245573375,15.0072913853,67.3245573375,15.0072913853,0.343611339987
5,440.0,110.0,0,440.230625084,110.102931334,536,230,False,65.7060634454,14.3612519131,65.7060634454,14.3612519131,1.74266734588
6,431.0,109.0,0,431.059988045,108.969252037,536,230,False,64.3373116485,14.2133807005,64.3373116485,14.2133807005,1.376716157
7,428.0,109.0,0,427.9136492,108.967300883,536,230,False,63.8677088358,14.2131262021,63.8677088358,14.2131262021,0.469602881648
8,425.0,109.0,0,424.962608835,108.986794968,536,230,False,63.42725505,14.2156689089,63.42725505,14.2156689089,0.440461125188
9,423.0,109.0,0,422.967976666,108.995029551,536,230,False,63.1295487561,14.2167429849,63.1295487561,14.2167429849,0.29770823142
10,412.0,107.0,0,412.147727609,107.033818165,536,230,False,61.5145862103,13.9609328041,61.5145862103,13.9609328041,1.63509720598
11,398.0,106.0,0,398.116210129,105.996475223,536,230,False,59.42032987,13.825627203,59.42032987,13.825627203,2.09862269705
12,393.0,108.0,0,392.885712644,107.944405397,536,230,False,58.6396586036,14.0797050518,58.6396586036,14.0797050518,0.820976966457
13,388.0,108.0,0,387.949861355,108.012354079,536,230,False,57.9029643813,14.0885679233,57.9029643813,14.0885679233,0.73674753313
14,386.0,109.0,0,385.927442652,108.988351036,536,230,False,57.6011108436,14.2158718743,57.6011108436,14.2158718743,0.327600143738
15,384.0,110.0,0,383.970378814,109.994880439,536,230,False,57.3090117633,14.3471583181,57.3090117633,14.3471583181,0.320246784613
16,379.0,110.0,0,379.042345345,110.015890966,536,230,False,56.5734843799,14.3498988217,56.5734843799,14.3498988217,0.73553248884
17,385.0,119.0,0,384.822137929,118.846247636,536,230,False,57.4361399894,15.5016844743,57.4361399894,15.5016844743,1.43902219936
18,388.0,123.0,0,387.97795017,123.024234504,536,230,False,57.9071567418,16.0466392831,57.9071567418,16.0466392831,0.720300301777
19,394.0,124.0,0,393.940389917,124.066443676,536,230,False,58.7970731219,16.1825796099,58.7970731219,16.1825796099,0.900239377112
20,399.0,122.0,0,398.993159377,122.081020974,536,230,False,59.5512178175,15.9236114314,59.5512178175,15.9236114314,0.797369888616
21,393.0,123.0,0,393.194385865,122.979380932,536,230,False,58.6857292336,16.0407888172,58.6857292336,16.0407888172,0.873384811281
22,380.0,120.0,0,380.206729252,120.061228423,536,230,False,56.7472730227,15.6601602291,56.7472730227,15.6601602291,1.97547224826
23,374.0,120.0,0,373.958622787,119.97260965,536,230,False,55.814719819,15.6486012587,55.814719819,15.6486012587,0.932624837534
24,365.0,119.0,0,365.03241966,119.005224666,536,230,False,54.4824506955,15.5224206086,54.4824506955,15.5224206086,1.33823113613
25,361.0,118.0,0,360.92519113,118.002685883,536,230,False,53.8694315119,15.3916546804,53.8694315119,15.3916546804,0.626811173658
26,358.0,118.0,0,357.950123026,117.983200087,536,230,False,53.4253914964,15.3891130548,53.4253914964,15.3891130548,0.444047289425
27,356.0,117.0,0,355.962521208,117.010722875,536,230,False,53.1287345087,15.2622682011,53.1287345087,15.2622682011,0.322637544789
28,354.0,117.0,0,353.98512715,116.986973045,536,230,False,52.8336010672,15.2591703972,52.8336010672,15.2591703972,0.295149698757
29,351.0,117.0,0,351.012249731,116.994329991,536,230,False,52.3898880196,15.2601299988,52.3898880196,15.2601299988,0.443714085258
30,342.0,115.0,0,342.112435117,115.03352037,536,230,False,51.0615574801,15.0043722222,51.0615574801,15.0043722222,1.35272837711
31,332.0,113.0,0,332.064904723,113.014198809,536,230,False,49.5619260781,14.7409824533,49.5619260781,14.7409824533,1.52258612645
32,321.0,110.0,0,321.043127905,110.023210046,536,230,False,47.9168847619,14.3508534843,47.9168847619,14.3508534843,1.69066896354
33,306.0,106.0,0,306.08832597,106.027344532,536,230,False,45.6848247716,13.8296536346,45.6848247716,13.8296536346,2.29210407346
34,295.0,102.0,0,294.965032737,102.01108632,536,230,False,44.0246317518,13.3057938678,44.0246317518,13.3057938678,1.74088193695
35,281.0,98.0,0,281.037227375,98.0041748522,536,230,False,41.9458548321,12.7831532416,41.9458548321,12.7831532416,2.143470715
36,276.0,97.0,0,275.855753472,96.9480490974,536,230,False,41.1725005182,12.6453977084,41.1725005182,12.6453977084,0.785527518127
37,273.0,96.0,0,272.902997521,95.9780765225,536,230,False,40.7317906748,12.5188795464,40.7317906748,12.5188795464,0.458510644806
38,270.0,94.0,0,269.961776454,94.0095425745,536,230,False,40.2928024558,12.2621142488,40.2928024558,12.2621142488,0.508565703145
39,268.0,94.0,0,267.967818147,93.9687317038,536,230,False,39.9951967384,12.2567910918,39.9951967384,12.2567910918,0.297653320269
40,266.0,94.0,0,265.987147032,93.9866792747,536,230,False,39.6995741839,12.2591320793,39.6995741839,12.2591320793,0.295631823284
41,273.0,85.0,0,272.834641479,85.1554823568,536,230,False,40.7215882804,11.1072368291,40.7215882804,11.1072368291,1.53992710247
42,283.0,71.0,0,282.877175363,71.1548105125,536,230,False,42.2204739348,9.28106224076,42.2204739348,9.28106224076,2.36253504355
43,283.0,74.0,0,283.129656254,73.7591179205,536,230,False,42.2581576499,9.62075451137,42.2581576499,9.62075451137,0.341776097896
44,292.0,67.0,0,291.896193379,67.0742941451,536,230,False,43.5665960267,8.74882097545,43.5665960267,8.74882097545,1.57234826839
45,290.0,67.0,0,290.150229017,66.9106880791,536,230,False,43.3060043309,8.7274810538,43.3060043309,8.7274810538,0.261464001704
46,288.0,67.0,0,288.065033411,66.9611129123,536,230,False,42.9947811061,8.73405820595,42.9947811061,8.73405820595,0.311292715255
47,284.0,67.0,0,284.060344251,66.9852382375,536,230,False,42.3970663061,8.7372049875,42.3970663061,8.7372049875,0.597723083353
48,281.0,67.0,0,281.006382723,66.994485242,536,230,False,41.9412511527,8.73841111852,41.9412511527,8.73841111852,0.4558167492
49,279.0,67.0,0,278.983771737,66.9979439515,536,230,False,41.639368916,8.73886225454,41.639368916,8.73886225454,0.301882573807
50,277.0,68.0,0,276.993061028,67.9813973222,536,230,False,41.3422479146,8.86713878116,41.3422479146,8.86713878116,0.323629041835
51,272.0,67.0,0,272.050880109,67.0278855914,536,230,False,40.6046089715,8.74276768583,40.6046089715,8.74276768583,0.748050385856
52,264.0,66.0,0,264.075031418,66.0120596586,536,230,False,39.4141837937,8.61026865112,39.4141837937,8.61026865112,1.19777631386
53,252.0,63.0,0,252.101993792,63.0402472145,536,230,False,37.6271632525,8.22264094102,37.6271632525,8.22264094102,1.82857804216
54,243.0,62.0,0,242.988048305,61.9810390331,536,230,False,36.2668728813,8.08448335214,36.2668728813,8.08448335214,1.36728834316
55,229.0,59.0,0,229.082335914,59.0269803707,536,230,False,34.19139342,7.6991713527,34.19139342,7.6991713527,2.11094299577
56,217.0,55.0,0,216.99916857,55.0295216677,536,230,False,32.3879356075,7.17776369579,32.3879356075,7.17776369579,1.87731883981
57,211.0,53.0,0,210.891163789,52.9762620546,536,230,False,31.4762931028,6.90994722451,31.4762931028,6.90994722451,0.950167205563
58,208.0,52.0,0,207.900732555,51.9716536363,536,230,False,31.0299600828,6.77891134387,31.0299600828,6.77891134387,0.465170470644
59,205.0,51.0,0,204.960192286,50.9885017554,536,230,False,30.5910734755,6.65067414201,30.5910734755,6.65067414201,0.45723761221
60,203.0,50.0,0,202.967192292,49.9956697734,536,230,False,30.2936107899,6.52117431827,30.2936107899,6.52117431827,0.324429119709
61,195.0,44.0,0,195.093930037,44.0875655592,536,230,False,29.1184970204,5.75055202946,29.1184970204,5.75055202946,1.40525836879
62,189.0,37.0,0,189.00441671,37.0547410478,536,230,False,28.2096144343,4.83322709319,28.2096144343,4.83322709319,1.29133752135
63,186.0,35.0,0,185.946673188,34.9322789801,536,230,False,27.7532348042,4.5563842148,27.7532348042,4.5563842148,0.533783051561
64,183.0,33.0,0,182.977493542,32.9705421622,536,230,False,27.310073663,4.30050549942,27.310073663,4.30050549942,0.511728164212
65,182.0,32.0,0,181.955812948,31.9709824712,536,230,False,27.1575840221,4.17012814842,27.1575840221,4.17012814842,0.200627376582
66,180.0,30.0,0,179.999653993,30.0061578327,536,230,False,26.865619999,3.91384667383,26.865619999,3.91384667383,0.388488333186
67,180.0,29.0,0,179.964969959,28.9852710409,536,230,False,26.8604432775,3.78068752707,26.8604432775,3.78068752707,0.133259734392
68,177.0,27.0,0,177.038782555,27.0115319298,536,230,False,26.4236988888,3.52324329519,26.4236988888,3.52324329519,0.506974549216
69,176.0,26.0,0,175.981262948,25.9872763716,536,230,False,26.2658601415,3.38964474412,26.2658601415,3.38964474412,0.206788885101
70,175.0,25.0,0,174.991428012,24.9944431309,536,230,False,26.1181235839,3.2601447562,26.1181235839,3.2601447562,0.196459505562
71,173.0,24.0,0,173.014565403,23.997889888,536,230,False,25.8230694631,3.13015955061,25.8230694631,3.13015955061,0.322417567516
72,169.0,24.0,0,169.041951326,23.9813753358,536,230,False,25.230141989,3.12800547858,25.230141989,3.12800547858,0.592931386977
