frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,,139.0,51.0,23,139.0,51.0,557,244,False,19.9640933573,6.27049180328,19.9640933573,6.27049180328,
3,,140.0,51.0,23,139.962732919,51.0,557,244,False,20.1023673851,6.27049180328,20.1023673851,6.27049180328,0.138274027864
4,,141.0,49.0,23,140.981662428,49.0430999866,557,244,False,20.2487127365,6.02988934261,20.2487127365,6.02988934261,0.28161410822
5,,143.0,48.0,23,142.974506249,47.9999581828,557,244,False,20.5349380609,5.9016342028,20.5349380609,5.9016342028,0.313646803275
6,,144.0,46.0,23,144.007508804,46.0171223808,557,244,False,20.6833046756,5.65784291567,20.6833046756,5.65784291567,0.285388934693
7,,145.0,43.0,23,145.003613309,43.0250495492,557,244,False,20.8263717499,5.28996510851,20.8263717499,5.28996510851,0.394717961031
8,,147.0,41.0,23,146.983547944,40.9923920418,557,244,False,21.1107429722,5.04004820186,21.1107429722,5.04004820186,0.378583481255
9,,148.0,39.0,23,148.010852819,38.9963535141,557,244,False,21.2582912487,4.79463362878,21.2582912487,4.79463362878,0.286354337441
10,,149.0,36.0,23,149.004857821,36.0164384495,557,244,False,21.4010567786,4.42825062904,21.4010567786,4.42825062904,0.393215588492
11,,150.0,33.0,23,150.001849481,33.006978566,557,244,False,21.544251272,4.05823506959,21.544251272,4.05823506959,0.396757075754
12,,150.0,30.0,23,150.01852752,30.0026417769,557,244,False,21.5466466815,3.6888493988,21.5466466815,3.6888493988,0.369393437642
13,,122.0,46.0,23,122.507176314,45.6620963555,557,244,False,17.5952856465,5.61419217486,17.5952856465,5.61419217486,4.39547481326
14,,119.0,70.0,23,118.767064707,69.7151499783,557,244,False,17.0581062416,8.5715348334,17.0581062416,8.5715348334,3.00573407226
15,,132.0,86.0,23,131.607606899,86.0289180847,557,244,False,18.9023492853,10.577325994,18.9023492853,10.577325994,2.72478083236
16,,143.0,95.0,23,142.87479843,95.1420970628,557,244,False,20.5206173688,11.6977988192,20.5206173688,11.6977988192,1.96831169835
17,,144.0,97.0,23,144.13270605,97.1841003236,557,244,False,20.7012863268,11.9488647939,20.7012863268,11.9488647939,0.309314396734
18,,143.0,87.0,23,143.093718032,87.2889285938,557,244,False,20.5520600405,10.7322453189,20.5520600405,10.7322453189,1.22573709718
19,,134.0,85.0,23,134.179738665,84.9755405286,557,244,False,19.2717757508,10.4478123601,19.2717757508,10.4478123601,1.31149913096
20,,115.0,95.0,23,115.252284458,94.7705237133,557,244,False,16.5532904069,11.6521135713,16.5532904069,11.6521135713,2.9732985004
21,,117.0,103.0,23,116.728334626,102.939597982,557,244,False,16.765290431,12.6565079486,16.765290431,12.6565079486,1.02652426926
22,,118.0,120.0,23,117.899082076,119.818162763,557,244,False,16.9334408727,14.7317413233,16.9334408727,14.7317413233,2.0820346132
23,,116.0,122.0,23,116.015911401,122.192146899,557,244,False,16.6629675262,15.0236246187,16.6629675262,15.0236246187,0.397934277621
24,,131.0,116.0,23,130.705274301,116.226745233,557,244,False,18.7727503484,14.2901735942,18.7727503484,14.2901735942,2.23363693613
25,,141.0,116.0,23,140.964944923,115.98491718,557,244,False,20.2463116586,14.2604406369,20.2463116586,14.2604406369,1.47386124976
26,,135.0,119.0,23,135.275894937,118.936103327,557,244,False,19.4292129173,14.6232913927,19.4292129173,14.6232913927,0.894041958709
27,,133.0,102.0,23,133.045313196,102.330122523,557,244,False,19.1088421107,12.5815724414,19.1088421107,12.5815724414,2.06670117092
28,,112.0,95.0,23,112.353026662,94.9616161775,557,244,False,16.1368799515,11.6756085464,16.1368799515,11.6756085464,3.10698079414
29,,95.0,91.0,23,95.0763190438,90.924459743,557,244,False,13.6554856795,11.1792368536,13.6554856795,11.1792368536,2.53055377142
30,,96.0,79.0,23,95.7047469371,79.1116052488,557,244,False,13.7457446229,9.72683671092,13.7457446229,9.72683671092,1.45520199679
31,,106.0,68.0,23,105.713937092,68.0304489007,557,244,False,15.1833302825,8.364399455,15.1833302825,8.364399455,1.98062813394
32,,114.0,62.0,23,113.920629285,61.9216336415,557,244,False,16.3620293408,7.61331561166,16.3620293408,7.61331561166,1.3976617651
33,,118.0,57.0,23,118.043066647,56.9486620027,557,244,False,16.9541208829,7.00188467246,16.9541208829,7.00188467246,0.851128772663
34,,108.0,52.0,23,108.269236827,51.9798065244,557,244,False,15.5503392211,6.39095981857,15.5503392211,6.39095981857,1.53095791287
35,,102.0,52.0,23,102.041119587,51.9032412646,557,244,False,14.6558160987,6.38154605712,14.6558160987,6.38154605712,0.894572655231
36,,101.0,55.0,23,100.923309848,54.9061573317,557,244,False,14.4952689189,6.75075704898,14.4952689189,6.75075704898,0.402606698197
37,,84.0,63.0,23,84.252394209,62.8730767311,557,244,False,12.1008824717,7.7302963194,12.1008824717,7.7302963194,2.58700282974
38,,88.0,65.0,23,87.7329545322,65.0553116003,557,244,False,12.6007834158,7.99860388528,12.6007834158,7.99860388528,0.56735342055
39,,92.0,81.0,23,91.8831867869,80.7758176822,557,244,False,13.196867043,9.93145299371,13.196867043,9.93145299371,2.02267678254
40,,100.0,89.0,23,99.8842896167,89.0474196111,557,244,False,14.346038006,10.9484532309,14.346038006,10.9484532309,1.53456292949
41,,117.0,92.0,23,116.792892205,92.1131235135,557,244,False,16.7745626147,11.3253840385,16.7745626147,11.3253840385,2.45760220723
