frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
3,,257.0,112.0,33,257.0,112.0,557,246,False,36.9120287253,13.6585365854,36.9120287253,13.6585365854,
4,,258.0,112.0,33,257.833333333,112.0,557,246,False,37.0317175344,13.6585365854,37.0317175344,13.6585365854,0.119688809048
5,,259.0,113.0,33,258.956521739,112.962732919,557,246,False,37.1930372336,13.7759430389,37.1930372336,13.7759430389,0.199520226285
6,,258.0,114.0,33,258.025297818,113.981662428,557,246,False,37.0592887351,13.9002027351,37.0592887351,13.9002027351,0.182562682285
7,,258.0,100.0,33,257.993183792,100.268545326,557,246,False,37.0546763076,12.2278713812,37.0546763076,12.2278713812,1.67233771462
8,,275.0,107.0,33,274.692173731,106.737221397,557,246,False,39.4530949703,13.0167343167,39.4530949703,13.0167343167,2.52482015449
9,,269.0,107.0,33,269.281122351,107.009606242,557,246,False,38.6759242156,13.0499519807,38.6759242156,13.0499519807,0.777880321935
10,,239.0,102.0,33,239.551831388,102.097916497,557,246,False,34.4060080988,12.4509654265,34.4060080988,12.4509654265,4.3117245432
11,,227.0,99.0,33,226.906012644,99.0053364647,557,246,False,32.5897325162,12.0738215201,32.5897325162,12.0738215201,1.85501873795
12,,229.0,90.0,33,228.700920043,90.1075160213,557,246,False,32.847528911,10.988721466,32.847528911,10.988721466,1.11530314647
13,,225.0,106.0,33,224.982910188,105.59921459,557,246,False,32.3135239049,12.8779529988,32.3135239049,12.8779529988,1.96325167285
14,,218.0,119.0,33,218.051656003,118.8830328,557,246,False,31.3180116342,14.4979308293,31.3180116342,14.4979308293,1.90141338284
15,,210.0,135.0,33,210.039866135,134.904446611,557,246,False,30.1673057285,16.4517617818,30.1673057285,16.4517617818,2.26750512071
16,,210.0,147.0,33,209.873154543,147.033244646,557,246,False,30.1433615143,17.9308834934,30.1433615143,17.9308834934,1.47931550491
17,,211.0,157.0,33,210.928105159,157.051358692,557,246,False,30.2948804537,19.1526047185,30.2948804537,19.1526047185,1.23108112687
18,,214.0,165.0,33,213.936352958,165.05667964,557,246,False,30.7269447696,20.1288633707,30.7269447696,20.1288633707,1.06759567674
19,,223.0,162.0,33,222.86749631,162.219121334,557,246,False,32.0096942636,19.7828196749,32.0096942636,19.7828196749,1.32860547335
20,,213.0,158.0,33,213.28429832,158.108981325,557,246,False,30.6332923978,19.2815830884,30.6332923978,19.2815830884,1.46482770712
21,,215.0,148.0,33,214.907894915,148.148943968,557,246,False,30.8664840093,18.0669443863,30.8664840093,18.0669443863,1.23682072437
22,,213.0,151.0,33,213.027537797,150.828825343,557,246,False,30.5964147644,18.3937591882,30.5964147644,18.3937591882,0.4239638095
23,,213.0,165.0,33,212.977551744,164.729152784,557,246,False,30.589235439,20.0889210712,30.589235439,20.0889210712,1.69517708587
24,,212.0,179.0,33,212.007904082,178.889142797,557,246,False,30.4499682703,21.8157491216,30.4499682703,21.8157491216,1.73243483566
