frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix,pos_x_mm,pos_y_mm,zeroed_x_mm,zeroed_y_mm,speed_EL
2,99.0,192.0,0,99.0,192.0,543,222,False,14.5856353591,25.9459459459,14.5856353591,25.9459459459,
3,99.0,193.0,0,99.0,192.833333333,543,222,False,14.5856353591,26.0585585585,14.5856353591,26.0585585585,0.112612612568
4,100.0,193.0,0,99.9627329193,192.99378882,543,222,False,14.7274744632,26.0802417324,14.7274744632,26.0802417324,0.143486903557
5,100.0,193.0,0,100.003212421,193.000535404,543,222,False,14.7334382941,26.081153433,14.7334382941,26.081153433,0.00603311494515
6,100.0,193.0,0,100.002051504,193.000341917,543,222,False,14.7332672566,26.0811272861,14.7332672566,26.0811272861,0.000173024520769
7,100.0,192.0,0,100.000806044,192.018046331,543,222,False,14.7330837634,25.9483846393,14.7330837634,25.9483846393,0.13274277358
8,100.0,193.0,0,100.000302423,192.971890786,543,222,False,14.7330095651,26.0772825386,14.7330095651,26.0772825386,0.12889792068
9,100.0,193.0,0,100.000112814,193.005693803,543,222,False,14.7329816301,26.0818505139,14.7329816301,26.0818505139,0.0045680606865
10,100.0,193.0,0,100.000042052,193.002896021,543,222,False,14.7329712047,26.0814724353,14.7329712047,26.0814724353,0.000378222358266
11,100.0,193.0,0,100.000015674,193.001116424,543,222,False,14.7329673185,26.0812319492,14.7329673185,26.0812319492,0.000240517480074
12,100.0,192.0,0,100.000005842,192.018254212,543,222,False,14.7329658699,25.9484127314,14.7329658699,25.9484127314,0.132819217846
13,100.0,193.0,0,100.000002177,192.971984613,543,222,False,14.7329653299,26.077295218,14.7329653299,26.077295218,0.128882486623
14,100.0,193.0,0,100.000000812,193.005728296,543,222,False,14.7329651288,26.0818551751,14.7329651288,26.0818551751,0.00455995716659
15,100.0,193.0,0,100.000000302,193.002908844,543,222,False,14.7329650537,26.0814741681,14.7329650537,26.0814741681,0.000381007034429
16,100.0,192.0,0,100.000000113,192.018957529,543,222,False,14.7329650259,25.9485077742,14.7329650259,25.9485077742,0.132966393919
17,100.0,193.0,0,100.000000042,192.972248438,543,222,False,14.7329650154,26.07733087,14.7329650154,26.07733087,0.128823095811
18,100.0,193.0,0,100.000000016,193.005826709,543,222,False,14.7329650116,26.0818684742,14.7329650116,26.0818684742,0.0045376041892
19,100.0,192.0,0,100.000000006,192.020781855,543,222,False,14.7329650101,25.9487543047,14.7329650101,25.9487543047,0.133114169459
20,100.0,193.0,0,100.000000002,192.972963651,543,222,False,14.7329650095,26.0774275204,14.7329650095,26.0774275204,0.128673215676
21,100.0,192.0,0,100.000000001,192.023931294,543,222,False,14.7329650094,25.9491799046,14.7329650094,25.9491799046,0.128247615811
22,100.0,192.0,0,100.0,191.992710696,543,222,False,14.7329650092,25.9449609049,14.7329650092,25.9449609049,0.00421899972973
23,100.0,192.0,0,100.0,191.996507488,543,222,False,14.7329650092,25.9454739849,14.7329650092,25.9454739849,0.000513079999998
24,100.0,193.0,0,100.0,192.98082484,543,222,False,14.7329650092,26.0784898432,14.7329650092,26.0784898432,0.133015858378
25,100.0,192.0,0,100.0,192.027670443,543,222,False,14.7329650092,25.949685195,14.7329650092,25.949685195,0.128804648243
26,100.0,192.0,0,100.0,191.994143057,543,222,False,14.7329650092,25.9451544672,14.7329650092,25.9451544672,0.00453072783784
27,100.0,192.0,0,100.0,191.997043204,543,222,False,14.7329650092,25.9455463789,14.7329650092,25.9455463789,0.000391911756761
28,100.0,192.0,0,100.0,191.998860925,543,222,False,14.7329650092,25.9457920169,14.7329650092,25.9457920169,0.00024563797297
29,100.0,192.0,0,100.0,191.999573677,543,222,False,14.7329650092,25.9458883347,14.7329650092,25.9458883347,9.63178378335e-05
30,100.0,192.0,0,100.0,191.999841018,543,222,False,14.7329650092,25.9459244619,14.7329650092,25.9459244619,3.61271621614e-05
31,100.0,192.0,0,100.0,191.999940741,543,222,False,14.7329650092,25.945937938,14.7329650092,25.945937938,1.3476081083e-05
32,100.0,192.0,0,100.0,191.999977913,543,222,False,14.7329650092,25.9459429612,14.7329650092,25.9459429612,5.02324324358e-06
33,100.0,192.0,0,100.0,191.999991768,543,222,False,14.7329650092,25.9459448335,14.7329650092,25.9459448335,1.87229729676e-06
34,100.0,192.0,0,100.0,191.999996932,543,222,False,14.7329650092,25.9459455314,14.7329650092,25.9459455314,6.97837840846e-07
35,100.0,193.0,0,100.0,192.982162529,543,222,False,14.7329650092,26.078670612,14.7329650092,26.078670612,0.132725080676
36,100.0,193.0,0,100.0,193.010334469,543,222,False,14.7329650092,26.0824776309,14.7329650092,26.0824776309,0.00380701891892
37,101.0,193.0,0,100.982163672,193.004664527,543,222,False,14.8776668393,26.0817114226,14.8776668393,26.0817114226,0.144703858684
38,101.0,193.0,0,101.010334896,193.001777433,543,222,False,14.8818172959,26.0813212747,14.8818172959,26.0813212747,0.00416875342433
39,101.0,193.0,0,101.004664686,193.000664338,543,222,False,14.8809819059,26.0811708565,14.8809819059,26.0811708565,0.000848824005499
40,101.0,193.0,0,101.001777492,193.000247698,543,222,False,14.8805565366,26.0811145538,14.8805565366,26.0811145538,0.000429079270302
41,101.0,193.0,0,101.00066436,193.000092325,543,222,False,14.8803925392,26.0810935574,14.8803925392,26.0810935574,0.000165335951757
42,101.0,193.0,0,101.000247706,193.000034411,543,222,False,14.8803311537,26.0810857312,14.8803311537,26.0810857312,6.18823706779e-05
43,101.0,193.0,0,101.000092328,193.000012826,543,222,False,14.880308262,26.0810828143,14.880308262,26.0810828143,2.30768746085e-05
44,101.0,193.0,0,101.000034412,193.00000478,543,222,False,14.8802997292,26.081081727,14.8802997292,26.081081727,8.60174027758e-06
45,101.0,193.0,0,101.000012826,193.000001782,543,222,False,14.880296549,26.0810813219,14.880296549,26.0810813219,3.20595918848e-06
46,101.0,193.0,0,101.00000478,193.000000664,543,222,False,14.8802953635,26.0810811708,14.8802953635,26.0810811708,1.19500322673e-06
47,101.0,192.0,0,101.000001782,192.017836575,543,222,False,14.8802949218,25.9483562939,14.8802949218,25.9483562939,0.132724876893
48,101.0,192.0,0,101.000000664,191.989665197,543,222,False,14.8802947571,25.9445493509,14.8802947571,25.9445493509,0.00380694297654
49,101.0,192.0,0,101.000000248,191.995335348,543,222,False,14.8802946958,25.9453155876,14.8802946958,25.9453155876,0.00076623662407
50,101.0,193.0,0,101.000000092,192.980386193,543,222,False,14.8802946729,26.0784305666,14.8802946729,26.0784305666,0.133114979054
51,101.0,192.0,0,101.000000034,192.027506868,543,222,False,14.8802946643,25.9496630903,14.8802946643,25.9496630903,0.128767476351
52,101.0,192.0,0,101.000000013,191.994082086,543,222,False,14.8802946612,25.9451462278,14.8802946612,25.9451462278,0.00451686243244
53,101.0,192.0,0,101.000000005,191.997020479,543,222,False,14.88029466,25.945543308,14.88029466,25.945543308,0.000397080135139
54,101.0,192.0,0,101.000000002,191.998852455,543,222,False,14.8802946596,25.9457908723,14.8802946596,25.9457908723,0.000247564324326
55,101.0,192.0,0,101.000000001,191.99957052,543,222,False,14.8802946594,25.9458879081,14.8802946594,25.9458879081,9.70358108107e-05
56,101.0,192.0,0,101.0,191.999839842,543,222,False,14.8802946593,25.945924303,14.8802946593,25.945924303,3.63948648679e-05
57,101.0,192.0,0,101.0,191.999940302,543,222,False,14.8802946593,25.9459378786,14.8802946593,25.9459378786,1.35756756698e-05
58,101.0,192.0,0,101.0,191.99997775,543,222,False,14.8802946593,25.9459429392,14.8802946593,25.9459429392,5.06054054128e-06
