animal_ID,experiment_date,acclimate_start,experiment_start,sex,dead,treatment_odor,Experiment_Acclimate,starve_date,starve_time,background,mean_speed_mm,%_time_L_half,%_time_R_half,PI_(L-R)
180112-05-bottom,180112,01:41:00 PM,01:56:00 PM,f,False,milliQ_water_100uL,E,180111,10:30:00 AM,wt,4.975668419,0.531701891,0.468298109,0.063403782
180112-06-top,180112,02:16:00 PM,02:31:00 PM,,True,milliQ_water_100uL,E,180111,10:30:00 AM,wt,7.7649596506,0.4543937709,0.5456062291,-0.0912124583
180112-06-bottom,180112,02:16:00 PM,02:31:00 PM,m,False,milliQ_water_100uL,E,180111,10:30:00 AM,wt,0.4745103739,0.9538632574,0.0461367426,0.9077265147
180112-07-top,180112,02:51:00 PM,03:06:00 PM,f,False,milliQ_water_100uL,E,180111,10:30:00 AM,wt,9.3371622621,0.4688542825,0.5311457175,-0.0622914349
180112-07-bottom,180112,02:51:00 PM,03:06:00 PM,f,False,milliQ_water_100uL,E,180111,10:30:00 AM,wt,2.7234122005,0.7730812013,0.2269187987,0.5461624027
180112-08-top,180112,03:28:00 PM,03:43:00 PM,f,False,milliQ_water_100uL,E,180111,10:30:00 AM,wt,3.9433439653,0.3765294772,0.6234705228,-0.2469410456
180112-08-bottom,180112,03:28:00 PM,03:43:00 PM,f,False,milliQ_water_100uL,E,180111,10:30:00 AM,wt,3.310561258,0.6662958843,0.3337041157,0.3325917686
180112-09-top,180112,04:03:00 PM,04:18:00 PM,m,False,milliQ_water_100uL,E,180111,10:30:00 AM,wt,5.39567779,0.4137931034,0.5862068966,-0.1724137931
180112-09-bottom,180112,04:03:00 PM,04:18:00 PM,f,False,milliQ_water_100uL,E,180111,10:30:00 AM,wt,1.8407036133,0.39432703,0.60567297,-0.2113459399
180112-10-top,180112,04:38:00 PM,04:53:00 PM,m,False,milliQ_water_100uL,E,180111,10:30:00 AM,wt,4.0857581825,0.4288097887,0.5711902113,-0.1423804227
180112-10-bottom,180112,04:38:00 PM,04:53:00 PM,m,False,milliQ_water_100uL,E,180111,10:30:00 AM,wt,5.6226094133,0.5361512792,0.4638487208,0.0723025584
180222-01-top,180222,10:20:00 AM,10:35:00 AM,f,False,1-octen-3-ol_100um,E,180221,09:30:00 AM,gcamp,1.0490515531,0.5984427141,0.4015572859,0.1968854283
180222-02-top,180222,11:10:00 AM,11:25:00 AM,m,False,1-octen-3-ol_100um,E,180221,09:30:00 AM,gcamp,2.5886623021,0.4427141268,0.5572858732,-0.1145717464
180222-02-bottom,180222,11:10:00 AM,11:25:00 AM,m,False,1-octen-3-ol_100um,E,180221,09:30:00 AM,gcamp,1.5381677314,0.819243604,0.180756396,0.638487208
180222-03-top,180222,12:38:00 PM,12:53:00 PM,m,False,1-octen-3-ol_100um,E,180221,09:30:00 AM,gcamp,2.7003480662,0.3598442714,0.6401557286,-0.2803114572
180222-03-bottom,180222,12:38:00 PM,12:53:00 PM,f,False,1-octen-3-ol_100um,E,180221,09:30:00 AM,gcamp,1.7916266529,0.5183537264,0.4816462736,0.0367074527
180222-04-top,180222,01:10:00 PM,01:25:00 PM,m,False,1-octen-3-ol_100um,E,180221,09:30:00 AM,gcamp,2.7976594317,0.2258064516,0.7741935484,-0.5483870968
180222-04-bottom,180222,01:10:00 PM,01:25:00 PM,m,False,1-octen-3-ol_100um,E,180221,09:30:00 AM,gcamp,1.2643352139,0.8437152392,0.1562847608,0.6874304783
180222-05-top,180222,02:47:00 PM,03:05:00 PM,m,False,1-octen-3-ol_100um,E,180221,09:30:00 AM,gcamp,1.4976605598,0.3270300334,0.6729699666,-0.3459399333
180222-05-bottom,180222,02:47:00 PM,03:05:00 PM,m,False,1-octen-3-ol_100um,E,180221,09:30:00 AM,gcamp,0.6032933132,1,0,1
180222-06-top,180222,03:25:00 PM,03:40:00 PM,m,False,1-octen-3-ol_100um,E,180221,09:30:00 AM,gcamp,1.5635770848,0.4969393434,0.5030606566,-0.0061213133
180222-06-bottom,180222,03:25:00 PM,03:40:00 PM,m,False,1-octen-3-ol_100um,E,180221,09:30:00 AM,gcamp,8.4612410655,0.4438264739,0.5561735261,-0.1123470523
180222-07-top,180222,04:00:00 PM,04:15:00 PM,m,False,1-octen-3-ol_100um,E,180221,09:30:00 AM,gcamp,2.8485824683,0.7002224694,0.2997775306,0.4004449388
180222-07-bottom,180222,04:00:00 PM,04:15:00 PM,f,False,1-octen-3-ol_100um,E,180221,09:30:00 AM,gcamp,6.8319998972,0.5280711506,0.4719288494,0.0561423013
180222-08-top,180222,04:35:00 PM,04:50:00 PM,m,False,1-octen-3-ol_100um,E,180221,09:30:00 AM,gcamp,3.333485825,0.4791318865,0.5208681135,-0.041736227
180312-01-top,180312,10:25:00 AM,10:40:00 AM,f,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,3.9267548355,0.5684093437,0.4315906563,0.1368186874
180312-01-bottom,180312,10:25:00 AM,10:40:00 AM,m,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,2.7566880196,0.4382647386,0.5617352614,-0.1234705228
180312-02-top,180312,11:00:00 AM,11:15:00 AM,m,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,2.9844266303,0.2358175751,0.7641824249,-0.5283648498
180312-02-bottom,180312,11:00:00 AM,11:15:00 AM,f,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,5.1757436013,0.4988876529,0.5011123471,-0.0022246941
180312-03-top,180312,11:37:00 AM,11:54:00 AM,f,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,5.2582133086,0.5072302558,0.4927697442,0.0144605117
180312-03-bottom,180312,11:37:00 AM,11:54:00 AM,f,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,2.7293577487,0.6507230256,0.3492769744,0.3014460512
180312-04-top,180312,01:10:00 PM,01:25:00 PM,m,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,2.2465146601,0.8515016685,0.1484983315,0.703003337
180312-04-bottom,180312,01:10:00 PM,01:25:00 PM,m,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,1.9502346649,0.4454949944,0.5545050056,-0.1090100111
180312-05-bottom,180312,01:48:00 PM,02:03:00 PM,m,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,8.3121780771,0.5278086763,0.4721913237,0.0556173526
180312-06-top,180312,02:25:00 PM,02:40:00 PM,f,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,7.4242967738,0.5480822679,0.4519177321,0.0961645359
180312-06-bottom,180312,02:25:00 PM,02:40:00 PM,f,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,4.8934758224,0.6151279199,0.3848720801,0.2302558398
180312-07-top,180312,04:17:00 PM,04:32:00 PM,f,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,3.7601267806,0.5789766407,0.4210233593,0.1579532814
180312-07-bottom,180312,04:17:00 PM,04:32:00 PM,f,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,2.2146483484,0.6017797553,0.3982202447,0.2035595106
180312-08-top,180312,04:55:00 PM,05:10:00 PM,f,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,6.3012921084,0.5216907675,0.4783092325,0.043381535
180312-08-bottom,180312,04:55:00 PM,05:45:00 PM,m,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,1.7123512122,0.0823136819,0.9176863181,-0.8353726363
180312-09-bottom,180312,05:30:00 PM,05:45:00 PM,f,False,1-octen-3-ol_100um,E,180311,09:30:00 AM,orco5_gcamp,1.9711031671,0.6612903226,0.3387096774,0.3225806452
180313-01-top,180313,10:32:00 AM,10:47:00 AM,f,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,6.5589888877,0.4210233593,0.5789766407,-0.1579532814
180313-01-bottom,180313,10:32:00 AM,10:47:00 AM,m,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,2.4191977873,0.3398220245,0.6601779755,-0.3203559511
180313-02-top,180313,11:08:00 AM,11:23:00 AM,m,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,3.6554355819,0.372080089,0.627919911,-0.255839822
180313-02-bottom,180313,11:08:00 AM,11:23:00 AM,m,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,3.8239328609,0.4593993326,0.5406006674,-0.0812013348
180313-03-top,180313,11:42:00 AM,11:57:00 AM,m,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,3.6931304468,0.4093437152,0.5906562848,-0.1813125695
180313-03-bottom,180313,11:42:00 AM,11:57:00 AM,f,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,2.9306572571,0.5450500556,0.4549499444,0.0901001112
180313-04-top,180313,12:52:00 PM,01:13:00 PM,f,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,2.5827246266,0.5364091162,0.4635908838,0.0728182324
180313-05-top,180313,01:30:00 PM,01:45:00 PM,f,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,7.0129875211,0.3962159154,0.6037840846,-0.2075681692
180313-05-bottom,180313,01:30:00 PM,01:45:00 PM,m,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,4.0075289623,0.4107837688,0.5892162312,-0.1784324625
180313-06-top,180313,02:03:00 PM,02:19:00 PM,m,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,3.81134857,0.3420467186,0.6579532814,-0.3159065628
180313-06-bottom,180313,02:03:00 PM,02:19:00 PM,m,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,2.0133259661,0.4994438265,0.5005561735,-0.0011123471
180313-07-top,180313,02:38:00 PM,02:53:00 PM,f,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,4.8546561438,0.5083426029,0.4916573971,0.0166852058
180313-07-bottom,180313,02:38:00 PM,02:53:00 PM,m,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,3.9152548097,0.4952751529,0.5047248471,-0.0094496943
180313-08-top,180313,03:13:00 PM,03:29:00 PM,m,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,3.4885807701,0.4905450501,0.5094549499,-0.0189098999
180313-08-bottom,180313,03:13:00 PM,03:29:00 PM,m,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,4.0587137525,0.2975528365,0.7024471635,-0.404894327
180313-09-top,180313,03:50:00 PM,04:05:00 PM,f,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,4.5434699214,0.4866518354,0.5133481646,-0.0266963293
180313-09-bottom,180313,03:50:00 PM,04:05:00 PM,m,False,1-octen-3-ol_100um,E,180312,09:30:00 AM,gr3_gcamp,7.9003256433,0.4560622914,0.5439377086,-0.0878754171
171018-01-top,171018,2:41:00 PM,2:56:00 PM,f,False,milliQ_water_100uL,A,171017,1:00:00 PM,orco5_gcamp,2.0772192602,0.6284760845,0.3715239155,0.2569521691
171018-01-bottom,171018,2:41:00 PM,2:56:00 PM,m,False,milliQ_water_100uL,A,171017,1:00:00 PM,orco5_gcamp,1.7083429202,0.5061179088,0.4938820912,0.0122358176
171018-02-top,171018,3:17:00 PM,3:32:00 PM,f,False,milliQ_water_100uL,A,171017,1:00:00 PM,orco5_gcamp,1.25962816,0.1963292547,0.8036707453,-0.6073414905
171018-02-bottom,171018,3:17:00 PM,3:32:00 PM,f,False,milliQ_water_100uL,A,171017,1:00:00 PM,orco5_gcamp,2.2250630449,0.6420233463,0.3579766537,0.2840466926
171018-03-top,171018,3:52:00 PM,4:07:00 PM,,True,milliQ_water_100uL,A,171017,1:00:00 PM,orco5_gcamp,1.7530051156,0,1,-1
171018-03-bottom,171018,3:52:00 PM,4:07:00 PM,f,False,milliQ_water_100uL,A,171017,1:00:00 PM,orco5_gcamp,1.6244847233,0.872080089,0.127919911,0.744160178
171018-04-top,171018,4:28:00 PM,4:43:00 PM,f,False,milliQ_water_100uL,A,171017,1:00:00 PM,orco5_gcamp,3.7133113339,0.4974958264,0.5025041736,-0.0050083472
171018-04-bottom,171018,4:28:00 PM,4:43:00 PM,f,False,milliQ_water_100uL,A,171017,1:00:00 PM,orco5_gcamp,3.6275848933,0.5834260289,0.4165739711,0.1668520578
171019-01-top,171019,10:42:00 AM,10:57:00 AM,m,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,1.917743722,0.2929405225,0.7070594775,-0.414118955
171019-01-bottom,171019,10:42:00 AM,10:57:00 AM,m,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,1.8709930548,0.5945494994,0.4054505006,0.1890989989
171019-02-top,171019,11:19:00 AM,11:34:00 AM,m,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,2.0072044802,0.7465258477,0.2534741523,0.4930516954
171019-02-bottom,171019,11:19:00 AM,11:34:00 AM,m,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,1.5177330376,0.7759866593,0.2240133407,0.5519733185
171019-03-top,171019,11:55:00 AM,12:10:00 PM,f,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,0.9105888016,0.8743047831,0.1256952169,0.7486095662
171019-03-bottom,171019,11:55:00 AM,12:10:00 PM,f,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,2.0516698906,0.4371523915,0.5628476085,-0.1256952169
171019-04-top,171019,12:32:00 PM,12:47:00 PM,m,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,2.596302947,0.70189099,0.29810901,0.40378198
171019-04-bottom,171019,12:32:00 PM,12:47:00 PM,m,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,1.2482569602,0.4972191324,0.5027808676,-0.0055617353
171019-05-top,171019,1:12:00 PM,1:27:00 PM,f,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,3.1113917871,0.4276974416,0.5723025584,-0.1446051168
171019-05-bottom,171019,1:12:00 PM,1:27:00 PM,f,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,1.5214078636,0.9010011123,0.0989988877,0.8020022247
171019-06-top,171019,2:20:00 PM,2:35:00 PM,m,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,1.5083958095,0.3542825362,0.6457174638,-0.2914349277
171019-06-bottom,171019,2:20:00 PM,2:35:00 PM,m,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,1.8329296675,0.2619577308,0.7380422692,-0.4760845384
171019-07-top,171019,2:58:00 PM,3:13:00 PM,m,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,2.1101350862,0.6379310345,0.3620689655,0.275862069
171019-07-bottom,171019,2:58:00 PM,3:13:00 PM,m,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,2.28852932,0.2397107898,0.7602892102,-0.5205784205
171019-08-top,171019,3:43:00 PM,3:58:00 PM,m,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,1.9835456988,0.1825264329,0.8174735671,-0.6349471341
171019-08-bottom,171019,3:43:00 PM,3:58:00 PM,m,False,filtered_food_odor_100uL,A,171018,10:00:00 AM,orco5_gcamp,2.6381245512,0.3492769744,0.6507230256,-0.3014460512
171025-01-top,171024,2:40:00 PM,2:55:00 PM,f,False,milliQ_water_100uL,A,171024,1:30:00 PM,gcamp,2.1967598042,0.4908180301,0.5091819699,-0.0183639399
171025-01-bottom,171024,2:40:00 PM,2:55:00 PM,f,False,milliQ_water_100uL,A,171024,1:30:00 PM,gcamp,2.2167732363,0.7035595106,0.2964404894,0.4071190211
171025-02-top,171024,3:17:00 PM,3:32:00 PM,,True,milliQ_water_100uL,A,171024,1:30:00 PM,gcamp,2.5843841976,0.3442714127,0.6557285873,-0.3114571746
171025-02-bottom,171024,3:17:00 PM,3:32:00 PM,,True,milliQ_water_100uL,A,171024,1:30:00 PM,gcamp,2.1677447582,0.5842134519,0.4157865481,0.1684269038
171025-03-top,171024,3:52:00 PM,4:07:00 PM,f,False,milliQ_water_100uL,A,171024,1:30:00 PM,gcamp,2.9058122515,0.6525847693,0.3474152307,0.3051695386
171025-03-bottom,171024,3:52:00 PM,4:07:00 PM,,True,milliQ_water_100uL,A,171024,1:30:00 PM,gcamp,3.2207543503,0.5430794886,0.4569205114,0.0861589772
171025-04-top,171024,4:28:00 PM,4:43:00 PM,m,False,milliQ_water_100uL,A,171024,1:30:00 PM,gcamp,4.0630097725,0.6609227349,0.3390772651,0.3218454697
171025-04-bottom,171024,4:28:00 PM,4:43:00 PM,m,False,milliQ_water_100uL,A,171024,1:30:00 PM,gcamp,3.4576676576,0.5261401557,0.4738598443,0.0522803115
171101-01-top,171101,2:35:00 PM,2:50:00 PM,,True,milliQ_water_100uL,A,171031,1:15:00 PM,gcamp,1.4525617441,0.9944351697,0.0055648303,0.9888703395
171101-01-bottom,171101,2:35:00 PM,2:50:00 PM,f,False,milliQ_water_100uL,A,171031,1:15:00 PM,gcamp,1.4273504766,0.9499443826,0.0500556174,0.8998887653
171101-02-top,171101,3:13:00 PM,3:28:00 PM,m,False,milliQ_water_100uL,A,171031,1:15:00 PM,gcamp,1.2210902623,0.5728587319,0.4271412681,0.1457174638
171101-02-bottom,171101,3:13:00 PM,3:28:00 PM,m,False,milliQ_water_100uL,A,171031,1:15:00 PM,gcamp,2.4313578576,0.4944382647,0.5055617353,-0.0111234705
171101-03-top,171101,3:50:00 PM,4:05:00 PM,f,False,milliQ_water_100uL,A,171031,1:15:00 PM,gcamp,3.5529221029,0.5611790879,0.4388209121,0.1223581758
171101-03-bottom,171101,3:50:00 PM,4:05:00 PM,m,False,milliQ_water_100uL,A,171031,1:15:00 PM,gcamp,0.516962883,0.9783092325,0.0216907675,0.956618465
171101-04-top,171101,4:27:00 PM,4:43:00 PM,f,False,milliQ_water_100uL,A,171031,1:15:00 PM,gcamp,1.8093370811,0.8147942158,0.1852057842,0.6295884316
171101-04-bottom,171101,4:27:00 PM,4:43:00 PM,,True,milliQ_water_100uL,A,171031,1:15:00 PM,gcamp,2.2860433133,0.3737486096,0.6262513904,-0.2525027809
171102-01-top,171102,10:32:00 AM,10:47:00 AM,f,False,filtered_food_odor_100uL,A,171101,9:30:00 AM,gcamp,4.1810580157,0.723025584,0.276974416,0.446051168
171102-01-bottom,171102,10:32:00 AM,10:47:00 AM,f,False,filtered_food_odor_100uL,A,171101,9:30:00 AM,gcamp,2.885410804,0.456618465,0.543381535,-0.0867630701
171102-02-top,171102,11:08:00 AM,11:23:00 AM,m,False,filtered_food_odor_100uL,A,171101,9:30:00 AM,gcamp,1.2582661778,0.9783092325,0.0216907675,0.956618465
171102-02-bottom,171102,11:08:00 AM,11:23:00 AM,f,False,filtered_food_odor_100uL,A,171101,9:30:00 AM,gcamp,4.4313755424,0.2479155086,0.7520844914,-0.5041689828
171102-03-top,171102,11:44:00 AM,11:59:00 AM,f,False,filtered_food_odor_100uL,A,171101,9:30:00 AM,gcamp,3.0685717922,0.2964404894,0.7035595106,-0.4071190211
171102-03-bottom,171102,11:44:00 AM,11:59:00 AM,m,False,filtered_food_odor_100uL,A,171101,9:30:00 AM,gcamp,2.4915056691,0.7430478309,0.2569521691,0.4860956618
171108-01-top,171108,03:10:00 PM,03:25:00 PM,m,False,milliQ_water_100uL,A,171107,02:00:00 PM,orco5_gcamp,1.6526707166,0.4966629588,0.5033370412,-0.0066740823
171108-01-bottom,171108,03:10:00 PM,03:25:00 PM,m,False,milliQ_water_100uL,A,171107,02:00:00 PM,orco5_gcamp,1.7348322518,0.2380422692,0.7619577308,-0.5239154616
171108-02-top,171108,03:45:00 PM,04:00:00 PM,,True,milliQ_water_100uL,A,171107,02:00:00 PM,orco5_gcamp,1.4588580704,0.2191323693,0.7808676307,-0.5617352614
171108-02-bottom,171108,03:45:00 PM,04:00:00 PM,f,False,milliQ_water_100uL,A,171107,02:00:00 PM,orco5_gcamp,1.7977091664,0.5489432703,0.4510567297,0.0978865406
171108-03-top,171108,04:20:00 PM,04:35:00 PM,m,False,milliQ_water_100uL,A,171107,02:00:00 PM,orco5_gcamp,4.0521365725,0.3420467186,0.6579532814,-0.3159065628
171108-03-bottom,171108,04:20:00 PM,04:35:00 PM,m,False,milliQ_water_100uL,A,171107,02:00:00 PM,orco5_gcamp,1.9093154877,0.2591768632,0.7408231368,-0.4816462736
171108-04-top,171108,04:55:00 PM,05:10:00 PM,f,False,milliQ_water_100uL,A,171107,02:00:00 PM,orco5_gcamp,2.8439619685,0.10567297,0.89432703,-0.7886540601
171108-04-bottom,171108,04:55:00 PM,05:10:00 PM,f,False,milliQ_water_100uL,A,171107,02:00:00 PM,orco5_gcamp,1.8338012749,0.5711902113,0.4288097887,0.1423804227
171116-01-top,171116,10:32:00 AM,10:47:00 AM,m,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,3.5576220529,0.5817575083,0.4182424917,0.1635150167
171116-01-bottom,171116,10:32:00 AM,10:47:00 AM,m,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,2.0108052096,0.5947748749,0.4052251251,0.1895497499
171116-02-top,171116,11:08:00 AM,11:23:00 AM,m,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,2.3466231778,0.6017797553,0.3982202447,0.2035595106
171116-02-bottom,171116,11:08:00 AM,11:23:00 AM,m,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,1.8240806683,0.404894327,0.595105673,-0.1902113459
171116-03-top,171116,11:45:00 AM,12:00:00 PM,f,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,3.4494916004,0.4204671858,0.5795328142,-0.1590656285
171116-03-bottom,171116,11:45:00 AM,12:00:00 PM,m,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,0.8727240589,0.0978865406,0.9021134594,-0.8042269188
171116-04-top,171116,12:20:00 PM,12:35:00 PM,,True,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,3.8762566733,0.2814238042,0.7185761958,-0.4371523915
171116-04-bottom,171116,12:20:00 PM,12:35:00 PM,m,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,2.1571221254,0.1796440489,0.8203559511,-0.6407119021
171116-05-top,171116,12:55:00 PM,01:10:00 PM,f,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,2.1115818303,0.3539232053,0.6460767947,-0.2921535893
171116-05-bottom,171116,12:55:00 PM,01:10:00 PM,,True,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,6.0629672601,0.4694104561,0.5305895439,-0.0611790879
171116-06-top,171116,01:30:00 PM,01:45:00 PM,m,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,2.4928667602,0.308676307,0.691323693,-0.382647386
171116-06-bottom,171116,01:30:00 PM,01:45:00 PM,f,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,3.9706560909,0.5200222469,0.4799777531,0.0400444939
171116-07-top,171116,02:06:00 PM,02:21:00 PM,m,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,2.6716600919,0.7791991101,0.2208008899,0.5583982202
171116-07-bottom,171116,02:06:00 PM,02:21:00 PM,f,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,2.9722114209,0.2931034483,0.7068965517,-0.4137931034
171116-08-top,171116,02:41:00 PM,02:56:00 PM,m,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,1.6767792432,0.4549499444,0.5450500556,-0.0901001112
171116-08-bottom,171116,02:41:00 PM,02:56:00 PM,f,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,2.3922741443,0.5672969967,0.4327030033,0.1345939933
171116-09-top,171116,03:17:00 PM,03:32:00 PM,m,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,2.9178668642,0.6195773081,0.3804226919,0.2391546162
171116-09-bottom,171116,03:17:00 PM,03:32:00 PM,f,False,milliQ_water_100uL,A,171115,10:00:00 AM,gr3_gcamp,1.8797100501,0.7302558398,0.2697441602,0.4605116796
171129-01-top,171129,02:09:00 PM,02:24:00 PM,m,False,milliQ_water_100uL,A,171128,13:45pm,gcamp,4.3351235426,0.3503893215,0.6496106785,-0.2992213571
171129-01-bottom,171129,02:09:00 PM,02:24:00 PM,,True,milliQ_water_100uL,A,171128,13:45pm,gcamp,2.239742621,0.0879243183,0.9120756817,-0.8241513634
171129-02-top,171129,02:44:00 PM,02:59:00 PM,m,False,milliQ_water_100uL,A,171128,13:45pm,gcamp,1.7437669003,0.3998887653,0.6001112347,-0.2002224694
171129-02-bottom,171129,02:44:00 PM,02:59:00 PM,f,False,milliQ_water_100uL,A,171128,14:45pm,gcamp,2.6066789784,0.4416017798,0.5583982202,-0.1167964405
171129-03-top,171129,03:19:00 PM,03:34:00 PM,m,False,milliQ_water_100uL,A,171128,14:45pm,gcamp,6.1392713325,0.3036707453,0.6963292547,-0.3926585095
171129-03-bottom,171129,03:19:00 PM,03:34:00 PM,m,False,milliQ_water_100uL,A,171128,14:45pm,gcamp,2.9543536303,0.3567056205,0.6432943795,-0.286588759
171129-04-top,171129,03:55:00 PM,04:10:00 PM,m,False,milliQ_water_100uL,A,171128,15:45pm,gcamp,4.3867643853,0.3387096774,0.6612903226,-0.3225806452
171129-04-bottom,171129,03:55:00 PM,04:10:00 PM,m,False,milliQ_water_100uL,A,171128,15:45pm,gcamp,2.0375347384,0.6134593993,0.3865406007,0.2269187987
171129-05-top,171129,04:29:00 PM,04:44:00 PM,m,False,milliQ_water_100uL,A,171128,15:45pm,gcamp,2.9871882818,0.6790878754,0.3209121246,0.3581757508
171129-05-bottom,171129,04:29:00 PM,04:44:00 PM,f,False,milliQ_water_100uL,A,171128,16:45pm,gcamp,2.7377388934,0.4137931034,0.5862068966,-0.1724137931
171130-01-top,171130,10:40:00 AM,10:55:00 AM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,2.9874632624,0.4521690768,0.5478309232,-0.0956618465
171130-01-bottom,171130,10:40:00 AM,10:55:00 AM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,2.2356450867,0.244852532,0.755147468,-0.510294936
171130-02-top,171130,11:16:00 AM,11:31:00 AM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,2.2146423327,0.4421579533,0.5578420467,-0.1156840934
171130-02-bottom,171130,11:16:00 AM,11:31:00 AM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,2.3323426552,0.0378197998,0.9621802002,-0.9243604004
171130-04-top,171130,12:16:00 PM,12:31:00 PM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,3.4430622206,0.6642579211,0.3357420789,0.3285158421
171130-04-bottom,171130,12:16:00 PM,12:31:00 PM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,2.5872575226,0.6857619577,0.3142380423,0.3715239155
171130-05-top,171130,12:51:00 PM,01:06:00 PM,f,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,1.3357090838,0.7880978865,0.2119021135,0.5761957731
171130-05-bottom,171130,12:51:00 PM,01:06:00 PM,m,False,filtered_food_odor_100uL,A,171129,09:30:00 AM,gcamp,1.8007047856,0.4074485825,0.5925514175,-0.1851028349
