animal_ID,experiment_date,acclimate_start,experiment_start,sex,dead,treatment_odor,starve_date,starve_time,background,A_mean_speed_mm,A_%_time_L_half,A_%_time_R_half,A_PI_(L-R),E_mean_speed_mm,E_%_time_L_half,E_%_time_R_half,E_PI_(L-R)
171019-05-top,171019,1:12:00 PM,1:27:00 PM,f,False,filtered_food_odor_100uL,171018,10:00:00 AM,orco5_gcamp,3.1113917871090453,0.42769744160177975,0.5723025583982202,-0.14460511679644045,3.0882380058538734,0.6896551724137931,0.3103448275862069,0.37931034482758624
171019-05-bottom,171019,1:12:00 PM,1:27:00 PM,f,False,filtered_food_odor_100uL,171018,10:00:00 AM,orco5_gcamp,1.5214078635802653,0.9010011123470523,0.09899888765294772,0.8020022246941045,5.005211580067794,0.7669632925472748,0.23303670745272526,0.5339265850945496
171019-06-top,171019,2:20:00 PM,2:35:00 PM,m,False,filtered_food_odor_100uL,171018,10:00:00 AM,orco5_gcamp,1.5083958094888652,0.3542825361512792,0.6457174638487208,-0.29143492769744156,2.9656811063774504,0.8058954393770856,0.19410456062291434,0.6117908787541713
171019-06-bottom,171019,2:20:00 PM,2:35:00 PM,m,False,filtered_food_odor_100uL,171018,10:00:00 AM,orco5_gcamp,1.8329296674622872,0.26195773081201335,0.7380422691879867,-0.4760845383759733,1.1553962628452883,0.9543937708565072,0.04560622914349277,0.9087875417130145
171019-07-top,171019,2:58:00 PM,3:13:00 PM,m,False,filtered_food_odor_100uL,171018,10:00:00 AM,orco5_gcamp,2.110135086217477,0.6379310344827587,0.3620689655172414,0.2758620689655173,1.2614161198098373,0.41713014460511677,0.5828698553948832,-0.16573971078976646
171019-07-bottom,171019,2:58:00 PM,3:13:00 PM,m,False,filtered_food_odor_100uL,171018,10:00:00 AM,orco5_gcamp,2.288529319973486,0.2397107897664071,0.7602892102335929,-0.5205784204671857,2.3462962036528268,0.8898776418242491,0.11012235817575083,0.7797552836484982
171019-08-top,171019,3:43:00 PM,3:58:00 PM,m,False,filtered_food_odor_100uL,171018,10:00:00 AM,orco5_gcamp,1.9835456987977396,0.18252643294379522,0.8174735670562048,-0.6349471341124096,2.4727359564535933,0.7208008898776418,0.27919911012235815,0.44160177975528364
171019-08-bottom,171019,3:43:00 PM,3:58:00 PM,m,False,filtered_food_odor_100uL,171018,10:00:00 AM,orco5_gcamp,2.638124551222776,0.3492769744160178,0.6507230255839822,-0.3014460511679644,2.0817248193896725,0.9577308120133482,0.042269187986651836,0.9154616240266964
171025-01-top,171024,2:40:00 PM,2:55:00 PM,f,False,milliQ_water_100uL,171024,1:30:00 PM,gcamp,2.1967598042385177,0.49081803005008345,0.5091819699499165,-0.018363939899833037,2.645518360654042,0.5311457174638488,0.4688542825361513,0.06229143492769745
171025-01-bottom,171024,2:40:00 PM,2:55:00 PM,f,False,milliQ_water_100uL,171024,1:30:00 PM,gcamp,2.2167732363207846,0.703559510567297,0.296440489432703,0.40711902113459403,2.3773654283966024,0.7397107897664071,0.26028921023359286,0.4794215795328143
171025-02-top,171024,3:17:00 PM,3:32:00 PM,,True,milliQ_water_100uL,171024,1:30:00 PM,gcamp,2.58438419756273,0.3442714126807564,0.6557285873192435,-0.31145717463848716,5.5060556463402435,0.5545050055617352,0.44549499443826474,0.10901001112347047
171025-02-bottom,171024,3:17:00 PM,3:32:00 PM,,True,milliQ_water_100uL,171024,1:30:00 PM,gcamp,2.1677447581651115,0.5842134519177321,0.41578654808226795,0.16842690383546416,2.5920502106545653,0.5372636262513905,0.46273637374860954,0.07452725250278092
