frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,,201.0,39.0,manual,201.0,39.0,526,222,False
3,,201.0,39.0,manual,201.0,39.0,526,222,False
4,,201.0,39.0,manual,201.0,39.0,526,222,False
5,,201.0,39.0,manual,201.0,39.0,526,222,False
6,,201.0,39.0,manual,201.0,39.0,526,222,False
7,,201.0,39.0,manual,201.0,39.0,526,222,False
8,,201.0,39.0,manual,201.0,39.0,526,222,False
9,,201.0,39.0,manual,201.0,39.0,526,222,False
10,,201.0,39.0,manual,201.0,39.0,526,222,False
11,,201.0,39.0,manual,201.0,39.0,526,222,False
12,,201.0,39.0,manual,201.0,39.0,526,222,False
13,,201.0,39.0,manual,201.0,39.0,526,222,False
14,,201.0,39.0,manual,201.0,39.0,526,222,False
15,,201.0,39.0,manual,201.0,39.0,526,222,False
16,,201.0,39.0,manual,201.0,39.0,526,222,False
17,,201.0,39.0,213,201.0,39.0,526,222,False
18,,205.0,28.0,213,204.333333333,29.8333333333,526,222,False
19,,204.0,29.0,213,204.01242236,29.0310559006,526,222,False
20,,203.0,28.0,213,203.020479186,28.0188729755,526,222,False
21,,205.0,28.0,213,204.953351651,27.9890807835,526,222,False
22,,207.0,29.0,213,206.979996454,28.9771534893,526,222,False
23,,209.0,24.0,213,208.992418705,24.0976663417,526,222,False
24,,208.0,21.0,213,208.050681671,21.0058081392,526,222,False
25,,206.0,18.0,213,206.039287011,18.000700708,526,222,False
26,,227.0,18.0,213,226.6053828,17.9466820337,526,222,False
27,,236.0,19.0,213,236.04737091,18.9597272095,526,222,False
28,,238.0,20.0,213,238.151815623,19.9840134518,526,222,False
29,,235.0,23.0,213,235.152185877,22.9583221939,526,222,False
30,,233.0,22.0,213,233.043460719,22.0541019989,526,222,False
31,,233.0,25.0,213,232.979891201,24.9521517696,526,222,False
32,,233.0,26.0,213,232.990767654,26.0145841234,526,222,False
33,,233.0,24.0,213,232.996475815,24.0604960705,526,222,False
34,,234.0,21.0,213,233.980846176,21.0430190588,526,222,False
35,,236.0,20.0,213,235.974170999,19.9813408612,526,222,False
36,,237.0,19.0,213,237.007315047,18.9913852159,526,222,False
37,,239.0,20.0,213,238.98570086,19.9610370319,526,222,False
38,,240.0,21.0,213,240.011692058,20.9837669838,526,222,False
39,,240.0,23.0,213,240.023008706,22.9760315021,526,222,False
40,,240.0,21.0,213,240.009468238,21.0615544063,526,222,False
41,,243.0,21.0,213,242.950062687,20.9906428179,526,222,False
42,,244.0,21.0,213,244.01450162,20.9949667414,526,222,False
43,,240.0,23.0,213,240.096171289,22.9623774028,526,222,False
44,,239.0,22.0,213,238.986679162,22.0377758058,526,222,False
45,,238.0,23.0,213,237.992682307,22.9808857807,526,222,False
46,,236.0,22.0,213,236.014996317,22.0269599981,526,222,False
47,,234.0,21.0,213,234.006437528,21.0116795055,526,222,False
48,,233.0,20.0,213,232.984603627,20.0044311873,526,222,False
49,,234.0,22.0,213,233.957737264,21.9481463241,526,222,False
50,,235.0,22.0,213,234.982500158,22.0137854963,526,222,False
51,,235.0,22.0,213,235.011230223,22.0067226513,526,222,False
52,,234.0,21.0,213,234.02287156,21.0204177933,526,222,False
53,,238.0,18.0,213,237.920237158,18.0441398679,526,222,False
54,,238.0,26.0,213,238.037391473,25.8220001412,526,222,False
55,,237.0,24.0,213,237.034984752,24.1027145056,526,222,False
56,,235.0,23.0,213,235.031882953,23.02853722,526,222,False
57,,236.0,23.0,213,235.959276045,22.9923335337,526,222,False
58,,236.0,21.0,213,236.000140362,21.031939367,526,222,False
59,,237.0,21.0,213,236.98294907,20.9778968397,526,222,False
60,,237.0,21.0,213,237.010662707,20.9901343834,526,222,False
61,,236.0,22.0,213,236.022624873,21.978408725,526,222,False
62,,236.0,21.0,213,235.991488841,21.0267679697,526,222,False
63,,236.0,21.0,213,235.996016914,20.993806598,526,222,False
64,,235.0,21.0,213,235.016312967,20.996917796,526,222,False
65,,235.0,21.0,213,234.989095468,20.9988141837,526,222,False
66,,234.0,21.0,213,234.01295924,20.9995562559,526,222,False
67,,234.0,21.0,213,233.987808442,20.999834525,526,222,False
68,,234.0,21.0,213,233.994641446,20.9999383209,526,222,False
69,,235.0,20.0,213,234.980127476,20.0178133386,526,222,False
70,,235.0,21.0,213,235.009574108,20.9718202084,526,222,False
71,,235.0,21.0,213,235.00438104,21.005667016,526,222,False
72,,235.0,21.0,213,235.001671769,21.0028860033,526,222,False
73,,235.0,21.0,213,235.000624955,21.0011126889,526,222,False
74,,235.0,21.0,213,235.000233019,21.0004164884,526,222,False
75,,235.0,21.0,213,235.000086854,21.0001553164,526,222,False
76,,235.0,21.0,213,235.000032372,21.0000578929,526,222,False
77,,235.0,22.0,213,235.000012066,21.9821852502,526,222,False
78,,235.0,21.0,213,235.000004497,21.0281792656,526,222,False
79,,235.0,22.0,213,235.000001676,21.9764964604,526,222,False
80,,234.0,21.0,213,234.017836952,21.0252851468,526,222,False
81,,235.0,21.0,213,234.97182901,20.9932170743,526,222,False
82,,235.0,22.0,213,235.005670296,21.9788599803,526,222,False
83,,234.0,21.0,213,234.020723554,21.0269027705,526,222,False
84,,235.0,21.0,213,234.972941921,20.9938552425,526,222,False
85,,234.0,22.0,213,234.023923195,21.9790995225,526,222,False
86,,232.0,22.0,213,232.028380333,22.0091558047,526,222,False
87,,231.0,22.0,213,230.993672899,22.0042234485,526,222,False
88,,230.0,22.0,213,229.996832808,22.0016129516,526,222,False
89,,229.0,20.0,213,228.998780825,20.0362756841,526,222,False
90,,229.0,20.0,213,228.981707414,19.9795550558,526,222,False
91,,229.0,20.0,213,228.992328425,19.990754436,526,222,False
92,,229.0,20.0,213,228.997099835,19.9964762519,526,222,False
93,,228.0,20.0,213,228.016753437,19.9986829227,526,222,False
94,,228.0,20.0,213,227.989261401,19.9995089269,526,222,False
95,,228.0,21.0,213,227.995184843,20.9819806334,526,222,False
96,,228.0,20.0,213,227.998166424,20.0281030014,526,222,False
97,,225.0,18.0,213,225.05282372,18.0299770183,526,222,False
98,,225.0,17.0,213,224.968739816,16.9942698656,526,222,False
99,,225.0,20.0,213,224.98591071,19.9257100846,526,222,False
100,,227.0,22.0,213,226.958959373,21.9866943905,526,222,False
101,,226.0,22.0,213,226.03649981,22.0314017685,526,222,False
102,,226.0,21.0,213,225.998246427,21.0312803061,526,222,False
103,,225.0,24.0,213,225.016447804,23.9412501692,526,222,False
104,,224.0,22.0,213,224.006948737,22.0639152706,526,222,False
105,,222.0,20.0,213,222.020465393,20.0279287541,526,222,False
106,,222.0,21.0,213,221.972810544,20.9570970116,526,222,False
107,,220.0,20.0,213,220.023872546,20.0171307805,526,222,False
108,,213.0,22.0,213,213.099706685,21.9544609487,526,222,False
109,,210.0,20.0,213,209.970162575,20.0518873818,526,222,False
110,,210.0,20.0,213,209.932163877,19.9869618927,526,222,False
111,,209.0,19.0,213,208.98983865,19.0114274049,526,222,False
112,,213.0,15.0,213,212.907754746,15.0585475633,526,222,False
113,,213.0,16.0,213,213.032730925,15.935237913,526,222,False
114,,212.0,14.0,213,212.033247304,14.0252276905,526,222,False
115,,211.0,15.0,213,211.013399033,14.9582561556,526,222,False
116,,210.0,15.0,213,210.005042227,14.9998301317,526,222,False
117,,208.0,15.0,213,208.01971795,15.0006731153,526,222,False
118,,202.0,18.0,213,202.079548162,17.9467771394,526,222,False
119,,198.0,27.0,213,197.997431254,26.8705860671,526,222,False
120,,196.0,29.0,213,195.961828159,29.0713759201,526,222,False
121,,195.0,28.0,213,194.966155542,28.0858358535,526,222,False
122,,205.0,32.0,213,204.790247264,31.9456452996,526,222,False
123,,212.0,29.0,213,211.965896845,29.100463317,526,222,False
124,,215.0,27.0,213,215.06074375,27.0253850611,526,222,False
125,,215.0,25.0,213,215.079664283,25.0088843095,526,222,False
126,,214.0,22.0,213,214.050257324,22.0211200292,526,222,False
127,,212.0,20.0,213,212.037552154,19.9908876687,526,222,False
128,,214.0,19.0,213,213.943551609,18.9779545915,526,222,False
129,,220.0,18.0,213,219.904244373,17.9908908836,526,222,False
130,,219.0,17.0,213,219.08558914,16.9965621841,526,222,False
131,,221.0,21.0,213,220.984195207,20.9095349915,526,222,False
132,,218.0,20.0,213,218.081008014,20.0511960484,526,222,False
133,,217.0,18.0,213,216.998678819,18.0409814353,526,222,False
134,,215.0,18.0,213,215.015835793,17.9806497752,526,222,False
135,,216.0,19.0,213,215.953174648,18.9732945817,526,222,False
136,,216.0,19.0,213,215.997860517,19.0069499553,526,222,False
137,,217.0,20.0,213,216.982099061,19.9855629447,526,222,False
138,,217.0,20.0,213,217.010345883,20.0116405673,526,222,False
139,,217.0,19.0,213,217.004670459,19.0229895101,526,222,False
140,,217.0,19.0,213,217.001779725,18.9916247556,526,222,False
141,,217.0,19.0,213,217.000665196,18.9960675714,526,222,False
142,,218.0,19.0,213,217.98241169,18.9984955204,526,222,False
143,,218.0,19.0,213,218.01042734,18.9994374005,526,222,False
144,,219.0,18.0,213,218.986862814,18.0176265493,526,222,False
145,,213.0,18.0,213,213.119143196,17.9895869125,526,222,False
146,,210.0,26.0,213,209.996833441,25.8526155496,526,222,False
147,,213.0,27.0,213,212.889525196,27.0630544827,526,222,False
148,,219.0,26.0,213,218.900085061,26.0648203035,526,222,False
149,,221.0,27.0,213,221.031294506,26.9904641873,526,222,False
150,,223.0,28.0,213,223.01494366,27.994833363,526,222,False
151,,226.0,29.0,213,225.987890355,28.9979971491,526,222,False
152,,228.0,26.0,213,228.012476829,26.0705951244,526,222,False
153,,230.0,25.0,213,230.005463377,24.9940532901,526,222,False
154,,234.0,23.0,213,233.966402539,23.0140761595,526,222,False
155,,233.0,25.0,213,233.074954093,24.9346807735,526,222,False
156,,237.0,28.0,213,236.942941092,27.9544412702,526,222,False
157,,238.0,28.0,213,238.028174788,28.0355133833,526,222,False
158,,237.0,29.0,213,237.048539859,28.9979121517,526,222,False
159,,236.0,17.0,213,236.019911895,17.2303607432,526,222,False
160,,237.0,17.0,213,236.971835926,16.8828842253,526,222,False
161,,238.0,16.0,213,237.987799868,15.9644721061,526,222,False
162,,238.0,16.0,213,238.013207657,15.9693106061,526,222,False
163,,239.0,16.0,213,238.987936028,15.9877266356,526,222,False
164,,238.0,16.0,213,238.030363329,15.9953855719,526,222,False
165,,238.0,15.0,213,237.995148768,15.0161145473,526,222,False
