frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,,432.0,116.0,manual,432.0,116.0,536,222,False
3,,432.0,116.0,manual,432.0,116.0,536,222,False
4,,432.0,116.0,manual,432.0,116.0,536,222,False
5,,432.0,116.0,266,432.0,116.0,536,222,False
6,,435.0,113.0,266,434.5,113.5,536,222,False
7,,442.0,113.0,266,441.720496894,113.01863354,536,222,False
8,,442.0,111.0,266,442.02409316,111.041493776,536,222,False
9,,444.0,111.0,266,443.978631396,110.980554988,536,222,False
10,,446.0,111.0,266,445.990573284,110.991071344,536,222,False
11,,446.0,111.0,266,446.032110026,110.996591493,536,222,False
12,,447.0,111.0,266,446.995835091,110.998725729,536,222,False
13,,448.0,111.0,266,447.997675627,110.999524874,536,222,False
14,,448.0,111.0,266,448.01693308,110.999822904,536,222,False
15,,449.0,111.0,266,448.98932668,110.999933993,536,222,False
16,,449.0,111.0,266,449.013045421,110.999975398,536,222,False
17,,450.0,111.0,266,449.987840564,110.999990831,536,222,False
18,,451.0,111.0,266,450.994653418,110.999996582,536,222,False
19,,450.0,111.0,266,450.033640921,110.999998726,536,222,False
20,,451.0,111.0,266,450.978571085,110.999999525,536,222,False
21,,451.0,111.0,266,451.008223929,110.999999823,536,222,False
22,,451.0,111.0,266,451.003840955,110.999999934,536,222,False
23,,451.0,111.0,266,451.001468707,110.999999975,536,222,False
24,,451.0,112.0,266,451.000549186,111.982163663,536,222,False
25,,451.0,112.0,266,451.000204775,112.010334892,536,222,False
26,,452.0,112.0,266,451.982239999,112.004664685,536,222,False
27,,452.0,112.0,266,452.010363344,112.001777492,536,222,False
28,,452.0,112.0,266,452.004675289,112.00066436,536,222,False
29,,452.0,112.0,266,452.001781444,112.000247706,536,222,False
30,,453.0,112.0,266,452.982829505,112.000092328,536,222,False
31,,452.0,112.0,266,452.028419478,112.000034412,536,222,False
32,,453.0,112.0,266,452.976585996,112.000012826,536,222,False
33,,454.0,112.0,266,453.989645863,112.00000478,536,222,False
34,,460.0,111.0,266,459.906881338,111.017838109,536,222,False
35,,461.0,111.0,266,461.050203362,110.989665768,536,222,False
36,,461.0,111.0,266,461.040611272,110.995335561,536,222,False
37,,461.0,111.0,266,461.016184457,110.9982226,536,222,False
38,,462.0,112.0,266,461.98824602,111.981499347,536,222,False
39,,462.0,111.0,266,462.01260428,111.02792353,536,222,False
40,,462.0,111.0,266,462.005510635,110.994237467,536,222,False
41,,463.0,111.0,266,462.984256469,110.997078396,536,222,False
42,,463.0,111.0,266,463.011116774,110.998874042,536,222,False
43,,463.0,111.0,266,463.004956193,110.999578566,536,222,False
44,,464.0,112.0,266,463.984049818,111.982006513,536,222,False
45,,464.0,111.0,266,464.011039753,111.028112643,536,222,False
46,,465.0,111.0,266,464.987091159,110.994307957,536,222,False
47,,465.0,111.0,266,465.012210342,110.997104669,536,222,False
48,,465.0,112.0,266,465.005365555,111.981047507,536,222,False
49,,466.0,111.0,266,465.984202479,111.027753439,536,222,False
50,,466.0,111.0,266,466.011096655,110.994173991,536,222,False
51,,467.0,111.0,266,466.987112367,110.997054733,536,222,False
52,,467.0,111.0,266,467.012218247,110.998865223,536,222,False
53,,467.0,112.0,266,467.005368501,111.981738951,536,222,False
54,,468.0,111.0,266,467.984203577,111.028012838,536,222,False
55,,468.0,111.0,266,468.011097065,110.994270754,536,222,False
56,,469.0,111.0,266,468.98711252,110.997090802,536,222,False
57,,469.0,111.0,266,469.012218304,110.998878666,536,222,False
58,,469.0,111.0,266,469.005368523,110.99958029,536,222,False
59,,470.0,111.0,266,469.984203585,110.999843483,536,222,False
60,,470.0,111.0,266,470.011097068,110.99994166,536,222,False
61,,471.0,111.0,266,470.987112521,110.999978255,536,222,False
62,,471.0,111.0,266,471.012218304,110.999991895,536,222,False
63,,471.0,111.0,266,471.005368523,110.999996979,536,222,False
64,,472.0,111.0,266,471.984203585,110.999998874,536,222,False
65,,472.0,111.0,266,472.011097068,110.99999958,536,222,False
66,,473.0,111.0,266,472.987112521,110.999999844,536,222,False
67,,473.0,111.0,266,473.012218304,110.999999942,536,222,False
68,,474.0,111.0,266,473.987532195,110.999999978,536,222,False
69,,474.0,111.0,266,474.012374808,110.999999992,536,222,False
70,,475.0,111.0,266,474.987590531,110.999999997,536,222,False
71,,475.0,111.0,266,475.012396551,110.999999999,536,222,False
72,,476.0,111.0,266,475.987598634,111.0,536,222,False
73,,476.0,111.0,266,476.012399571,111.0,536,222,False
74,,477.0,111.0,266,476.98759976,111.0,536,222,False
75,,477.0,111.0,266,477.012399991,111.0,536,222,False
76,,478.0,111.0,266,477.987599917,111.0,536,222,False
77,,479.0,111.0,266,478.994563721,111.0,536,222,False
78,,479.0,111.0,266,479.015771161,111.0,536,222,False
79,,480.0,112.0,266,479.98889352,111.982163672,536,222,False
80,,481.0,111.0,266,480.995047643,111.028171223,536,222,False
81,,481.0,112.0,266,481.015951612,111.976493463,536,222,False
82,,482.0,112.0,266,481.98896078,112.007447702,536,222,False
83,,483.0,112.0,266,482.995072712,112.003551554,536,222,False
84,,483.0,112.0,266,483.015960955,112.001360839,536,222,False
85,,484.0,112.0,266,483.988964263,112.000508982,536,222,False
86,,485.0,112.0,266,484.99507401,112.00018979,536,222,False
87,,486.0,112.0,266,485.998125111,112.000070742,536,222,False
88,,486.0,112.0,266,486.017135666,112.000026367,536,222,False
89,,487.0,112.0,266,486.989403868,112.000009827,536,222,False
90,,488.0,112.0,266,487.995237943,112.000003663,536,222,False
91,,488.0,112.0,266,488.016022543,112.000001365,536,222,False
92,,496.0,91.0,266,495.864132925,91.3745633884,536,222,False
93,,498.0,89.0,266,498.049590508,88.8186400367,536,222,False
94,,502.0,91.0,266,501.987607016,90.8456992165,536,222,False
95,,503.0,93.0,266,503.047412348,92.9383404488,536,222,False
96,,495.0,94.0,266,495.180688225,93.9946563029,536,222,False
97,,496.0,100.0,266,495.914619514,99.909670741,536,222,False
98,,495.0,104.0,266,494.996541333,103.997778152,536,222,False
99,,497.0,112.0,266,496.946559278,111.929331388,536,222,False
100,,497.0,115.0,266,497.013258758,115.059500139,536,222,False
101,,498.0,117.0,266,497.9886931,117.044120795,536,222,False
102,,499.0,118.0,266,498.995008165,118.035330965,536,222,False
103,,499.0,119.0,266,499.015938583,119.014072206,536,222,False
104,,500.0,120.0,266,499.988956005,120.005288179,536,222,False
105,,500.0,121.0,266,500.012907264,121.001973055,536,222,False
106,,501.0,121.0,266,500.98778907,121.018571815,536,222,False
107,,501.0,122.0,266,501.012470553,121.989939236,536,222,False
108,,501.0,122.0,266,501.005462544,122.013273815,536,222,False
109,,502.0,122.0,266,501.984238628,122.005762021,536,222,False
110,,503.0,122.0,266,502.993273801,122.00218658,536,222,False
111,,504.0,123.0,266,503.997452285,122.98298051,536,222,False
112,,504.0,123.0,266,504.016884805,123.010639433,536,222,False
113,,505.0,123.0,266,504.989310364,123.004778196,536,222,False
114,,506.0,123.0,266,505.995203092,123.0018198,536,222,False
115,,506.0,124.0,266,506.016009554,123.982843801,536,222,False
116,,507.0,124.0,266,506.988982377,124.010588479,536,222,False
117,,507.0,124.0,266,507.012917089,124.004759205,536,222,False
118,,507.0,124.0,266,507.00562906,124.001812721,536,222,False
119,,508.0,124.0,266,507.984300695,124.00067749,536,222,False
120,,508.0,124.0,266,508.011133262,124.0002526,536,222,False
121,,509.0,124.0,266,508.987126011,124.000094152,536,222,False
122,,509.0,124.0,266,509.012223332,124.000035092,536,222,False
123,,509.0,125.0,266,509.005370397,124.982176752,536,222,False
