frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,351.0,70.0,31,351.0,70.0,550,234,False
3,351.0,69.0,31,351.0,69.1666666667,550,234,False
4,350.0,70.0,31,350.037267081,69.9689440994,550,234,False
5,350.0,70.0,31,349.996787579,70.0026770178,550,234,False
6,349.0,69.0,31,349.016325938,69.020087029,550,234,False
7,348.0,69.0,31,348.00692998,68.990495737,550,234,False
8,348.0,69.0,31,347.984776649,68.9956438604,550,234,False
9,347.0,68.0,31,347.011311587,68.0161752335,550,234,False
10,346.0,69.0,31,346.005028861,68.9712074761,550,234,False
11,345.0,68.0,31,345.001913233,68.0232749167,550,234,False
12,345.0,68.0,31,344.982878621,67.9924659636,550,234,False
13,344.0,67.0,31,344.010601457,67.0142525962,550,234,False
14,343.0,67.0,31,343.004764042,66.9882922724,550,234,False
15,342.0,66.0,31,342.001814524,66.0126581896,550,234,False
16,341.0,66.0,31,341.000678162,65.9876961555,550,234,False
17,341.0,65.0,31,340.982416523,65.0124359188,550,234,False
18,339.0,64.0,31,339.028265469,64.0054496351,550,234,False
19,339.0,64.0,31,338.97652859,63.9842338167,550,234,False
20,339.0,63.0,31,338.989624467,63.0111083356,550,234,False
21,338.0,61.0,31,338.013891329,61.0227893759,550,234,False
22,338.0,60.0,31,337.988191016,59.9915500781,550,234,False
23,338.0,58.0,31,337.99478572,58.0138760615,550,234,False
24,338.0,57.0,31,337.998017657,56.9881502492,550,234,False
25,336.0,50.0,31,336.034931944,50.1017868128,550,234,False
26,335.0,47.0,31,334.996890373,46.9716745693,550,234,False
27,335.0,43.0,31,334.980232798,43.0041079861,550,234,False
28,335.0,40.0,31,334.991741963,39.9843965915,550,234,False
29,336.0,39.0,31,335.979043161,38.9576917412,550,234,False
30,348.0,63.0,31,347.795133863,62.5365765149,550,234,False
31,354.0,55.0,31,354.021231119,55.3766148925,550,234,False
32,341.0,43.0,31,341.351473465,43.2380041709,550,234,False
33,336.0,47.0,31,336.00475004,46.8079988484,550,234,False
34,351.0,52.0,31,350.639002179,51.8971685451,550,234,False
35,355.0,48.0,31,355.044289871,48.1207036746,550,234,False
36,350.0,33.0,31,350.185592834,33.2487981355,550,234,False
37,356.0,31.0,31,355.881065286,30.8706119699,550,234,False
38,357.0,32.0,31,357.035850919,31.8876365926,550,234,False
39,350.0,52.0,31,350.159889816,51.6161608563,550,234,False
40,355.0,54.0,31,354.852569549,54.1616266535,550,234,False
41,353.0,52.0,31,353.059997558,52.1461669823,550,234,False
42,350.0,51.0,31,350.045699144,51.0407543571,550,234,False
