frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,512.0,106.0,manual,512.0,106.0,551,232,False
3,512.0,106.0,manual,512.0,106.0,551,232,False
4,512.0,106.0,manual,512.0,106.0,551,232,False
5,512.0,106.0,16,512.0,106.0,551,232,False
6,518.0,51.0,16,517.0,60.1666666667,551,232,False
7,517.0,20.0,16,517.0,21.4968944099,551,232,False
8,514.0,18.0,16,514.06464998,17.9140677286,551,232,False
9,510.0,21.0,16,510.04588088,20.8440463335,551,232,False
10,500.0,18.0,16,500.125627588,18.0433621287,551,232,False
11,481.0,24.0,16,481.212643831,23.8604004766,551,232,False
12,472.0,41.0,16,471.908814228,40.7442985293,551,232,False
13,437.0,46.0,16,437.42160685,46.1089876397,551,232,False
14,414.0,50.0,16,413.964905577,50.0682341299,551,232,False
15,397.0,55.0,16,396.870702414,55.0089169873,551,232,False
16,374.0,61.0,16,374.053265183,60.9846968467,551,232,False
17,346.0,67.0,16,346.113889593,66.9934048999,551,232,False
18,284.0,53.0,16,284.653383679,53.3542258002,551,232,False
19,263.0,60.0,16,262.541473051,59.77453165,551,232,False
20,233.0,82.0,16,232.956030107,81.6313116776,551,232,False
21,194.0,86.0,16,194.150212948,86.1700160177,551,232,False
22,168.0,95.0,16,167.832087127,94.9888981174,551,232,False
23,134.0,71.0,16,134.069392184,71.5808972258,551,232,False
24,128.0,51.0,16,127.532762077,51.1731609027,551,232,False
25,123.0,33.0,16,122.784419516,33.026792627,551,232,False
26,103.0,22.0,16,103.185211946,21.8833253389,551,232,False
27,56.0,32.0,16,56.5633206771,31.5758893259,551,232,False
28,46.0,30.0,16,45.5736683975,30.0377485699,551,232,False
29,45.0,25.0,16,44.6501230139,25.076949492,551,232,False
30,40.0,27.0,16,39.9318015859,26.9068350919,551,232,False
31,39.0,29.0,16,38.9062129738,28.9594450982,551,232,False
32,69.0,24.0,16,68.4088462037,24.1094598205,551,232,False
33,85.0,35.0,16,85.002759596,34.7613776728,551,232,False
34,102.0,27.0,16,101.99386829,27.2365803683,551,232,False
35,128.0,24.0,16,127.836845014,24.0145732153,551,232,False
36,133.0,26.0,16,133.306054084,25.9127277005,551,232,False
37,149.0,34.0,16,148.93542778,33.8560179532,551,232,False
38,173.0,29.0,16,172.824693332,29.1728742847,551,232,False
39,193.0,31.0,16,192.998768241,30.9504196301,551,232,False
40,229.0,26.0,16,228.717227544,26.1009188133,551,232,False
41,244.0,28.0,16,244.255659116,27.9184735073,551,232,False
42,263.0,25.0,16,263.041220976,25.0530939848,551,232,False
43,289.0,32.0,16,288.887922011,31.8454206173,551,232,False
44,292.0,32.0,16,292.362363616,32.058895774,551,232,False
45,294.0,33.0,16,294.172234809,33.0096906219,551,232,False
46,295.0,33.0,16,295.083809959,33.0208614323,551,232,False
47,296.0,32.0,16,296.032175954,32.0264371841,551,232,False
48,297.0,32.0,16,297.012037393,31.9929102789,551,232,False
49,298.0,32.0,16,298.004488671,31.9965467307,551,232,False
50,299.0,32.0,16,299.001673099,31.9986741116,551,232,False
51,299.0,31.0,16,299.018459922,31.0173402918,551,232,False
52,300.0,31.0,16,299.989897528,30.9894801354,551,232,False
53,300.0,30.0,16,300.013258269,30.0131026965,551,232,False
54,300.0,29.0,16,300.005756227,29.0056982424,551,232,False
55,301.0,29.0,16,300.984348092,28.9843264807,551,232,False
56,300.0,28.0,16,300.028987256,28.0111428731,551,232,False
57,301.0,27.0,16,300.9767977,27.004965921,551,232,False
58,301.0,26.0,16,301.0075611,26.0018897716,551,232,False
59,300.0,25.0,16,300.021430147,25.0007062083,551,232,False
60,300.0,24.0,16,299.991041696,24.0002633037,551,232,False
61,287.0,37.0,16,287.227722426,36.7503895552,551,232,False
62,241.0,35.0,16,241.684531913,35.1625614454,551,232,False
63,207.0,35.0,16,207.069796218,35.0371480155,551,232,False
64,180.0,36.0,16,179.892290397,35.9948875301,551,232,False
65,151.0,46.0,16,150.989128273,45.8366603138,551,232,False
66,119.0,50.0,16,119.0508578,50.0384133111,551,232,False
67,93.0,60.0,16,92.9145652328,59.9120509174,551,232,False
68,57.0,72.0,16,57.1415248228,71.9266534089,551,232,False
69,49.0,84.0,16,48.5616278254,83.9707212812,551,232,False
70,48.0,92.0,16,47.6882550496,92.0603397809,551,232,False
71,40.0,113.0,16,40.0015625349,112.794027094,551,232,False
72,47.0,130.0,16,46.7386726271,129.983642956,551,232,False
73,49.0,136.0,16,48.9792472024,136.192994115,551,232,False
74,47.0,139.0,16,47.067278418,139.13496835,551,232,False
75,44.0,140.0,16,44.0465017945,140.088994046,551,232,False
76,44.0,141.0,16,43.964848297,141.035020925,551,232,False
77,44.0,141.0,16,43.9843868119,141.030977766,551,232,False
78,45.0,141.0,16,44.9762242045,141.012403688,551,232,False
79,45.0,141.0,16,45.008115413,141.004664095,551,232,False
80,45.0,141.0,16,45.0038371756,141.001740344,551,232,False
81,45.0,142.0,16,45.0014690534,141.982812419,551,232,False
82,45.0,142.0,16,45.0005493993,142.010576698,551,232,False
83,55.0,164.0,16,54.8218415826,163.612355603,551,232,False
84,71.0,176.0,16,70.8180440729,176.015142855,551,232,False
85,93.0,181.0,16,92.8196344437,181.138137083,551,232,False
86,125.0,169.0,16,124.74902573,169.361043849,551,232,False
87,139.0,173.0,16,139.218718599,172.863999267,551,232,False
88,170.0,179.0,16,169.793245465,178.900689762,551,232,False
89,175.0,179.0,16,175.372888537,179.06767677,551,232,False
90,176.0,179.0,16,176.231858945,179.030234178,551,232,False
91,176.0,182.0,16,176.108698382,181.957999513,551,232,False
92,176.0,182.0,16,176.041579813,182.035305553,551,232,False
93,177.0,184.0,16,176.997712132,183.979924951,551,232,False
94,177.0,185.0,16,177.016132487,185.008763634,551,232,False
95,178.0,185.0,16,177.988989327,185.021880118,551,232,False
96,178.0,185.0,16,178.01291782,185.00904582,551,232,False
97,178.0,186.0,16,178.005629243,185.985577816,551,232,False
98,214.0,164.0,16,213.360029293,164.404008646,551,232,False
99,242.0,149.0,16,241.87343746,149.045317036,551,232,False
100,269.0,145.0,16,268.976022593,144.815653371,551,232,False
101,299.0,153.0,16,298.93866424,152.707625038,551,232,False
102,328.0,159.0,16,327.992467989,158.915996459,551,232,False
103,348.0,152.0,16,348.158453212,152.201757749,551,232,False
104,386.0,153.0,16,385.745721182,152.943661037,551,232,False
105,407.0,156.0,16,407.193449194,155.937034226,551,232,False
106,435.0,150.0,16,434.961040118,150.135050286,551,232,False
107,466.0,149.0,16,465.92665522,148.968739597,551,232,False
108,501.0,155.0,16,500.898502945,154.859589705,551,232,False
109,515.0,167.0,16,515.333184421,166.834487187,551,232,False
110,518.0,167.0,16,518.338137454,167.14693054,551,232,False
111,520.0,168.0,16,520.154104156,168.046910454,551,232,False
112,521.0,168.0,16,521.076616848,168.034944776,551,232,False
113,521.0,167.0,16,521.047310456,167.031696357,551,232,False
114,521.0,166.0,16,521.018530816,166.012707264,551,232,False
115,503.0,172.0,16,503.328003565,171.87992466,551,232,False
116,489.0,162.0,16,489.066272768,162.234654453,551,232,False
117,486.0,165.0,16,485.825822384,164.868958169,551,232,False
118,487.0,167.0,16,486.854218672,166.958538634,551,232,False
119,488.0,170.0,16,487.941795373,169.967063553,551,232,False
120,487.0,172.0,16,487.013793714,172.00472375,551,232,False
121,490.0,174.0,16,489.935494075,174.002574135,551,232,False
122,492.0,175.0,16,491.990461014,175.018834678,551,232,False
123,494.0,177.0,16,493.997138733,176.990039068,551,232,False
124,506.0,147.0,16,505.8206035,147.566237268,551,232,False
