frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,427.0,82.0,0,429.166666667,84.3333333333,548,239,False
3,442.0,84.0,0,441.52173913,84.0124223602,548,239,False
4,431.0,76.0,0,431.278276001,76.1713291393,548,239,False
5,421.0,70.0,0,421.108796131,70.035903781,548,239,False
6,432.0,60.0,0,431.66466169,60.0836928897,548,239,False
7,408.0,43.0,0,408.481649191,43.1594897715,548,239,False
8,394.0,45.0,0,394.030174223,44.7266667888,548,239,False
9,371.0,51.0,0,371.164628237,50.8108530301,548,239,False
10,360.0,53.0,0,359.854663321,52.9966710463,548,239,False
11,360.0,47.0,0,359.739739677,47.1446642807,548,239,False
12,353.0,38.0,0,353.017988773,38.1144098799,548,239,False
13,345.0,39.0,0,345.030043962,38.8671738562,548,239,False
14,331.0,39.0,0,331.119332714,38.959932927,548,239,False
15,337.0,48.0,0,336.692925385,47.8249911561,548,239,False
16,330.0,63.0,0,330.100597298,62.820093139,548,239,False
17,329.0,61.0,0,328.940767367,61.2306755783,548,239,False
18,310.0,66.0,0,310.294348116,65.9753699118,548,239,False
19,309.0,58.0,0,308.80379671,58.2173991668,548,239,False
20,309.0,44.0,0,308.894396281,44.1988889371,548,239,False
21,316.0,46.0,0,315.834231451,45.7943879615,548,239,False
22,320.0,41.0,0,319.985675215,41.0348325014,548,239,False
23,330.0,54.0,0,329.889914156,53.697262987,548,239,False
24,341.0,49.0,0,340.936120323,49.193110377,548,239,False
25,346.0,58.0,0,346.08211559,57.8369076445,548,239,False
26,349.0,53.0,0,349.071347423,53.1776723843,548,239,False
27,355.0,39.0,0,354.975032993,39.2381596682,548,239,False
28,359.0,50.0,0,359.023899694,49.6510857013,548,239,False
29,362.0,60.0,0,362.028333152,59.866845397,548,239,False
30,364.0,70.0,0,364.029326131,69.950222461,548,239,False
31,366.0,51.0,0,366.011828344,51.4986935285,548,239,False
32,372.0,44.0,0,371.933106271,43.9965876692,548,239,False
33,359.0,48.0,0,359.310545726,47.7934704098,548,239,False
34,346.0,57.0,0,346.131799488,56.8240189868,548,239,False
35,344.0,48.0,0,343.853692369,48.2507252158,548,239,False
36,342.0,45.0,0,341.936116518,45.0015685013,548,239,False
37,331.0,36.0,0,331.136269036,36.1032056138,548,239,False
38,336.0,27.0,0,335.773068932,27.0433772531,548,239,False
39,336.0,27.0,0,335.991310602,26.8558754325,548,239,False
40,355.0,40.0,0,354.661502889,39.7067395189,548,239,False
41,356.0,48.0,0,356.178847008,47.9684156043,548,239,False
42,345.0,56.0,0,345.29529124,55.9919472271,548,239,False
43,351.0,55.0,0,350.817783221,55.1577035399,548,239,False
44,354.0,73.0,0,353.971607082,72.7275788532,548,239,False
45,345.0,66.0,0,345.205344788,66.328523059,548,239,False
46,332.0,58.0,0,332.158213682,58.1608624047,548,239,False
47,324.0,52.0,0,323.973695761,52.0261216707,548,239,False
48,316.0,46.0,0,315.986115264,46.0081168077,548,239,False
49,309.0,40.0,0,308.976793334,40.0029477746,548,239,False
50,302.0,34.0,0,301.990487615,34.0010949728,548,239,False
