frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,310.0,120.0,manual,310.0,120.0,515,218,False
3,310.0,120.0,manual,310.0,120.0,515,218,False
4,310.0,120.0,manual,310.0,120.0,515,218,False
5,310.0,120.0,manual,310.0,120.0,515,218,False
6,310.0,120.0,manual,310.0,120.0,515,218,False
7,310.0,120.0,manual,310.0,120.0,515,218,False
8,310.0,120.0,manual,310.0,120.0,515,218,False
9,310.0,120.0,manual,310.0,120.0,515,218,False
10,310.0,120.0,manual,310.0,120.0,515,218,False
11,310.0,120.0,manual,310.0,120.0,515,218,False
12,310.0,120.0,manual,310.0,120.0,515,218,False
13,310.0,120.0,manual,310.0,120.0,515,218,False
14,310.0,120.0,manual,310.0,120.0,515,218,False
15,310.0,120.0,manual,310.0,120.0,515,218,False
16,310.0,120.0,manual,310.0,120.0,515,218,False
17,310.0,120.0,manual,310.0,120.0,515,218,False
18,310.0,120.0,manual,310.0,120.0,515,218,False
19,310.0,120.0,manual,310.0,120.0,515,218,False
20,310.0,120.0,manual,310.0,120.0,515,218,False
21,310.0,120.0,manual,310.0,120.0,515,218,False
22,310.0,120.0,manual,310.0,120.0,515,218,False
23,310.0,120.0,manual,310.0,120.0,515,218,False
24,310.0,120.0,manual,310.0,120.0,515,218,False
25,310.0,120.0,manual,310.0,120.0,515,218,False
26,310.0,120.0,manual,310.0,120.0,515,218,False
27,310.0,120.0,manual,310.0,120.0,515,218,False
28,310.0,120.0,manual,310.0,120.0,515,218,False
29,310.0,120.0,manual,310.0,120.0,515,218,False
30,310.0,120.0,manual,310.0,120.0,515,218,False
31,310.0,120.0,manual,310.0,120.0,515,218,False
32,310.0,120.0,manual,310.0,120.0,515,218,False
33,310.0,120.0,manual,310.0,120.0,515,218,False
34,310.0,120.0,manual,310.0,120.0,515,218,False
35,310.0,120.0,manual,310.0,120.0,515,218,False
36,310.0,120.0,manual,310.0,120.0,515,218,False
37,310.0,120.0,manual,310.0,120.0,515,218,False
38,310.0,120.0,manual,310.0,120.0,515,218,False
39,310.0,120.0,manual,310.0,120.0,515,218,False
40,310.0,120.0,manual,310.0,120.0,515,218,False
41,310.0,120.0,manual,310.0,120.0,515,218,False
42,310.0,120.0,manual,310.0,120.0,515,218,False
43,310.0,120.0,manual,310.0,120.0,515,218,False
44,310.0,120.0,manual,310.0,120.0,515,218,False
45,310.0,120.0,manual,310.0,120.0,515,218,False
46,310.0,120.0,manual,310.0,120.0,515,218,False
47,310.0,120.0,manual,310.0,120.0,515,218,False
48,310.0,120.0,manual,310.0,120.0,515,218,False
49,310.0,120.0,manual,310.0,120.0,515,218,False
50,310.0,120.0,manual,310.0,120.0,515,218,False
51,310.0,120.0,manual,310.0,120.0,515,218,False
52,310.0,120.0,manual,310.0,120.0,515,218,False
53,310.0,120.0,manual,310.0,120.0,515,218,False
54,310.0,120.0,manual,310.0,120.0,515,218,False
55,310.0,120.0,manual,310.0,120.0,515,218,False
56,310.0,120.0,manual,310.0,120.0,515,218,False
57,310.0,120.0,manual,310.0,120.0,515,218,False
58,310.0,120.0,manual,310.0,120.0,515,218,False
59,310.0,120.0,manual,310.0,120.0,515,218,False
60,310.0,120.0,manual,310.0,120.0,515,218,False
61,310.0,120.0,manual,310.0,120.0,515,218,False
62,310.0,120.0,manual,310.0,120.0,515,218,False
63,310.0,120.0,manual,310.0,120.0,515,218,False
64,310.0,120.0,manual,310.0,120.0,515,218,False
65,310.0,120.0,manual,310.0,120.0,515,218,False
66,310.0,120.0,manual,310.0,120.0,515,218,False
67,310.0,120.0,manual,310.0,120.0,515,218,False
68,310.0,120.0,manual,310.0,120.0,515,218,False
69,310.0,120.0,manual,310.0,120.0,515,218,False
70,310.0,120.0,manual,310.0,120.0,515,218,False
71,310.0,120.0,manual,310.0,120.0,515,218,False
72,310.0,120.0,manual,310.0,120.0,515,218,False
73,310.0,120.0,manual,310.0,120.0,515,218,False
74,310.0,120.0,manual,310.0,120.0,515,218,False
75,310.0,120.0,manual,310.0,120.0,515,218,False
76,310.0,120.0,manual,310.0,120.0,515,218,False
77,310.0,120.0,manual,310.0,120.0,515,218,False
78,310.0,120.0,manual,310.0,120.0,515,218,False
79,310.0,120.0,manual,310.0,120.0,515,218,False
80,310.0,120.0,manual,310.0,120.0,515,218,False
81,310.0,120.0,manual,310.0,120.0,515,218,False
82,310.0,120.0,manual,310.0,120.0,515,218,False
83,310.0,120.0,manual,310.0,120.0,515,218,False
84,310.0,120.0,manual,310.0,120.0,515,218,False
85,310.0,120.0,manual,310.0,120.0,515,218,False
86,310.0,120.0,manual,310.0,120.0,515,218,False
87,310.0,120.0,manual,310.0,120.0,515,218,False
88,310.0,120.0,manual,310.0,120.0,515,218,False
89,310.0,120.0,manual,310.0,120.0,515,218,False
90,310.0,120.0,manual,310.0,120.0,515,218,False
91,310.0,120.0,manual,310.0,120.0,515,218,False
92,310.0,120.0,manual,310.0,120.0,515,218,False
93,310.0,120.0,manual,310.0,120.0,515,218,False
94,310.0,120.0,manual,310.0,120.0,515,218,False
95,310.0,120.0,manual,310.0,120.0,515,218,False
96,310.0,120.0,manual,310.0,120.0,515,218,False
97,310.0,120.0,manual,310.0,120.0,515,218,False
98,310.0,120.0,manual,310.0,120.0,515,218,False
99,310.0,120.0,manual,310.0,120.0,515,218,False
100,310.0,120.0,manual,310.0,120.0,515,218,False
101,310.0,120.0,manual,310.0,120.0,515,218,False
102,310.0,120.0,manual,310.0,120.0,515,218,False
103,310.0,120.0,manual,310.0,120.0,515,218,False
104,310.0,120.0,manual,310.0,120.0,515,218,False
105,310.0,120.0,manual,310.0,120.0,515,218,False
106,310.0,120.0,manual,310.0,120.0,515,218,False
107,310.0,120.0,manual,310.0,120.0,515,218,False
108,310.0,120.0,manual,310.0,120.0,515,218,False
109,310.0,120.0,manual,310.0,120.0,515,218,False
110,310.0,120.0,manual,310.0,120.0,515,218,False
111,310.0,120.0,manual,310.0,120.0,515,218,False
112,310.0,120.0,manual,310.0,120.0,515,218,False
113,310.0,120.0,manual,310.0,120.0,515,218,False
114,310.0,120.0,manual,310.0,120.0,515,218,False
115,310.0,120.0,manual,310.0,120.0,515,218,False
116,310.0,120.0,manual,310.0,120.0,515,218,False
117,310.0,120.0,manual,310.0,120.0,515,218,False
118,310.0,120.0,manual,310.0,120.0,515,218,False
119,310.0,120.0,manual,310.0,120.0,515,218,False
120,310.0,120.0,manual,310.0,120.0,515,218,False
121,310.0,120.0,manual,310.0,120.0,515,218,False
122,310.0,120.0,manual,310.0,120.0,515,218,False
123,310.0,120.0,manual,310.0,120.0,515,218,False
124,310.0,120.0,manual,310.0,120.0,515,218,False
125,310.0,120.0,manual,310.0,120.0,515,218,False
126,310.0,120.0,0,310.0,120.0,515,218,False
127,320.0,120.0,0,318.333333333,120.0,515,218,False
128,320.0,119.0,0,319.937888199,119.037267081,515,218,False
129,319.0,119.0,0,319.026904029,118.996787579,515,218,False
130,317.0,118.0,0,317.030964428,118.016325938,515,218,False
131,316.0,118.0,0,315.994640648,117.989017989,515,218,False
132,315.0,117.0,0,314.997193151,117.012936267,515,218,False
133,313.0,117.0,0,313.016752893,116.987798798,515,218,False
134,311.0,116.0,0,311.00709585,116.012474317,515,218,False
135,310.0,116.0,0,309.984849139,115.9876276,515,218,False
136,309.0,116.0,0,308.993501432,115.994574038,515,218,False
137,309.0,116.0,0,308.979700802,115.997938679,515,218,False
138,308.0,116.0,0,308.009414996,115.999229849,515,218,False
139,316.0,106.0,0,315.843794784,106.17807614,515,218,False
140,338.0,107.0,0,337.68442819,106.878707692,515,218,False
141,342.0,104.0,0,342.191119852,104.017157128,515,218,False
142,356.0,96.0,0,355.907644725,96.0985608279,515,218,False
143,359.0,97.0,0,359.153948829,96.8806188013,515,218,False
144,359.0,98.0,0,359.119902587,97.9480338347,515,218,False
145,358.0,99.0,0,358.065517929,98.9802738896,515,218,False
146,358.0,100.0,0,358.007579954,99.9926306668,515,218,False
147,357.0,101.0,0,357.019855633,100.997252518,515,218,False
148,356.0,101.0,0,356.008215494,101.01681226,515,218,False
149,355.0,102.0,0,355.003101042,101.989283417,515,218,False
150,354.0,103.0,0,354.001157672,102.995193053,515,218,False
151,352.0,105.0,0,352.018267899,104.980333157,515,218,False
152,351.0,105.0,0,350.989825962,105.027487101,515,218,False
153,350.0,106.0,0,349.995395268,105.994074719,515,218,False
154,350.0,106.0,0,349.980408526,106.01485406,515,218,False
155,356.0,110.0,0,355.884824571,109.935007553,515,218,False
156,380.0,110.0,0,379.630856164,110.043746467,515,218,False
157,387.0,111.0,0,387.150020894,111.00172137,515,218,False
158,391.0,111.0,0,391.123187505,111.017780008,515,218,False
159,394.0,110.0,0,394.066969528,110.02528337,515,218,False
160,395.0,109.0,0,395.061640846,109.010316308,515,218,False
161,396.0,109.0,0,396.024729827,108.986051444,515,218,False
162,398.0,108.0,0,397.99146486,108.011785972,515,218,False
163,398.0,108.0,0,398.031641938,107.987369295,515,218,False
164,399.0,108.0,0,398.995623572,107.99447768,515,218,False
165,399.0,108.0,0,399.015431355,107.997902761,515,218,False
166,400.0,107.0,0,399.988731704,107.017052789,515,218,False
167,400.0,107.0,0,400.012821977,106.989372978,515,218,False
168,401.0,107.0,0,400.987757202,106.99522643,515,218,False
169,401.0,107.0,0,401.012458672,106.998181925,515,218,False
170,402.0,107.0,0,401.987621788,106.999320514,515,218,False
171,402.0,107.0,0,402.012408201,106.999746656,515,218,False
172,402.0,106.0,0,402.005439304,106.017741898,515,218,False
173,403.0,106.0,0,402.984229966,105.989629909,515,218,False
174,403.0,106.0,0,403.0111069,105.995322196,515,218,False
175,403.0,106.0,0,403.004952513,105.998217618,515,218,False
176,403.0,106.0,0,403.001884774,105.999333818,515,218,False
177,403.0,106.0,0,403.000704346,105.999751615,515,218,False
178,404.0,106.0,0,403.982426282,105.999907419,515,218,False
179,404.0,106.0,0,404.010432778,105.999965493,515,218,False
180,404.0,106.0,0,404.004701169,105.999987139,515,218,False
181,404.0,105.0,0,404.00179109,105.017831534,515,218,False
182,404.0,105.0,0,404.000669428,104.989663318,515,218,False
183,404.0,106.0,0,404.000249595,105.97749832,515,218,False
184,404.0,105.0,0,404.000093032,105.026393483,515,218,False
185,405.0,105.0,0,404.982198347,104.993665338,515,218,False
186,405.0,105.0,0,405.010347819,104.996865066,515,218,False
187,405.0,104.0,0,405.004669503,104.016630854,515,218,False
188,405.0,104.0,0,405.001779288,103.989214034,515,218,False
189,405.0,105.0,0,405.000665029,104.97733078,515,218,False
190,405.0,104.0,0,405.000247956,104.026331034,515,218,False
191,405.0,104.0,0,405.000092421,103.993642062,515,218,False
192,405.0,103.0,0,405.000034447,103.014692718,515,218,False
193,406.0,103.0,0,405.982176511,102.988456397,515,218,False
194,406.0,103.0,0,406.010339681,102.994883038,515,218,False
195,406.0,103.0,0,406.00466647,102.998053853,515,218,False
196,406.0,103.0,0,406.001778157,102.999272776,515,218,False
197,406.0,103.0,0,406.000664608,102.999728863,515,218,False
198,406.0,103.0,0,406.000247799,102.999898939,515,218,False
