frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,,449.0,103.0,35,449.0,103.0,544,222,False
3,,449.0,103.0,35,449.0,103.0,544,222,False
4,,449.0,104.0,35,449.0,103.962732919,544,222,False
5,,448.0,103.0,35,448.021549993,103.024762415,544,222,False
6,,448.0,104.0,35,447.99079037,103.974464432,544,222,False
7,,448.0,104.0,35,447.995737183,104.006719194,544,222,False
8,,447.0,103.0,35,447.0162182,103.021128781,544,222,False
9,,442.0,99.0,35,442.078248193,99.0622797846,544,222,False
10,,437.0,95.0,35,437.032619667,95.0258162256,544,222,False
11,,433.0,93.0,35,432.994486853,92.9740739882,544,222,False
12,,429.0,89.0,35,428.997099518,89.0243084819,544,222,False
13,,423.0,76.0,35,423.034551134,76.1712128069,544,222,False
14,,424.0,63.0,35,423.889728625,63.0715734699,544,222,False
15,,429.0,55.0,35,428.881661545,54.9378662393,544,222,False
16,,439.0,49.0,35,438.863015543,48.9369191145,544,222,False
17,,445.0,49.0,35,445.015844422,48.8675603173,544,222,False
18,,448.0,50.0,35,448.062615978,49.9275885894,544,222,False
19,,451.0,51.0,35,451.026051822,50.9719081394,544,222,False
20,,452.0,53.0,35,452.045512442,52.9716406202,544,222,False
21,,456.0,60.0,35,455.965167536,59.8993923011,544,222,False
22,,457.0,68.0,35,457.038047704,67.9403568763,544,222,False
23,,457.0,73.0,35,457.03445935,73.0302193205,544,222,False
24,,454.0,84.0,35,454.067322935,83.9067552013,544,222,False
25,,432.0,90.0,35,432.366589632,90.0494266312,544,222,False
26,,427.0,86.0,35,426.849758396,86.2008138003,544,222,False
27,,431.0,96.0,35,430.769747263,95.8338661705,544,222,False
28,,422.0,89.0,35,422.137714524,89.2297648123,544,222,False
29,,410.0,79.0,35,410.115534503,79.1531044862,544,222,False
30,,397.0,68.0,35,397.063970402,68.0781293868,544,222,False
31,,381.0,60.0,35,381.078352331,59.9766191053,544,222,False
32,,365.0,58.0,35,365.031811677,57.8817551801,544,222,False
33,,348.0,60.0,35,348.02981786,59.8793414441,544,222,False
34,,334.0,64.0,35,333.958464124,63.9156909774,544,222,False
35,,317.0,68.0,35,317.03550838,67.9666942236,544,222,False
36,,301.0,73.0,35,300.997838295,72.969660011,544,222,False
37,,286.0,75.0,35,285.980621184,75.0413429333,544,222,False
38,,269.0,77.0,35,269.027561055,77.0179287692,544,222,False
39,,253.0,77.0,35,252.994100684,77.0424755593,544,222,False
40,,238.0,77.0,35,237.979191007,77.0175441809,544,222,False
41,,220.0,73.0,35,220.044862558,73.0779662661,544,222,False
42,,207.0,63.0,35,206.930057383,63.1394953479,544,222,False
43,,195.0,52.0,35,194.951947693,52.0751133142,544,222,False
44,,189.0,40.0,35,188.874020174,40.0469386818,544,222,False
45,,186.0,35.0,35,185.894364704,34.8935469827,544,222,False
46,,182.0,34.0,35,181.975656263,33.8830464846,544,222,False
47,,178.0,33.0,35,177.99164589,32.9527115406,544,222,False
48,,167.0,32.0,35,167.121775004,31.9821978935,544,222,False
49,,153.0,34.0,35,153.104872955,33.9398474301,544,222,False
50,,139.0,36.0,35,139.041934445,35.975019132,544,222,False
51,,126.0,44.0,35,125.997929512,43.8835487209,544,222,False
52,,117.0,53.0,35,116.927035947,52.9336332748,544,222,False
53,,106.0,63.0,35,106.005023062,62.9563288534,544,222,False
54,,96.0,62.0,35,95.9855776345,62.1790165493,544,222,False
55,,91.0,62.0,35,90.9046631485,62.0582316725,544,222,False
56,,90.0,55.0,35,89.888816071,55.1461518149,544,222,False
57,,92.0,46.0,35,91.9014308036,46.0961011477,544,222,False
58,,94.0,38.0,35,93.9605278236,38.0199741618,544,222,False
59,,100.0,33.0,35,99.9138119719,32.9531774675,544,222,False
60,,105.0,29.0,35,104.98229223,28.9621152341,544,222,False
61,,118.0,25.0,35,117.851399293,24.9849019297,544,222,False
62,,125.0,24.0,35,125.044836744,23.9408169404,544,222,False
63,,131.0,24.0,35,131.039343827,23.9575423217,544,222,False
64,,138.0,21.0,35,137.9979108,21.0367081472,544,222,False
65,,142.0,25.0,35,142.051928578,24.8913413571,544,222,False
66,,144.0,28.0,35,144.057549543,27.9714829769,544,222,False
67,,148.0,26.0,35,147.987604766,26.0791262924,544,222,False
68,,148.0,30.0,35,148.065105769,29.9267688522,544,222,False
69,,148.0,32.0,35,148.027602647,32.0034624774,544,222,False
70,,147.0,32.0,35,147.028283937,32.0384350455,544,222,False
71,,143.0,36.0,35,143.06491204,35.9447575754,544,222,False
72,,138.0,48.0,35,138.044631931,47.8333905088,544,222,False
73,,134.0,67.0,35,133.99977675,66.8060600034,544,222,False
74,,125.0,80.0,35,125.088291676,80.0284242392,544,222,False
