frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,99.0,192.0,0,99.0,192.0,543,222,False
3,99.0,193.0,0,99.0,192.833333333,543,222,False
4,100.0,193.0,0,99.9627329193,192.99378882,543,222,False
5,100.0,193.0,0,100.003212421,193.000535404,543,222,False
6,100.0,193.0,0,100.002051504,193.000341917,543,222,False
7,100.0,192.0,0,100.000806044,192.018046331,543,222,False
8,100.0,193.0,0,100.000302423,192.971890786,543,222,False
9,100.0,193.0,0,100.000112814,193.005693803,543,222,False
10,100.0,193.0,0,100.000042052,193.002896021,543,222,False
11,100.0,193.0,0,100.000015674,193.001116424,543,222,False
12,100.0,192.0,0,100.000005842,192.018254212,543,222,False
13,100.0,193.0,0,100.000002177,192.971984613,543,222,False
14,100.0,193.0,0,100.000000812,193.005728296,543,222,False
15,100.0,193.0,0,100.000000302,193.002908844,543,222,False
16,100.0,192.0,0,100.000000113,192.018957529,543,222,False
17,100.0,193.0,0,100.000000042,192.972248438,543,222,False
18,100.0,193.0,0,100.000000016,193.005826709,543,222,False
19,100.0,192.0,0,100.000000006,192.020781855,543,222,False
20,100.0,193.0,0,100.000000002,192.972963651,543,222,False
21,100.0,192.0,0,100.000000001,192.023931294,543,222,False
22,100.0,192.0,0,100.0,191.992710696,543,222,False
23,100.0,192.0,0,100.0,191.996507488,543,222,False
24,100.0,193.0,0,100.0,192.98082484,543,222,False
25,100.0,192.0,0,100.0,192.027670443,543,222,False
26,100.0,192.0,0,100.0,191.994143057,543,222,False
27,100.0,192.0,0,100.0,191.997043204,543,222,False
28,100.0,192.0,0,100.0,191.998860925,543,222,False
29,100.0,192.0,0,100.0,191.999573677,543,222,False
30,100.0,192.0,0,100.0,191.999841018,543,222,False
31,100.0,192.0,0,100.0,191.999940741,543,222,False
32,100.0,192.0,0,100.0,191.999977913,543,222,False
33,100.0,192.0,0,100.0,191.999991768,543,222,False
34,100.0,192.0,0,100.0,191.999996932,543,222,False
35,100.0,193.0,0,100.0,192.982162529,543,222,False
36,100.0,193.0,0,100.0,193.010334469,543,222,False
37,101.0,193.0,0,100.982163672,193.004664527,543,222,False
38,101.0,193.0,0,101.010334896,193.001777433,543,222,False
