frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
3,263.0,206.0,14,263.0,206.0,557,243,False
4,264.0,206.0,14,263.833333333,206.0,557,243,False
5,265.0,206.0,14,264.956521739,206.0,557,243,False
6,266.0,206.0,14,265.982197832,206.0,557,243,False
7,267.0,207.0,14,266.993225609,206.981622558,557,243,False
8,269.0,208.0,14,268.979555187,207.992263976,557,243,False
9,268.0,209.0,14,268.04506202,208.99707408,557,243,False
10,267.0,212.0,14,267.019316725,211.963231842,557,243,False
11,264.0,207.0,14,264.042993371,207.127280801,557,243,False
12,280.0,203.0,14,279.678846446,203.036350011,557,243,False
13,287.0,204.0,14,287.024692446,203.92383586,557,243,False
14,296.0,207.0,14,295.980440456,206.931646608,557,243,False
15,306.0,211.0,14,305.973497084,210.954774745,557,243,False
16,321.0,214.0,14,320.90002089,214.000035096,557,243,False
17,340.0,215.0,14,339.887079147,215.036494068,557,243,False
18,350.0,214.0,14,350.114819037,214.051020355,557,243,False
19,319.0,172.0,14,319.781593017,172.752096164,557,243,False
20,317.0,161.0,14,316.809413461,160.762473236,557,243,False
21,320.0,163.0,14,319.81672255,162.654816374,557,243,False
22,336.0,159.0,14,335.694446029,158.966080545,557,243,False
23,335.0,158.0,14,335.177979601,157.938382306,557,243,False
24,343.0,144.0,14,342.91977597,144.206562677,557,243,False
25,343.0,146.0,14,343.105776263,145.802591946,557,243,False
26,343.0,149.0,14,343.045917271,148.895455363,557,243,False
27,343.0,151.0,14,343.017424786,150.977388979,557,243,False
28,342.0,152.0,14,342.024345682,152.010191493,557,243,False
29,342.0,153.0,14,341.992091952,153.004689538,557,243,False
30,341.0,155.0,14,341.014076199,154.983954175,557,243,False
31,341.0,157.0,14,340.988224756,156.993167956,557,243,False
32,341.0,159.0,14,340.994796613,158.997412843,557,243,False
33,341.0,162.0,14,340.998021636,161.981197449,557,243,False
34,341.0,163.0,14,340.999260768,163.027811004,557,243,False
35,341.0,165.0,14,340.999724388,164.994195527,557,243,False
36,342.0,167.0,14,341.982060943,166.997062764,557,243,False
37,342.0,170.0,14,342.010296607,169.981031888,557,243,False
38,343.0,171.0,14,342.986814088,171.027747618,557,243,False
39,343.0,173.0,14,343.012107069,172.994171821,557,243,False
40,344.0,175.0,14,343.987490736,174.997053925,557,243,False
41,344.0,176.0,14,344.012359355,176.016701249,557,243,False
42,345.0,177.0,14,344.987584771,177.007076599,557,243,False
43,345.0,177.0,14,345.012394404,177.020514647,557,243,False
