frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,,443.0,89.0,26,443.0,89.0,529,212,False
3,,443.0,87.0,26,443.0,87.3333333333,529,212,False
4,,442.0,87.0,26,442.037267081,87.0124223602,529,212,False
5,,442.0,86.0,26,441.996787579,86.0204791862,529,212,False
6,,442.0,86.0,26,441.997948496,85.9901065355,529,212,False
7,,442.0,86.0,26,441.999193956,85.9954685018,529,212,False
8,,442.0,87.0,26,441.999697577,86.9804236967,529,212,False
9,,442.0,85.0,26,441.999887186,85.0453608627,529,212,False
10,,442.0,86.0,26,441.999957948,85.9659170583,529,212,False
11,,442.0,86.0,26,441.999984326,86.0026930017,529,212,False
12,,442.0,85.0,26,441.999994158,85.0195768431,529,212,False
13,,442.0,85.0,26,441.999997823,84.99034908,529,212,False
14,,440.0,80.0,26,440.035671844,80.0847735678,529,212,False
15,,440.0,78.0,26,439.979329906,77.98231641,529,212,False
16,,439.0,78.0,26,439.008506843,77.9553781006,529,212,False
17,,439.0,79.0,26,438.986110077,78.9637124313,529,212,False
18,,439.0,79.0,26,438.994006578,79.00337074,529,212,False
19,,439.0,79.0,26,438.997727089,79.0020648705,529,212,False
20,,439.0,79.0,26,438.999150982,79.0008083019,529,212,False
21,,439.0,79.0,26,438.999683468,79.0003031182,529,212,False
22,,439.0,77.0,26,438.99988202,77.0357857206,529,212,False
23,,439.0,77.0,26,438.999956027,76.9793723542,529,212,False
24,,439.0,77.0,26,438.99998361,76.9906863363,529,212,False
25,,439.0,76.0,26,438.999993891,76.0142871975,529,212,False
26,,439.0,75.0,26,438.999997723,75.0061748944,529,212,False
27,,439.0,74.0,26,438.999999151,74.0023421468,529,212,False
28,,439.0,74.0,26,438.999999684,73.9830385727,529,212,False
29,,441.0,80.0,26,440.964327227,79.8858067843,529,212,False
30,,441.0,80.0,26,441.020669747,80.0592942053,529,212,False
31,,442.0,82.0,26,441.991493028,81.9913015218,529,212,False
32,,439.0,75.0,26,439.067398857,75.1558110348,529,212,False
33,,439.0,75.0,26,438.974988717,74.9408303697,529,212,False
34,,439.0,74.0,26,438.988278846,73.9901722341,529,212,False
35,,441.0,80.0,26,440.959843883,79.872067808,529,212,False
36,,439.0,73.0,26,439.054665897,73.178243053,529,212,False
37,,439.0,73.0,26,438.988034442,72.9523913048,529,212,False
38,,439.0,72.0,26,438.993992601,71.9946343167,529,212,False
39,,439.0,73.0,26,438.997686887,72.9629198613,529,212,False
40,,439.0,73.0,26,438.999134323,73.0023372218,529,212,False
41,,439.0,72.0,26,438.999677179,72.0194806675,529,212,False
42,,439.0,73.0,26,438.999879672,72.9724786501,529,212,False
43,,439.0,72.0,26,438.999955151,72.0237505256,529,212,False
44,,439.0,74.0,26,438.999983284,73.9569706658,529,212,False
45,,439.0,74.0,26,438.99999377,74.0171521674,529,212,False
46,,434.0,81.0,26,434.089179316,80.8831268866,529,212,False
47,,430.0,88.0,26,430.019669967,87.9505406927,529,212,False
48,,431.0,90.0,26,430.917500337,90.070465103,529,212,False
49,,434.0,105.0,26,433.929279586,104.798645452,529,212,False
50,,433.0,106.0,26,433.043073886,106.163767979,529,212,False
51,,426.0,124.0,26,426.126394961,123.769249826,529,212,False
52,,427.0,126.0,26,426.909699082,126.185413522,529,212,False
53,,427.0,126.0,26,426.97760401,126.117767836,529,212,False
54,,427.0,127.0,26,426.992191546,127.028386245,529,212,False
55,,427.0,127.0,26,426.997115457,127.027674197,529,212,False
56,,427.0,128.0,26,426.998926121,127.993296315,529,212,False
57,,427.0,128.0,26,426.999599808,128.01452335,529,212,False
58,,427.0,128.0,26,426.999850845,128.006227661,529,212,False
59,,427.0,128.0,26,426.999944408,128.002360127,529,212,False
60,,427.0,128.0,26,426.99997928,128.000881521,529,212,False
61,,435.0,139.0,26,434.857301657,138.804129042,529,212,False
62,,433.0,141.0,26,433.118348942,141.078133692,529,212,False
63,,446.0,137.0,26,445.784774366,137.143372305,529,212,False
64,,459.0,143.0,26,458.907371552,142.880541258,529,212,False
65,,473.0,138.0,26,472.947045721,138.143401554,529,212,False
66,,477.0,139.0,26,477.157744423,138.955423193,529,212,False
67,,478.0,140.0,26,478.120796133,139.978694556,529,212,False
68,,479.0,140.0,26,479.0479897,140.009670974,529,212,False
69,,479.0,141.0,26,479.035864817,140.986611009,529,212,False
70,,479.0,141.0,26,479.014227722,141.012032819,529,212,False
71,,480.0,141.0,26,479.987507735,141.005299458,529,212,False
72,,481.0,141.0,26,480.994492352,141.002014174,529,212,False
73,,482.0,140.0,26,481.997906462,140.018588907,529,212,False
74,,483.0,140.0,26,482.999217756,139.989945691,529,212,False
75,,484.0,140.0,26,483.999708352,139.995439897,529,212,False
76,,485.0,139.0,26,484.999891294,139.016097815,529,212,False
77,,486.0,139.0,26,485.999959483,138.989015273,529,212,False
78,,487.0,139.0,26,486.999984899,138.995093023,529,212,False
79,,488.0,139.0,26,487.999994372,138.998132198,529,212,False
80,,488.0,139.0,26,488.01783423,138.99930198,529,212,False
81,,488.0,138.0,26,488.00750065,138.017576076,529,212,False
82,,488.0,138.0,26,488.002836454,137.9895681,529,212,False
83,,489.0,138.0,26,488.983222817,137.995299159,529,212,False
84,,489.0,138.0,26,489.010729749,137.998209032,529,212,False
85,,490.0,138.0,26,489.986975531,137.999330618,529,212,False
86,,490.0,138.0,26,490.012167242,137.999750422,529,212,False
87,,491.0,138.0,26,490.987513163,137.999906974,529,212,False
88,,492.0,138.0,26,491.994531387,137.999965328,529,212,False
89,,492.0,138.0,26,492.01575911,137.999987077,529,212,False
90,,493.0,138.0,26,492.988889028,137.999995183,529,212,False
91,,494.0,138.0,26,493.995045969,137.999998205,529,212,False
92,,495.0,138.0,26,494.99811466,137.999999331,529,212,False
93,,495.0,138.0,26,495.017131771,137.999999751,529,212,False
94,,496.0,138.0,26,495.989402416,137.999999907,529,212,False
95,,497.0,138.0,26,496.995237402,137.999999965,529,212,False
96,,498.0,139.0,26,497.998186014,138.982163659,529,212,False
97,,499.0,139.0,26,498.999322038,139.010334891,529,212,False
98,,499.0,138.0,26,499.017583552,138.022501012,529,212,False
99,,500.0,138.0,26,499.989570887,137.991442596,529,212,False
100,,505.0,131.0,26,504.923954887,131.120853967,529,212,False
101,,495.0,113.0,26,495.235748605,113.247179841,529,212,False
102,,488.0,100.0,26,488.046996275,100.012619303,529,212,False
103,,487.0,87.0,26,486.908542389,87.0008985252,529,212,False
104,,473.0,73.0,26,473.192569651,73.0179891387,529,212,False
105,,471.0,59.0,26,470.868584438,59.0075496734,529,212,False
106,,466.0,39.0,26,465.994804748,39.1098722748,529,212,False
107,,459.0,28.0,26,459.035831657,27.8855474231,529,212,False
108,,461.0,16.0,26,460.854635451,15.9677412402,529,212,False
109,,453.0,16.0,26,453.11658814,15.774438402,529,212,False
110,,441.0,8.0,26,441.122971604,8.04840146023,529,212,False
111,,440.0,5.0,26,439.853439113,4.93519777553,529,212,False
112,,428.0,13.0,26,428.132367066,12.7756831927,529,212,False
113,,403.0,11.0,26,403.290156041,11.0851780935,529,212,False
114,,401.0,10.0,26,400.709434574,10.0219880479,529,212,False
115,,402.0,9.0,26,401.819112473,9.00772825839,529,212,False
116,,409.0,21.0,26,408.822088709,20.7709858322,529,212,False
117,,406.0,24.0,26,406.106765417,24.0640725175,529,212,False
118,,405.0,24.0,26,405.012403006,24.0845407608,529,212,False
119,,404.0,24.0,26,404.003312035,24.0344125257,529,212,False
120,,403.0,23.0,26,403.00117172,23.0308013217,529,212,False
121,,402.0,23.0,26,402.000433716,22.9945040044,529,212,False
122,,401.0,23.0,26,401.000161509,22.9971391643,529,212,False
123,,401.0,23.0,26,400.982223862,22.9988948455,529,212,False
124,,401.0,24.0,26,400.992521001,23.9817499039,529,212,False
125,,401.0,24.0,26,400.997171615,24.0101805887,529,212,False
126,,401.0,25.0,26,400.998943863,24.9867708417,529,212,False
127,,401.0,25.0,26,400.999606268,25.0120909505,529,212,False
128,,401.0,26.0,26,400.999853246,25.9874847282,529,212,False
129,,401.0,26.0,26,400.999945302,26.0123571162,529,212,False
130,,401.0,26.0,26,400.999979613,26.0054202642,529,212,False
131,,401.0,27.0,26,400.999992402,26.9842228697,529,212,False
132,,402.0,27.0,26,401.98216084,27.0111042555,529,212,False
133,,401.0,27.0,26,401.028170168,27.0049515276,529,212,False
134,,400.0,27.0,26,400.012165725,27.0018844069,529,212,False
135,,399.0,28.0,26,399.004614092,27.9828678812,529,212,False
136,,399.0,28.0,26,398.983887231,28.0105974541,529,212,False
137,,399.0,28.0,26,398.993141147,28.0047625499,529,212,False
138,,400.0,27.0,26,399.979566434,27.0196502956,529,212,False
139,,399.0,28.0,26,399.027201238,27.9725067317,529,212,False
140,,399.0,27.0,26,398.993968169,27.0237593104,529,212,False
141,,399.0,27.0,26,398.99697802,26.9926465147,529,212,False
142,,399.0,27.0,26,398.99883663,26.9964835627,529,212,False
143,,399.0,26.0,26,398.999564622,26.0164885772,529,212,False
144,,399.0,26.0,26,398.999837643,25.9891610007,529,212,False
145,,399.0,25.0,26,398.999939483,25.0129836694,529,212,False
146,,399.0,24.0,26,398.999977444,24.0056538753,529,212,False
147,,400.0,24.0,26,399.982155266,23.9843099442,529,212,False
148,,400.0,22.0,26,400.010331762,22.0289730373,529,212,False
149,,400.0,22.0,26,400.004663518,21.9767924005,529,212,False
150,,399.0,21.0,26,399.019613385,21.0075591249,529,212,False
151,,399.0,20.0,26,398.990329302,20.0035930828,529,212,False
152,,399.0,20.0,26,398.99558296,19.9835399897,529,212,False
153,,399.0,20.0,26,398.998314813,19.993013319,529,212,False
154,,399.0,19.0,26,398.999370044,19.0151915223,529,212,False
155,,399.0,18.0,26,398.999765117,18.0065137218,529,212,False
156,,415.0,12.0,26,414.71453121,12.0916501558,529,212,False
157,,415.0,32.0,26,415.165325699,31.574684647,529,212,False
158,,420.0,32.0,26,419.985441177,32.1762167887,529,212,False
159,,417.0,55.0,26,417.133618807,54.6714620999,529,212,False
160,,419.0,58.0,26,418.967274157,58.2154101655,529,212,False
161,,433.0,81.0,26,432.769817278,80.7397285037,529,212,False
162,,444.0,81.0,26,443.957284645,81.2969309133,529,212,False
163,,436.0,90.0,26,436.0,90.0,529,212,False
164,,448.0,110.0,26,446.0,106.666666667,529,212,False
165,,458.0,125.0,26,457.552795031,124.316770186,529,212,False
166,,455.0,140.0,26,455.103199036,139.735644492,529,212,False
167,,458.0,144.0,26,457.941856833,144.102245585,529,212,False
168,,464.0,156.0,26,463.919940037,155.904479709,529,212,False
169,,464.0,168.0,26,464.074444221,167.957997832,529,212,False
170,,460.0,162.0,26,460.104088753,162.305118944,529,212,False
171,,453.0,164.0,26,453.095958507,163.986381198,529,212,False
172,,436.0,169.0,26,436.216864316,168.935321055,529,212,False
173,,434.0,169.0,26,433.821950202,169.062222514,529,212,False
174,,432.0,170.0,26,431.921249456,170.009486257,529,212,False
175,,432.0,170.0,26,431.934382949,170.020716146,529,212,False
176,,431.0,171.0,26,430.991644357,170.990707071,529,212,False
177,,430.0,171.0,26,429.997656231,171.013558496,529,212,False
178,,430.0,172.0,26,429.981326986,171.988031727,529,212,False
179,,429.0,171.0,26,429.010024814,171.03039732,529,212,False
180,,429.0,170.0,26,428.986712871,170.012997684,529,212,False
181,,429.0,169.0,26,428.994233021,169.004924265,529,212,False
182,,429.0,169.0,26,428.997811573,168.984002842,529,212,False
183,,429.0,169.0,26,428.999182474,168.993184237,529,212,False
184,,429.0,169.0,26,428.999695206,168.997418822,529,212,False
185,,429.0,169.0,26,428.999886394,168.999036001,529,212,False
186,,429.0,169.0,26,428.999957657,168.999640609,529,212,False
187,,429.0,170.0,26,428.999984218,169.982029718,529,212,False
188,,429.0,171.0,26,428.999994118,170.992448641,529,212,False
189,,429.0,172.0,26,428.999997808,171.997144645,529,212,False
190,,429.0,172.0,26,428.999999183,172.016770138,529,212,False
191,,429.0,172.0,26,428.999999695,172.007103953,529,212,False
192,,379.0,157.0,26,379.891816266,157.270233509,529,212,False
193,,358.0,152.0,26,357.857818056,151.935162239,529,212,False
194,,350.0,149.0,26,349.692423493,148.932238526,529,212,False
195,,325.0,141.0,26,325.176395989,141.061839633,529,212,False
196,,309.0,143.0,26,308.919146024,142.848853261,529,212,False
197,,309.0,137.0,26,308.67746771,137.07801978,529,212,False
198,,315.0,132.0,26,314.758776629,132.017672388,529,212,False
199,,322.0,122.0,26,321.886465047,122.095222535,529,212,False
200,,326.0,113.0,26,326.010062078,113.021896245,529,212,False
201,,329.0,101.0,26,329.024093187,101.061019475,529,212,False
202,,330.0,88.0,26,330.045626067,88.0431087661,529,212,False
203,,327.0,74.0,26,327.090104551,74.0348782365,529,212,False
