frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,105.0,122.0,0,104.666666667,121.5,539,230,False
3,106.0,124.0,0,105.950310559,123.906832298,539,230,False
4,111.0,119.0,0,110.896533262,119.11578102,539,230,False
5,113.0,122.0,0,113.012028603,121.903948284,539,230,False
6,115.0,122.0,0,115.006916762,122.011228926,539,230,False
7,116.0,122.0,0,116.020541479,122.006437291,539,230,False
8,118.0,123.0,0,117.990678098,122.984669286,539,230,False
9,119.0,124.0,0,119.013549618,123.993437523,539,230,False
10,120.0,125.0,0,120.005864839,124.997513459,539,230,False
11,120.0,125.0,0,120.020061234,125.016907617,539,230,False
12,121.0,126.0,0,120.990496227,125.989318866,539,230,False
13,121.0,126.0,0,121.013481503,126.013042589,539,230,False
14,121.0,127.0,0,121.005839434,126.987839512,539,230,False
15,122.0,128.0,0,121.984379105,127.994653026,539,230,False
16,123.0,131.0,0,122.993326159,130.962295464,539,230,False
17,122.0,130.0,0,122.033144455,130.055583268,539,230,False
18,124.0,133.0,0,123.960549632,132.952703879,539,230,False
19,124.0,133.0,0,124.018489821,133.032626231,539,230,False
20,124.0,133.0,0,124.008479922,133.014565217,539,230,False
21,125.0,133.0,0,124.985400286,133.005543768,539,230,False
22,125.0,133.0,0,125.011544869,133.002071755,539,230,False
23,125.0,133.0,0,125.005115836,133.000772438,539,230,False
24,125.0,133.0,0,125.001945651,133.000287912,539,230,False
25,126.0,133.0,0,125.982890708,133.00010731,539,230,False
26,126.0,132.0,0,126.010605962,132.017876324,539,230,False
27,126.0,132.0,0,126.004765721,131.989680012,539,230,False
28,127.0,133.0,0,126.983978822,132.977504542,539,230,False
29,126.0,133.0,0,126.028849619,133.008559474,539,230,False
30,126.0,134.0,0,125.994582728,133.98616477,539,230,False
31,126.0,134.0,0,125.997207084,134.01186497,539,230,False
32,126.0,134.0,0,125.998922006,134.005236825,539,230,False
33,127.0,133.0,0,126.981760116,133.019827154,539,230,False
34,127.0,133.0,0,127.010184399,132.990408981,539,230,False
35,127.0,133.0,0,127.00460859,132.995612658,539,230,False
36,127.0,132.0,0,127.001756584,132.01616221,539,230,False
37,135.0,96.0,0,134.857965946,96.6311470675,539,230,False
38,134.0,99.0,0,134.100760294,98.569536743,539,230,False
39,125.0,93.0,0,125.187600787,92.9682294853,539,230,False
40,115.0,84.0,0,115.094938478,84.0478251274,539,230,False
41,89.0,114.0,0,89.3219634489,113.325063727,539,230,False
42,85.0,151.0,0,84.7413157453,150.590434444,539,230,False
43,79.0,171.0,0,78.9211350613,171.143004791,539,230,False
44,66.0,173.0,0,66.0963000091,173.388502629,539,230,False
45,67.0,179.0,0,66.7921990108,179.089496727,539,230,False
46,64.0,183.0,0,63.9822327204,183.066382872,539,230,False
47,49.0,191.0,0,49.2102699453,190.95497707,539,230,False
48,46.0,190.0,0,45.8747142932,190.140407609,539,230,False
49,46.0,187.0,0,45.89004911,187.095526987,539,230,False
50,47.0,186.0,0,46.9381562162,186.001998815,539,230,False
51,48.0,185.0,0,47.9759514533,184.999136792,539,230,False
