frames,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,42.0,43.0,manual,42.0,43.0,557,242,False
3,42.0,43.0,manual,42.0,43.0,557,242,False
4,42.0,43.0,manual,42.0,43.0,557,242,False
5,42.0,43.0,manual,42.0,43.0,557,242,False
6,42.0,43.0,manual,42.0,43.0,557,242,False
7,42.0,43.0,manual,42.0,43.0,557,242,False
8,42.0,43.0,manual,42.0,43.0,557,242,False
9,42.0,43.0,manual,42.0,43.0,557,242,False
10,42.0,43.0,manual,42.0,43.0,557,242,False
11,42.0,43.0,manual,42.0,43.0,557,242,False
12,42.0,43.0,manual,42.0,43.0,557,242,False
13,42.0,43.0,manual,42.0,43.0,557,242,False
14,42.0,43.0,manual,42.0,43.0,557,242,False
15,42.0,43.0,manual,42.0,43.0,557,242,False
16,42.0,43.0,manual,42.0,43.0,557,242,False
17,42.0,43.0,manual,42.0,43.0,557,242,False
18,42.0,43.0,manual,42.0,43.0,557,242,False
19,42.0,43.0,manual,42.0,43.0,557,242,False
20,42.0,43.0,manual,42.0,43.0,557,242,False
21,42.0,43.0,manual,42.0,43.0,557,242,False
22,42.0,43.0,manual,42.0,43.0,557,242,False
23,42.0,43.0,manual,42.0,43.0,557,242,False
24,42.0,43.0,manual,42.0,43.0,557,242,False
25,42.0,43.0,manual,42.0,43.0,557,242,False
26,42.0,43.0,manual,42.0,43.0,557,242,False
27,42.0,43.0,0,42.0,43.0,557,242,False
28,42.0,43.0,0,42.0,43.0,557,242,False
29,41.0,43.0,0,41.0322580645,43.0,557,242,False
30,40.0,44.0,0,40.0187369882,43.9784871617,557,242,False
31,40.0,43.0,0,39.9890030073,43.0275880524,557,242,False
32,40.0,44.0,0,39.995035569,43.9761783535,557,242,False
33,40.0,44.0,0,39.9981081457,44.007334435,557,242,False
34,40.0,44.0,0,39.9992928848,44.0035096153,557,242,False
35,40.0,44.0,0,39.9997363518,44.0013452225,557,242,False
36,40.0,44.0,0,39.9999017297,44.0005031622,557,242,False
37,40.0,44.0,0,39.9999633729,44.0001876213,557,242,False
38,40.0,44.0,0,39.9999863485,44.0000699334,557,242,False
39,40.0,44.0,0,39.9999949119,44.0000260655,557,242,False
40,40.0,44.0,0,39.9999981036,44.000009715,557,242,False
41,40.0,44.0,0,39.9999992932,44.0000036209,557,242,False
42,40.0,45.0,0,39.9999997366,44.982165022,557,242,False
43,39.0,44.0,0,39.0178362294,44.0281717262,557,242,False
44,40.0,45.0,0,39.9718287402,44.9764936503,557,242,False
45,40.0,45.0,0,40.0056701959,45.0074477719,557,242,False
46,39.0,45.0,0,39.0207235161,45.0035515796,557,242,False
47,40.0,45.0,0,39.9729419074,45.0013608485,557,242,False
48,40.0,45.0,0,40.0060868625,45.0005089855,557,242,False
49,40.0,45.0,0,40.0030425714,45.0001897917,557,242,False
50,40.0,44.0,0,40.0011710483,44.0179070699,557,242,False
51,40.0,45.0,0,40.00043824,44.9718551437,557,242,False
52,39.0,44.0,0,39.0179997512,44.0235163645,557,242,False
53,39.0,44.0,0,38.9897260189,43.9925559608,557,242,False
54,39.0,44.0,0,38.9953580179,43.9964498117,557,242,False
55,39.0,44.0,0,38.9982309697,43.9986396701,557,242,False
56,39.0,44.0,0,38.9993387941,43.9994912078,557,242,False
57,39.0,45.0,0,38.9997534693,44.9819739527,557,242,False
58,39.0,44.0,0,38.99990811,44.0281005077,557,242,False
59,39.0,44.0,0,38.999965751,43.9943034335,557,242,False
60,39.0,45.0,0,38.9999872349,44.9792666551,557,242,False
61,39.0,45.0,0,38.9999952422,45.0092181016,557,242,False
62,39.0,45.0,0,38.9999982267,45.0042466677,557,242,False
63,39.0,45.0,0,38.9999993391,45.0016216058,557,242,False
64,39.0,45.0,0,38.9999997537,45.0006062545,557,242,False
65,39.0,45.0,0,38.9999999082,45.0002260492,557,242,False
66,40.0,45.0,0,39.9821636382,45.0000842563,557,242,False
67,39.0,45.0,0,39.0281712105,45.0000314038,557,242,False
68,39.0,45.0,0,38.9943297857,45.0000117047,557,242,False
69,39.0,45.0,0,38.9971128046,45.0000043625,557,242,False
70,40.0,45.0,0,39.9810505392,45.000001626,557,242,False
71,39.0,45.0,0,39.0277545693,45.000000606,557,242,False
72,39.0,45.0,0,38.9941744123,45.0000002259,557,242,False
73,40.0,45.0,0,39.9792185629,45.0000000842,557,242,False
74,39.0,45.0,0,39.0270365043,45.0000000314,557,242,False
75,40.0,45.0,0,39.9760687636,45.0000000117,557,242,False
76,39.0,45.0,0,39.0251256529,45.0000000044,557,242,False
77,40.0,45.0,0,39.9753212968,45.0000000016,557,242,False
78,40.0,45.0,0,40.0070090454,45.0000000006,557,242,False
79,40.0,45.0,0,40.0033879747,45.0000000002,557,242,False
80,39.0,44.0,0,39.0191361939,44.0178363277,557,242,False
81,40.0,44.0,0,39.9723150331,43.9896651044,557,242,False
82,40.0,44.0,0,40.0058515297,43.9953353139,557,242,False
83,40.0,45.0,0,40.0029547785,44.98038618,557,242,False
84,40.0,44.0,0,40.0011383227,44.0275068633,557,242,False
85,40.0,45.0,0,40.0004260425,44.9762457567,557,242,False
86,40.0,45.0,0,40.0001588774,45.0073553738,557,242,False
87,39.0,44.0,0,39.0178955477,44.0213534688,557,242,False
88,39.0,44.0,0,38.9896871768,43.9910131171,557,242,False
89,39.0,45.0,0,38.9953435407,44.9780031877,557,242,False
90,39.0,44.0,0,38.9982255738,44.0265817394,557,242,False
91,39.0,45.0,0,38.9993367829,44.9758991807,557,242,False
92,39.0,45.0,0,38.9997527198,45.0072261151,557,242,False
93,39.0,45.0,0,38.9999078306,45.0034689604,557,242,False
94,39.0,45.0,0,38.9999656468,45.0013300548,557,242,False
95,39.0,45.0,0,38.999987196,45.0004975082,557,242,False
96,39.0,45.0,0,38.9999952278,45.000185514,557,242,False
97,39.0,45.0,0,38.9999982213,45.000069148,557,242,False
98,39.0,45.0,0,38.9999993371,45.0000257727,557,242,False
99,39.0,45.0,0,38.9999997529,45.0000096059,557,242,False
100,39.0,45.0,0,38.9999999079,45.0000035803,557,242,False
101,39.0,45.0,0,38.9999999657,45.0000013344,557,242,False
102,39.0,45.0,0,38.9999999872,45.0000004974,557,242,False
103,39.0,45.0,0,38.9999999952,45.0000001854,557,242,False
104,39.0,45.0,0,38.9999999982,45.0000000691,557,242,False
105,39.0,45.0,0,38.9999999993,45.0000000258,557,242,False
106,39.0,45.0,0,38.9999999998,45.0000000096,557,242,False
107,39.0,45.0,0,38.9999999999,45.0000000036,557,242,False
108,39.0,45.0,0,39.0,45.0000000013,557,242,False
109,39.0,45.0,0,39.0,45.0000000005,557,242,False
110,40.0,45.0,0,39.9821636724,45.0000000002,557,242,False
111,39.0,45.0,0,39.0281712232,45.0000000001,557,242,False
112,40.0,45.0,0,39.9764934629,45.0,557,242,False
113,39.0,45.0,0,39.0252840296,45.0,557,242,False
114,49.0,42.0,0,48.8148533819,42.0535089828,557,242,False
115,56.0,39.0,0,55.9751908157,39.0225042959,557,242,False
116,59.0,39.0,0,59.0642136368,38.9550012549,557,242,False
117,61.0,39.0,0,61.0452851892,38.9806734644,557,242,False
118,62.0,40.0,0,62.0357366037,39.9748381154,557,242,False
119,63.0,39.0,0,63.0142220373,39.025435025,557,242,False
120,63.0,39.0,0,63.0231802862,38.9933096874,557,242,False
121,61.0,57.0,0,61.0451679292,56.6756786881,557,242,False
122,50.0,72.0,0,50.1791097926,71.9172283597,557,242,False
123,45.0,76.0,0,44.967504687,76.1671730004,557,242,False
124,43.0,78.0,0,42.9296297885,78.107457018,557,242,False
125,42.0,79.0,0,41.9531476393,79.0600478195,557,242,False
126,42.0,80.0,0,41.963714101,80.0233376987,557,242,False
127,41.0,80.0,0,41.0034112255,80.026580441,557,242,False
