frames,interpolated,measurement_x,measurement_y,objid,position_x,position_y,pixel_width,pixel_height,manual_tracker_fix
2,,41.0,123.0,manual,41.0,123.0,544,232,False
3,,41.0,123.0,manual,41.0,123.0,544,232,False
4,,41.0,123.0,manual,41.0,123.0,544,232,False
5,,41.0,123.0,21,41.0,123.0,544,232,False
6,,41.0,123.0,21,41.0,123.0,544,232,False
7,,42.0,124.0,21,41.9627329193,123.962732919,544,232,False
8,,42.0,124.0,21,42.0032124214,124.003212421,544,232,False
9,,42.0,124.0,21,42.0020515041,124.002051504,544,232,False
10,,41.0,125.0,21,41.0187180346,124.982894054,544,232,False
11,,41.0,125.0,21,40.9899896528,125.010615192,544,232,False
12,,41.0,125.0,21,40.995455993,125.004769635,544,232,False
13,,40.0,125.0,21,40.0161040016,125.001816633,544,232,False
14,,39.0,126.0,21,39.0068539173,125.982842594,544,232,False
15,,38.0,126.0,21,38.0025953188,126.010588031,544,232,False
16,,37.0,126.0,21,37.0009692656,126.004759038,544,232,False
17,,35.0,126.0,21,35.0181976812,126.001812659,544,232,False
18,,48.0,67.0,21,47.7400912043,68.053020796,544,232,False
19,,49.0,51.0,21,49.1044013973,50.6758749914,544,232,False
20,,41.0,40.0,21,41.2090709074,39.7557189438,544,232,False
21,,31.0,48.0,21,31.1217395592,47.5641535865,544,232,False
22,,32.0,42.0,21,31.851271398,42.0707615496,544,232,False
23,,29.0,46.0,21,29.0066230716,45.8591708388,544,232,False
24,,37.0,60.0,21,36.8092386366,59.7611460169,544,232,False
25,,39.0,61.0,21,39.0266712456,61.1339292114,544,232,False
26,,41.0,62.0,21,41.0146196194,62.060586944,544,232,False
27,,41.0,62.0,21,41.0413455177,62.0409285994,544,232,False
28,,41.0,62.0,21,41.0171279419,62.0161327101,544,232,False
29,,41.0,63.0,21,41.0064660537,62.9882185973,544,232,False
30,,41.0,62.0,21,41.0024139314,62.0304299973,544,232,False
31,,40.0,62.0,21,40.0187362251,61.9951717664,544,232,False
32,,40.0,62.0,21,39.990000519,61.9974266283,544,232,False
33,,39.0,63.0,21,39.0132966561,62.9811675063,544,232,False
34,,38.0,63.0,21,38.0057705344,63.0099618371,544,232,False
35,,37.0,63.0,21,37.0021897526,63.0045255567,544,232,False
36,,36.0,63.0,21,36.0008180201,63.0017256327,544,232,False
37,,35.0,63.0,21,35.0003049779,63.0006450308,544,232,False
38,,33.0,63.0,21,33.0179500018,63.0002405019,544,232,False
39,,32.0,63.0,21,31.9897074727,63.000089643,544,232,False
40,,42.0,97.0,21,41.7991515017,96.3935982732,544,232,False
41,,79.0,122.0,21,78.4341317963,121.905490714,544,232,False
42,,95.0,114.0,21,95.1401578452,114.55966698,544,232,False
43,,123.0,126.0,21,122.855003325,125.880338529,544,232,False
44,,166.0,141.0,21,165.668973871,140.886182537,544,232,False
45,,211.0,143.0,21,210.827693751,143.186138321,544,232,False
46,,244.0,149.0,21,244.147473309,149.008969049,544,232,False
47,,302.0,148.0,21,301.619188034,148.125306386,544,232,False
48,,338.0,155.0,21,338.229610572,154.909849565,544,232,False
49,,387.0,170.0,21,386.871487445,169.817159766,544,232,False
50,,418.0,172.0,21,418.262909907,172.156583016,544,232,False
51,,468.0,164.0,21,467.7739741,164.247478661,544,232,False
52,,511.0,173.0,21,511.025105136,172.798071772,544,232,False
53,,506.0,187.0,21,506.870733675,186.82147921,544,232,False
54,,494.0,199.0,21,494.490611346,198.964193748,544,232,False
55,,487.0,202.0,21,487.101624296,202.148652053,544,232,False
56,,463.0,198.0,21,463.337207038,198.188011603,544,232,False
57,,440.0,202.0,21,440.122170377,201.933730093,544,232,False
58,,435.0,205.0,21,434.724312816,204.986611728,544,232,False
59,,434.0,205.0,21,433.810529741,205.049060283,544,232,False
60,,432.0,205.0,21,431.943067986,205.020872102,544,232,False
61,,430.0,206.0,21,429.979435532,205.990066806,544,232,False
62,,429.0,205.0,21,428.974530323,205.031122766,544,232,False
63,,429.0,205.0,21,428.971818674,204.995430159,544,232,False
64,,429.0,205.0,21,428.988602053,204.997522944,544,232,False
65,,428.0,205.0,21,428.01354534,204.999039733,544,232,False
66,,429.0,205.0,21,428.970227412,204.999640322,544,232,False
67,,429.0,205.0,21,429.005073258,204.999865858,544,232,False
68,,430.0,204.0,21,429.984828368,204.017786327,544,232,False
69,,431.0,205.0,21,430.993528772,204.97181014,544,232,False
70,,432.0,205.0,21,431.997548999,205.005663263,544,232,False
71,,433.0,206.0,21,432.999084604,205.985048277,544,232,False
72,,433.0,205.0,21,433.017495056,205.029283391,544,232,False
73,,430.0,199.0,21,430.060883213,199.10176405,544,232,False
74,,465.0,197.0,21,464.347513183,196.970931332,544,232,False
75,,473.0,191.0,21,473.206078251,191.057304791,544,232,False
76,,467.0,198.0,21,467.348016974,197.79274692,544,232,False
77,,486.0,183.0,21,485.696781779,183.304212583,544,232,False
78,,490.0,165.0,21,490.133812952,165.185148434,544,232,False
79,,500.0,134.0,21,499.954668105,134.30431418,544,232,False
80,,503.0,127.0,21,503.103402307,126.696611315,544,232,False
81,,504.0,125.0,21,504.079969162,124.777794205,544,232,False
82,,504.0,123.0,21,504.049624675,122.911958153,544,232,False
83,,504.0,122.0,21,504.019444315,121.94909921,544,232,False
84,,505.0,122.0,21,504.989456254,121.962326649,544,232,False
85,,506.0,121.0,21,505.995218797,121.002899913,544,232,False
86,,507.0,120.0,21,506.998177229,120.001891572,544,232,False
87,,509.0,120.0,21,508.981482348,119.982907488,544,232,False
88,,509.0,121.0,21,509.02791719,120.974941329,544,232,False
89,,509.0,120.0,21,509.012071431,120.025438587,544,232,False
90,,508.0,120.0,21,508.022415275,119.993309344,544,232,False
91,,507.0,119.0,21,507.009211892,119.014568705,544,232,False
92,,506.0,119.0,21,506.003474443,118.988410176,544,232,False
93,,495.0,130.0,21,495.179660218,129.798666207,544,232,False
94,,499.0,126.0,21,498.80795289,126.183076594,544,232,False
95,,502.0,125.0,21,501.933862513,125.027078675,544,232,False
96,,501.0,112.0,21,501.046955254,112.222159007,544,232,False
97,,476.0,90.0,21,476.448999504,90.2534774734,544,232,False
98,,458.0,74.0,21,458.063144112,73.9956246637,544,232,False
99,,440.0,80.0,21,440.018548044,79.6012395485,544,232,False
100,,418.0,71.0,21,418.07801981,71.0999160992,544,232,False
101,,405.0,68.0,21,404.871955048,67.9421162133,544,232,False
102,,371.0,61.0,21,371.319319372,61.045218965,544,232,False
103,,341.0,51.0,21,341.065234827,51.0735591766,544,232,False
104,,335.0,50.0,21,334.593668492,49.8696033259,544,232,False
105,,332.0,48.0,21,331.77443645,47.9616833167,544,232,False
106,,330.0,46.0,21,329.894545775,45.9862109338,544,232,False
107,,329.0,44.0,21,328.941835969,43.9948841554,544,232,False
108,,327.0,42.0,21,326.995255172,41.9980943733,544,232,False
109,,327.0,40.0,21,326.963369243,39.9992897977,544,232,False
110,,326.0,39.0,21,326.002515145,38.9818989717,544,232,False
111,,326.0,36.0,21,325.983874826,36.0280725653,544,232,False
